timestamp,open,high,low,close,volume
1666483200000,270.2,276.6,268.45,275.65,56489.25
1666569600000,275.65,277.15,271.4,273.9,39941.67
1666656000000,273.9,289.75,271.85,283.95,133886.85
1666742400000,283.95,291.85,283.95,290.1,93697.56
1666828800000,290.1,293.2,284.4,286.55,88461.69
1666915200000,286.55,300.9,285.25,297.85,137428.87
1667001600000,297.85,308.4,295.55,304.3,162520.14
1667088000000,304.3,319,302.2,313.4,153841.04
1667174400000,313.4,337.5,306.05,325.6,355174.71
1667260800000,325.6,334.05,317.3,323.75,189748.99
1667347200000,323.75,329.65,315.15,320,291530.01
1667433600000,320,339.35,317.95,329.2,253019.19
1667520000000,329.2,358.75,327.95,354.2,289336
1667606400000,354.2,360.9,345.9,349.05,137870.89
1667692800000,349.05,356.15,337.45,337.6,129880.37
1667779200000,337.6,344.3,326.25,336.65,258724.06
1667865600000,336.65,398.5,298.4,327.2,1658444.7
1667952000000,327.2,332.85,260,266.5,747934.26
1668038400000,266.5,311.85,261.65,303.8,417792.05
1668124800000,303.8,305.6,278.4,290.05,237685.29
1668211200000,290.05,293.5,271.3,282.75,160952.77
1668297600000,282.75,286.6,273,276.55,136070.94
1668384000000,276.55,292.25,267.6,279,228650.47
1668470400000,279,282.75,273.25,277.25,129479.53
1668556800000,277.25,280.4,268.65,272.1,123091.41
1668643200000,272.1,273.75,263.3,267.8,108388.43
1668729600000,267.8,275.45,267.65,273.9,95589.16
1668816000000,273.9,274.45,269,272.45,60038.84
1668902400000,272.45,273.95,261.45,264.15,84073.55
1668988800000,264.15,265.05,249.3,253.85,149331.29
1669075200000,253.85,267.9,251.95,266.7,127901.59
1669161600000,266.7,303.15,264.85,298.5,391329.91
1669248000000,298.5,303.85,293.25,299.9,193150.33
1669334400000,299.9,306.9,293.2,300.4,189291.7
1669420800000,300.4,318.05,299.55,311,254449.75
1669507200000,311,316.35,306,307.25,183319.12
1669593600000,307.25,309.15,286,293.1,326971.13
1669680000000,293.1,305.05,288.1,295.2,220052.9
1669766400000,295.2,305.3,292.1,300.2,254388.92
1669852800000,300.2,301.5,290.15,292.3,257824.17
1669939200000,292.3,294.35,285.1,293.55,184136.47
1670025600000,293.55,294.65,289.1,290.45,89516.13
1670112000000,290.45,293.05,286.95,292,93419.47
1670198400000,292,297.35,285.9,288.55,139621.05
1670284800000,288.55,290.8,286.45,290.2,72139.02
1670371200000,290.2,291,280.45,283.9,104994.32
1670457600000,283.9,292.05,282.35,290.4,111883.66
1670544000000,290.4,292.15,284.5,285.9,110632.96
1670630400000,285.9,289.85,285.7,287.95,44926.98
1670716800000,287.95,291.45,283.25,284.4,72351.33
1670803200000,284.4,285.8,271.3,276.1,401857.76
1670889600000,276.1,282.55,255.1,272.3,1206621.05
1670976000000,272.3,278.65,265.05,267.55,570694.26
