take_profit,stop_loss,total_trades,win_rate,failed_trades,total_pnl,avg_pnl,highest_win_pnl,lowest_win_pnl,highest_loss_pnl,lowest_loss_pnl,avg_favorable_excursion,highest_favorable,lowest_favorable,avg_adverse_excursion,highest_adverse,lowest_adverse,final_capital,total_return
,,65,98.46153846153847,1,-11.19999999999993,-0.17230769230769122,0.06,0.06,-15.04,-15.04,undefined,undefined,undefined,undefined,undefined,undefined,88.28489620734128,-11.71510379265872
