Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
45,16.63,cascade,both,0.9,0.4,1,"4h(0.29%)+2h(0.24%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
46,16.63,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.21%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
47,16.63,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.22%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
48,16.63,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.23%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
49,16.63,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.24%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
50,16.63,cascade,both,0.9,0.4,1,"4h(0.31%)+2h(0.21%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
51,16.63,cascade,both,0.9,0.4,1,"4h(0.31%)+2h(0.22%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
52,16.63,cascade,both,0.9,0.4,1,"4h(0.31%)+2h(0.23%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
53,16.63,cascade,both,0.9,0.4,1,"4h(0.31%)+2h(0.24%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
54,16.63,cascade,both,0.9,0.4,1,"4h(0.32%)+2h(0.21%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
55,16.63,cascade,both,0.9,0.4,1,"4h(0.32%)+2h(0.22%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
56,16.63,cascade,both,0.9,0.4,1,"4h(0.32%)+2h(0.23%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
57,16.63,cascade,both,0.9,0.4,1,"4h(0.32%)+2h(0.24%)",36,25.0,-7.65,-0.21,7.7,0.47,-0.37,92.35
58,16.55,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.29%)",32,25.0,-7.38,-0.23,7.4,0.45,-0.40,92.62
59,16.55,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.3%)",32,25.0,-7.38,-0.23,7.4,0.45,-0.40,92.62
60,16.55,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.31%)",32,25.0,-7.38,-0.23,7.4,0.45,-0.40,92.62
61,16.43,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.2%)",36,25.0,-8.14,-0.23,8.1,0.46,-0.39,91.86
62,16.43,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.2%)",36,25.0,-8.14,-0.23,8.1,0.46,-0.39,91.86
63,16.43,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.2%)",36,25.0,-8.14,-0.23,8.1,0.46,-0.39,91.86
64,16.43,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.2%)",36,25.0,-8.14,-0.23,8.1,0.46,-0.39,91.86
65,16.30,cascade,both,0.9,0.4,1,"4h(0.24%)+2h(0.2%)",37,24.3,-8.14,-0.22,8.1,0.46,-0.39,91.86
66,16.30,cascade,both,0.9,0.4,1,"4h(0.25%)+2h(0.2%)",37,24.3,-8.14,-0.22,8.1,0.46,-0.39,91.86
67,16.30,cascade,both,0.9,0.4,1,"4h(0.26%)+2h(0.2%)",37,24.3,-8.14,-0.22,8.1,0.46,-0.39,91.86
68,16.30,cascade,both,0.9,0.4,1,"4h(0.27%)+2h(0.2%)",37,24.3,-8.14,-0.22,8.1,0.46,-0.39,91.86
69,16.30,cascade,both,0.9,0.4,1,"4h(0.28%)+2h(0.2%)",37,24.3,-8.14,-0.22,8.1,0.46,-0.39,91.86
70,16.30,cascade,both,0.9,0.4,1,"4h(0.29%)+2h(0.2%)",37,24.3,-8.14,-0.22,8.1,0.46,-0.39,91.86
71,16.30,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.2%)",37,24.3,-8.14,-0.22,8.1,0.46,-0.39,91.86
72,16.30,cascade,both,0.9,0.4,1,"4h(0.31%)+2h(0.2%)",37,24.3,-8.14,-0.22,8.1,0.46,-0.39,91.86
73,16.30,cascade,both,0.9,0.4,1,"4h(0.32%)+2h(0.2%)",37,24.3,-8.14,-0.22,8.1,0.46,-0.39,91.86
74,16.28,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.21%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
75,16.28,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.22%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
76,16.28,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.23%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
77,16.28,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.24%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
78,16.28,cascade,both,0.9,0.4,1,"4h(0.21%)+2h(0.21%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
79,16.28,cascade,both,0.9,0.4,1,"4h(0.21%)+2h(0.22%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
80,16.28,cascade,both,0.9,0.4,1,"4h(0.21%)+2h(0.23%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
81,16.28,cascade,both,0.9,0.4,1,"4h(0.21%)+2h(0.24%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
82,16.28,cascade,both,0.9,0.4,1,"4h(0.22%)+2h(0.21%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
83,16.28,cascade,both,0.9,0.4,1,"4h(0.22%)+2h(0.22%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
84,16.28,cascade,both,0.9,0.4,1,"4h(0.22%)+2h(0.23%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
85,16.28,cascade,both,0.9,0.4,1,"4h(0.22%)+2h(0.24%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
86,16.28,cascade,both,0.9,0.4,1,"4h(0.23%)+2h(0.21%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
87,16.28,cascade,both,0.9,0.4,1,"4h(0.23%)+2h(0.22%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
88,16.28,cascade,both,0.9,0.4,1,"4h(0.23%)+2h(0.23%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
89,16.28,cascade,both,0.9,0.4,1,"4h(0.23%)+2h(0.24%)",37,24.3,-8.13,-0.22,8.2,0.46,-0.39,91.87
90,16.19,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.29%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
91,16.19,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.3%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
92,16.19,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.31%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
93,16.19,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.29%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
94,16.19,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.3%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
95,16.19,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.31%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
96,16.19,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.29%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
97,16.19,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.3%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
98,16.19,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.31%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
99,16.19,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.29%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
100,16.19,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.3%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
101,16.19,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.31%)",33,24.2,-7.87,-0.24,7.9,0.44,-0.42,92.13
102,16.18,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.25%)",33,24.2,-7.89,-0.24,7.9,0.44,-0.42,92.11
103,16.18,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.26%)",33,24.2,-7.89,-0.24,7.9,0.44,-0.42,92.11
104,16.18,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.27%)",33,24.2,-7.89,-0.24,7.9,0.44,-0.42,92.11
105,16.18,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.28%)",33,24.2,-7.89,-0.24,7.9,0.44,-0.42,92.11
106,16.13,cascade,both,0.9,0.4,1,"4h(0.38%)+2h(0.21%)",33,24.2,-7.95,-0.24,8.0,0.43,-0.42,92.05
107,16.13,cascade,both,0.9,0.4,1,"4h(0.38%)+2h(0.22%)",33,24.2,-7.95,-0.24,8.0,0.43,-0.42,92.05
108,16.13,cascade,both,0.9,0.4,1,"4h(0.38%)+2h(0.23%)",33,24.2,-7.95,-0.24,8.0,0.43,-0.42,92.05
109,16.13,cascade,both,0.9,0.4,1,"4h(0.38%)+2h(0.24%)",33,24.2,-7.95,-0.24,8.0,0.43,-0.42,92.05
110,16.13,cascade,both,0.9,0.4,1,"4h(0.39%)+2h(0.21%)",33,24.2,-7.95,-0.24,8.0,0.43,-0.42,92.05
111,16.13,cascade,both,0.9,0.4,1,"4h(0.39%)+2h(0.22%)",33,24.2,-7.95,-0.24,8.0,0.43,-0.42,92.05
112,16.13,cascade,both,0.9,0.4,1,"4h(0.39%)+2h(0.23%)",33,24.2,-7.95,-0.24,8.0,0.43,-0.42,92.05
113,16.13,cascade,both,0.9,0.4,1,"4h(0.39%)+2h(0.24%)",33,24.2,-7.95,-0.24,8.0,0.43,-0.42,92.05
114,16.05,cascade,both,0.9,0.4,1,"4h(0.24%)+2h(0.29%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
115,16.05,cascade,both,0.9,0.4,1,"4h(0.24%)+2h(0.3%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
116,16.05,cascade,both,0.9,0.4,1,"4h(0.24%)+2h(0.31%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
117,16.05,cascade,both,0.9,0.4,1,"4h(0.25%)+2h(0.29%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
118,16.05,cascade,both,0.9,0.4,1,"4h(0.25%)+2h(0.3%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
119,16.05,cascade,both,0.9,0.4,1,"4h(0.25%)+2h(0.31%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
120,16.05,cascade,both,0.9,0.4,1,"4h(0.26%)+2h(0.29%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
121,16.05,cascade,both,0.9,0.4,1,"4h(0.26%)+2h(0.3%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
122,16.05,cascade,both,0.9,0.4,1,"4h(0.26%)+2h(0.31%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
123,16.05,cascade,both,0.9,0.4,1,"4h(0.27%)+2h(0.29%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
124,16.05,cascade,both,0.9,0.4,1,"4h(0.27%)+2h(0.3%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
125,16.05,cascade,both,0.9,0.4,1,"4h(0.27%)+2h(0.31%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
126,16.05,cascade,both,0.9,0.4,1,"4h(0.28%)+2h(0.29%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
127,16.05,cascade,both,0.9,0.4,1,"4h(0.28%)+2h(0.3%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
128,16.05,cascade,both,0.9,0.4,1,"4h(0.28%)+2h(0.31%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
129,16.05,cascade,both,0.9,0.4,1,"4h(0.29%)+2h(0.29%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
130,16.05,cascade,both,0.9,0.4,1,"4h(0.29%)+2h(0.3%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
131,16.05,cascade,both,0.9,0.4,1,"4h(0.29%)+2h(0.31%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
132,16.05,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.29%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
133,16.05,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.3%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
134,16.05,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.31%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
135,16.05,cascade,both,0.9,0.4,1,"4h(0.31%)+2h(0.29%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
136,16.05,cascade,both,0.9,0.4,1,"4h(0.31%)+2h(0.3%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
137,16.05,cascade,both,0.9,0.4,1,"4h(0.31%)+2h(0.31%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
138,16.05,cascade,both,0.9,0.4,1,"4h(0.32%)+2h(0.29%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
139,16.05,cascade,both,0.9,0.4,1,"4h(0.32%)+2h(0.3%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
140,16.05,cascade,both,0.9,0.4,1,"4h(0.32%)+2h(0.31%)",34,23.5,-7.87,-0.23,7.9,0.44,-0.41,92.13
141,15.97,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.2%)",38,23.7,-8.62,-0.23,8.6,0.44,-0.40,91.38
142,15.97,cascade,both,0.9,0.4,1,"4h(0.21%)+2h(0.2%)",38,23.7,-8.62,-0.23,8.6,0.44,-0.40,91.38
143,15.97,cascade,both,0.9,0.4,1,"4h(0.22%)+2h(0.2%)",38,23.7,-8.62,-0.23,8.6,0.44,-0.40,91.38
144,15.97,cascade,both,0.9,0.4,1,"4h(0.23%)+2h(0.2%)",38,23.7,-8.62,-0.23,8.6,0.44,-0.40,91.38
145,15.84,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.25%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
146,15.84,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.26%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
147,15.84,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.27%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
148,15.84,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.28%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
149,15.84,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.25%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
150,15.84,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.26%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
151,15.84,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.27%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
152,15.84,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.28%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
153,15.84,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.25%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
154,15.84,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.26%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
155,15.84,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.27%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
156,15.84,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.28%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
157,15.84,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.25%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
158,15.84,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.26%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
159,15.84,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.27%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
160,15.84,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.28%)",34,23.5,-8.37,-0.25,8.4,0.42,-0.44,91.63
161,15.80,cascade,both,0.9,0.4,1,"4h(0.38%)+2h(0.2%)",34,23.5,-8.44,-0.25,8.4,0.42,-0.44,91.56
162,15.80,cascade,both,0.9,0.4,1,"4h(0.39%)+2h(0.2%)",34,23.5,-8.44,-0.25,8.4,0.42,-0.44,91.56
163,15.71,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.29%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
164,15.71,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.3%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
165,15.71,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.31%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
166,15.71,cascade,both,0.9,0.4,1,"4h(0.21%)+2h(0.29%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
167,15.71,cascade,both,0.9,0.4,1,"4h(0.21%)+2h(0.3%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
168,15.71,cascade,both,0.9,0.4,1,"4h(0.21%)+2h(0.31%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
169,15.71,cascade,both,0.9,0.4,1,"4h(0.22%)+2h(0.29%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
170,15.71,cascade,both,0.9,0.4,1,"4h(0.22%)+2h(0.3%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
171,15.71,cascade,both,0.9,0.4,1,"4h(0.22%)+2h(0.31%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
172,15.71,cascade,both,0.9,0.4,1,"4h(0.23%)+2h(0.29%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
173,15.71,cascade,both,0.9,0.4,1,"4h(0.23%)+2h(0.3%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
174,15.71,cascade,both,0.9,0.4,1,"4h(0.23%)+2h(0.31%)",35,22.9,-8.35,-0.24,8.4,0.42,-0.43,91.65
175,15.71,cascade,both,0.9,0.4,1,"4h(0.24%)+2h(0.25%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
176,15.71,cascade,both,0.9,0.4,1,"4h(0.24%)+2h(0.26%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
177,15.71,cascade,both,0.9,0.4,1,"4h(0.24%)+2h(0.27%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
178,15.71,cascade,both,0.9,0.4,1,"4h(0.24%)+2h(0.28%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
179,15.71,cascade,both,0.9,0.4,1,"4h(0.25%)+2h(0.25%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
180,15.71,cascade,both,0.9,0.4,1,"4h(0.25%)+2h(0.26%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
181,15.71,cascade,both,0.9,0.4,1,"4h(0.25%)+2h(0.27%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
182,15.71,cascade,both,0.9,0.4,1,"4h(0.25%)+2h(0.28%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
183,15.71,cascade,both,0.9,0.4,1,"4h(0.26%)+2h(0.25%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
184,15.71,cascade,both,0.9,0.4,1,"4h(0.26%)+2h(0.26%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
185,15.71,cascade,both,0.9,0.4,1,"4h(0.26%)+2h(0.27%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
186,15.71,cascade,both,0.9,0.4,1,"4h(0.26%)+2h(0.28%)",35,22.9,-8.37,-0.24,8.4,0.42,-0.43,91.63
