Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,14.33,cascade,both,0.9,0.4,80,"1h(0.1%,L3,B4,OF)","1h: swing=0.1%, lookback=3, minLegBars=4, opposite=false",132,40.9,-99.80,-0.76,100.0,0.92,-0.01,0.20
2,14.02,cascade,both,0.9,0.4,80,"1h(0.2%,L3,B4,OF)","1h: swing=0.2%, lookback=3, minLegBars=4, opposite=false",132,39.4,-99.98,-0.76,100.0,0.92,-0.01,0.02
3,13.63,cascade,both,0.9,0.4,80,"1h(0.4%,L4,B4,OF)","1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",126,40.5,-99.67,-0.79,100.0,0.83,-0.04,0.33
4,13.55,cascade,both,0.9,0.4,80,"1h(0.3%,L3,B4,OF)","1h: swing=0.3%, lookback=3, minLegBars=4, opposite=false",129,37.2,-100.00,-0.78,100.0,0.92,-0.01,0.00
5,13.06,cascade,both,0.9,0.4,80,"1h(0.6%,L1,B4,OF)","1h: swing=0.6%, lookback=1, minLegBars=4, opposite=false",96,35.4,-100.00,-1.04,100.0,0.90,-0.02,0.00
6,12.80,cascade,both,0.9,0.4,80,"1h(0.5%,L1,B4,OF)","1h: swing=0.5%, lookback=1, minLegBars=4, opposite=false",106,34.9,-100.00,-0.94,100.0,0.87,-0.02,0.00
7,12.63,cascade,both,0.9,0.4,80,"1h(0.4%,L3,B4,OF)","1h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",130,36.9,-100.00,-0.77,100.0,0.79,-0.04,0.00
8,12.59,cascade,both,0.9,0.4,80,"1h(0.3%,L3,B5,OF)","1h: swing=0.3%, lookback=3, minLegBars=5, opposite=false",114,31.6,-100.00,-0.88,100.0,0.94,-0.01,0.00
9,12.56,cascade,both,0.9,0.4,80,"1h(0.1%,L2,B4,OF)","1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",143,37.8,-100.00,-0.70,100.0,0.75,-0.04,0.00
10,11.94,cascade,both,0.9,0.4,80,"1h(0.1%,L2,B5,OF)","1h: swing=0.1%, lookback=2, minLegBars=5, opposite=false",120,28.3,-100.00,-0.83,100.0,0.94,-0.01,0.00
11,11.92,cascade,both,0.9,0.4,80,"1h(0.1%,L1,B3,OF)","1h: swing=0.1%, lookback=1, minLegBars=3, opposite=false",175,30.3,-100.00,-0.57,100.0,0.88,-0.02,0.00
12,11.85,cascade,both,0.9,0.4,80,"1h(0.7%,L5,B4,OF)","1h: swing=0.7%, lookback=5, minLegBars=4, opposite=false",120,34.2,-100.00,-0.83,100.0,0.75,-0.06,0.00
13,11.66,cascade,both,0.9,0.4,80,"1h(0.6%,L5,B4,OF)","1h: swing=0.6%, lookback=5, minLegBars=4, opposite=false",124,34.7,-100.00,-0.81,100.0,0.71,-0.07,0.00
14,11.64,cascade,both,0.9,0.4,80,"1h(0.6%,L1,B1,OF)","1h: swing=0.6%, lookback=1, minLegBars=1, opposite=false",153,34.6,-100.00,-0.65,100.0,0.71,-0.06,0.00
15,11.62,cascade,both,0.9,0.4,80,"1h(0.5%,L5,B4,OF)","1h: swing=0.5%, lookback=5, minLegBars=4, opposite=false",124,35.5,-100.00,-0.81,100.0,0.68,-0.07,0.00
16,11.59,cascade,both,0.9,0.4,80,"1h(0.1%,L1,B4,OF)","1h: swing=0.1%, lookback=1, minLegBars=4, opposite=false",144,31.9,-100.00,-0.69,100.0,0.78,-0.04,0.00
17,11.54,cascade,both,0.9,0.4,80,"1h(0.1%,L1,B5,OF)","1h: swing=0.1%, lookback=1, minLegBars=5, opposite=false",126,28.6,-100.00,-0.79,100.0,0.87,-0.02,0.00
