Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
2,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
3,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
4,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
5,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
6,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
7,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
8,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
9,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
10,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
11,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
12,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
13,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
14,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
15,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
16,0.00,cascade,both,0.9,0.4,1,"4h(0.1%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
17,0.00,cascade,both,0.9,0.4,1,"4h(0.2%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
18,0.00,cascade,both,0.9,0.4,1,"4h(0.2%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
19,0.00,cascade,both,0.9,0.4,1,"4h(0.2%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
20,0.00,cascade,both,0.9,0.4,1,"4h(0.2%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
21,0.00,cascade,both,0.9,0.4,1,"4h(0.2%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
22,0.00,cascade,both,0.9,0.4,1,"4h(0.2%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
23,0.00,cascade,both,0.9,0.4,1,"4h(0.2%)",0,0.0,0.00,0.00,0.0,0.00,0.00,100.00
