Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
58,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
59,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
60,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
61,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
62,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
63,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
64,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
65,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
66,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
67,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
68,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
69,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
70,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
71,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
72,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
73,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
74,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
75,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.3%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
76,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
77,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
78,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
79,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
80,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
81,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
82,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
83,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
84,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
85,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
86,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
87,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
88,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
89,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
90,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
91,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
92,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
93,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
94,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
95,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
96,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
97,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
98,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
99,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
100,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.4%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
101,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
102,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
103,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
104,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
105,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
106,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
107,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
108,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
109,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
110,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
111,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
112,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
113,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
114,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
115,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
116,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
117,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
118,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
119,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
120,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
121,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
122,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
123,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
124,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
125,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
126,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
127,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
128,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
129,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
130,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
131,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
132,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
133,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
134,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
135,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
136,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
137,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
138,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
139,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
140,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
141,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
142,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
143,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
144,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
145,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
146,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
147,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
148,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
149,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
150,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)+2h(0.6%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
151,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
152,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
153,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
154,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
155,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
156,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
157,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
158,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
159,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
160,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
161,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
162,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
163,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
164,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
165,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
166,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
167,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
168,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
169,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
170,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
171,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
172,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
173,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
174,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
175,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
176,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
177,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
178,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
179,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
180,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
181,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
182,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
183,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
184,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
185,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
186,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
