Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
16,470.18,cascade,both,0.9,0.4,80,"30m(0.2%,L5,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=5, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",26,46.2,113.37,4.36,74.1,1.10,0.04,213.37
17,446.52,cascade,both,0.9,0.4,80,"30m(0.4%,L1,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",23,47.8,107.23,4.66,84.3,1.16,0.06,207.23
18,343.94,cascade,both,0.9,0.4,80,"30m(0.4%,L2,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=2, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",26,46.2,81.92,3.15,89.7,1.04,0.02,181.92
19,322.50,cascade,both,0.9,0.4,80,"30m(0.4%,L3,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=3, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",21,47.6,76.53,3.64,95.9,1.02,0.01,176.53
20,284.33,cascade,both,0.9,0.4,80,"30m(0.2%,L5,B4,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=5, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",31,45.2,66.84,2.16,92.9,1.15,0.05,166.84
21,248.02,cascade,both,0.9,0.4,80,"30m(0.4%,L3,B4,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",33,45.5,58.05,1.76,97.3,1.01,0.00,158.05
22,236.01,cascade,both,0.9,0.4,80,"30m(0.4%,L3,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",47,46.8,54.99,1.17,97.5,1.00,0.00,154.99
23,214.13,cascade,both,0.9,0.4,80,"30m(0.3%,L5,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.3%, lookback=5, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",49,44.9,49.57,1.01,96.8,1.02,0.01,149.57
24,207.45,cascade,both,0.9,0.4,80,"30m(0.4%,L1,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",28,46.4,47.80,1.71,84.6,1.04,0.01,147.80
25,175.16,cascade,both,0.9,0.4,80,"30m(0.2%,L1,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",22,45.5,39.78,1.81,87.7,1.03,0.01,139.78
26,151.73,cascade,both,0.9,0.4,80,"30m(0.1%,L3,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",49,46.9,33.81,0.69,98.8,1.06,0.02,133.81
27,35.71,cascade,both,0.9,0.4,80,"30m(0.3%,L5,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.3%, lookback=5, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",56,46.4,4.93,0.09,94.5,1.01,0.00,104.93
28,15.83,cascade,both,0.9,0.4,80,"30m(0.5%,L5,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.5%, lookback=5, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",50,46.0,-15.41,-0.31,97.7,0.99,-0.00,84.59
29,15.79,cascade,both,0.9,0.4,80,"30m(0.1%,L2,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",43,46.5,-22.58,-0.53,98.1,0.97,-0.01,77.42
30,15.75,cascade,both,0.9,0.4,80,"30m(0.7%,L4,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.7%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",37,45.9,-16.57,-0.45,93.0,0.98,-0.01,83.43
31,15.69,cascade,both,0.9,0.4,80,"30m(0.6%,L3,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.6%, lookback=3, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",32,46.9,-59.43,-1.86,95.4,0.95,-0.02,40.57
32,15.66,cascade,both,0.9,0.4,80,"30m(0.2%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",42,45.2,-12.20,-0.29,97.8,0.99,-0.00,87.80
33,15.61,cascade,both,0.9,0.4,80,"30m(0.2%,L3,B4,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",28,46.4,-31.72,-1.13,92.3,0.95,-0.02,68.28
34,15.61,cascade,both,0.9,0.4,80,"30m(0.6%,L1,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.6%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",21,47.6,-43.87,-2.09,76.0,0.91,-0.04,56.13
35,15.31,cascade,both,0.9,0.4,80,"30m(0.3%,L1,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.3%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",30,43.3,-1.38,-0.05,93.8,1.00,-0.00,98.62
36,15.29,cascade,both,0.9,0.4,80,"30m(0.7%,L4,B4,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.7%, lookback=4, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",31,45.2,-33.27,-1.07,89.5,0.94,-0.03,66.73
37,15.28,cascade,both,0.9,0.4,80,"30m(0.2%,L1,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",39,43.6,-47.01,-1.21,95.4,0.98,-0.01,52.99
38,15.24,cascade,both,0.9,0.4,80,"30m(0.7%,L5,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.7%, lookback=5, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",38,44.7,-41.67,-1.10,92.6,0.94,-0.02,58.33
39,15.21,cascade,both,0.9,0.4,80,"30m(0.4%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",86,43.0,-92.30,-1.07,100.0,0.99,-0.00,7.70
40,15.21,cascade,both,0.9,0.4,80,"30m(0.1%,L1,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",23,43.5,-10.74,-0.47,91.3,0.98,-0.01,89.26
41,15.21,cascade,both,0.9,0.4,80,"30m(0.2%,L3,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",47,44.7,-49.90,-1.06,99.3,0.94,-0.01,50.10
42,15.13,cascade,both,0.9,0.4,80,"30m(0.4%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",51,43.1,-75.10,-1.47,98.2,0.98,-0.01,24.90
43,15.10,cascade,both,0.9,0.4,80,"30m(0.4%,L2,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",77,42.9,-92.04,-1.20,99.9,0.98,-0.00,7.96
44,15.08,cascade,both,0.9,0.4,80,"30m(0.1%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",52,44.2,-47.64,-0.92,98.3,0.94,-0.02,52.36
45,15.08,cascade,both,0.9,0.4,80,"30m(0.4%,L1,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",34,44.1,-69.87,-2.06,91.8,0.94,-0.03,30.13
46,15.04,cascade,both,0.9,0.4,80,"30m(0.6%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.6%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",68,42.6,-93.49,-1.37,99.9,0.98,-0.01,6.51
47,14.98,cascade,both,0.9,0.4,80,"30m(0.1%,L3,B4,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",31,45.2,-56.70,-1.83,95.0,0.89,-0.04,43.30
48,14.97,cascade,both,0.9,0.4,80,"30m(0.7%,L3,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.7%, lookback=3, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",36,44.4,-71.21,-1.98,95.0,0.91,-0.04,28.79
49,14.94,cascade,both,0.9,0.4,80,"30m(0.3%,L5,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.3%, lookback=5, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",28,42.9,-24.51,-0.88,77.3,0.96,-0.02,75.49
50,14.85,cascade,both,0.9,0.4,80,"30m(0.7%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",64,42.2,-94.38,-1.47,99.8,0.96,-0.01,5.62
51,14.82,cascade,both,0.9,0.4,80,"30m(0.6%,L5,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.6%, lookback=5, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",31,41.9,-49.55,-1.60,91.5,0.97,-0.01,50.45
52,14.80,cascade,both,0.9,0.4,80,"30m(0.5%,L3,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.5%, lookback=3, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",26,42.3,-80.48,-3.10,97.3,0.95,-0.02,19.52
53,14.80,cascade,both,0.9,0.4,80,"30m(0.2%,L1,B4,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=1, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",24,41.7,-54.73,-2.28,95.1,0.97,-0.01,45.27
54,14.76,cascade,both,0.9,0.4,80,"30m(0.3%,L1,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.3%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",58,41.4,-95.87,-1.65,99.7,0.97,-0.01,4.13
55,14.75,cascade,both,0.9,0.4,80,"30m(0.4%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",43,41.9,-79.02,-1.84,99.5,0.96,-0.01,20.98
56,14.75,cascade,both,0.9,0.4,80,"30m(0.5%,L2,B5,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.5%, lookback=2, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",32,43.8,-70.24,-2.19,91.2,0.90,-0.05,29.76
57,14.69,cascade,both,0.9,0.4,80,"30m(0.6%,L2,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.6%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",56,41.1,-96.89,-1.73,99.9,0.97,-0.01,3.11
58,14.66,cascade,both,0.9,0.4,80,"30m(0.4%,L2,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",43,41.9,-61.72,-1.44,94.7,0.94,-0.02,38.28
59,14.62,cascade,both,0.9,0.4,80,"30m(0.2%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",49,42.9,-79.78,-1.63,99.6,0.91,-0.02,20.22
60,14.61,cascade,both,0.9,0.4,80,"30m(0.4%,L1,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",43,41.9,-94.66,-2.20,99.3,0.94,-0.02,5.34
61,14.61,cascade,both,0.9,0.4,80,"30m(0.4%,L5,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=5, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",92,41.3,-98.48,-1.07,100.0,0.95,-0.01,1.52
62,14.53,cascade,both,0.9,0.4,80,"30m(0.2%,L1,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",72,40.3,-98.62,-1.37,99.9,0.97,-0.01,1.38
63,14.53,cascade,both,0.9,0.4,80,"30m(0.6%,L5,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.6%, lookback=5, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",43,41.9,-69.43,-1.61,97.8,0.92,-0.03,30.57
64,14.52,cascade,both,0.9,0.4,80,"30m(0.5%,L2,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.5%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",64,40.6,-98.07,-1.53,99.9,0.96,-0.01,1.93
65,14.47,cascade,both,0.9,0.4,80,"30m(0.4%,L4,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",92,40.2,-99.47,-1.08,100.0,0.96,-0.01,0.53
66,14.44,cascade,both,0.9,0.4,80,"30m(0.5%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.5%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",78,39.7,-99.33,-1.27,100.0,0.97,-0.01,0.67
67,14.35,cascade,both,0.9,0.4,80,"30m(0.4%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.4%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",41,39.0,-93.63,-2.28,99.9,0.98,-0.01,6.37
68,14.34,cascade,both,0.9,0.4,80,"30m(0.5%,L3,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.5%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",45,40.0,-94.03,-2.09,99.6,0.95,-0.02,5.97
69,14.32,cascade,both,0.9,0.4,80,"30m(0.5%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.5%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",43,39.5,-97.53,-2.27,99.8,0.96,-0.01,2.47
70,14.32,cascade,both,0.9,0.4,80,"30m(0.6%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.6%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",41,41.5,-94.97,-2.32,99.4,0.90,-0.03,5.03
71,14.31,cascade,both,0.9,0.4,80,"30m(0.6%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.6%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",44,43.2,-89.21,-2.03,99.4,0.85,-0.05,10.79
72,14.29,cascade,both,0.9,0.4,80,"30m(0.7%,L5,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.7%, lookback=5, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",44,43.2,-75.88,-1.72,97.8,0.85,-0.05,24.12
73,14.25,cascade,both,0.9,0.4,80,"30m(0.7%,L4,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.7%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",70,41.4,-96.94,-1.38,99.8,0.89,-0.03,3.06
74,14.19,cascade,both,0.9,0.4,80,"30m(0.5%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.5%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",44,40.9,-95.39,-2.17,99.8,0.90,-0.03,4.61
75,14.17,cascade,both,0.9,0.4,80,"30m(0.1%,L1,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",39,41.0,-86.64,-2.22,97.2,0.89,-0.04,13.36
76,14.14,cascade,both,0.9,0.4,80,"30m(0.1%,L5,B4,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=5, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",31,41.9,-39.48,-1.27,92.9,0.86,-0.06,60.52
77,14.08,cascade,both,0.9,0.4,80,"30m(0.3%,L4,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.3%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",95,40.0,-99.58,-1.05,100.0,0.91,-0.02,0.42
78,14.07,cascade,both,0.9,0.4,80,"30m(0.7%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.7%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",39,41.0,-94.80,-2.43,99.2,0.88,-0.04,5.20
79,14.06,cascade,both,0.9,0.4,80,"30m(0.7%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.7%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",43,41.9,-92.91,-2.16,99.3,0.85,-0.05,7.09
80,14.05,cascade,both,0.9,0.4,80,"30m(0.1%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",96,40.6,-99.23,-1.03,100.0,0.89,-0.03,0.77
81,14.05,cascade,both,0.9,0.4,80,"30m(0.1%,L4,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",96,40.6,-99.23,-1.03,100.0,0.89,-0.03,0.77
82,14.01,cascade,both,0.9,0.4,80,"30m(0.6%,L4,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.6%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",79,40.5,-98.89,-1.25,99.9,0.89,-0.03,1.11
83,14.00,cascade,both,0.9,0.4,80,"30m(0.3%,L2,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.3%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",92,39.1,-99.79,-1.08,100.0,0.93,-0.02,0.21
84,13.96,cascade,both,0.9,0.4,80,"30m(0.6%,L1,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.6%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",26,42.3,-93.01,-3.58,96.5,0.82,-0.08,6.99
85,13.96,cascade,both,0.9,0.4,80,"30m(0.5%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.5%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",48,39.6,-96.09,-2.00,99.6,0.91,-0.03,3.91
86,13.93,cascade,both,0.9,0.4,80,"30m(0.1%,L2,B4,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",22,40.9,-75.86,-3.45,90.6,0.86,-0.06,24.14
87,13.92,cascade,both,0.9,0.4,80,"30m(0.1%,L5,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=5, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",95,40.0,-99.61,-1.05,100.0,0.89,-0.03,0.39
88,13.92,cascade,both,0.9,0.4,80,"30m(0.2%,L5,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=5, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",95,40.0,-99.61,-1.05,100.0,0.89,-0.03,0.39
89,13.92,cascade,both,0.9,0.4,80,"30m(0.3%,L5,B1,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.3%, lookback=5, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",95,40.0,-99.61,-1.05,100.0,0.89,-0.03,0.39
