Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,308041.16,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",30,70.0,77002.11,2566.74,90.6,2.66,0.20,77102.11
2,42989.93,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.3%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",30,63.3,10740.94,358.03,90.6,1.91,0.16,10840.94
3,25620.38,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.2%,L1,B3,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=1, minLegBars=3, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",33,57.6,6399.92,193.94,88.7,1.29,0.11,6499.92
4,22970.56,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.2%,L3,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",29,62.1,5736.42,197.81,90.2,1.75,0.16,5836.42
5,17104.37,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.1%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",30,60.0,4269.93,142.33,90.6,1.78,0.15,4369.93
6,17104.37,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.2%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",30,60.0,4269.93,142.33,90.6,1.78,0.15,4369.93
7,16085.87,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.4%,L3,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",28,60.7,4014.50,143.37,92.8,2.21,0.20,4114.50
8,14133.40,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.5%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.5%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",28,60.7,3525.90,125.93,97.4,2.50,0.20,3625.90
9,12951.93,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.3%,L3,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",28,60.7,3231.88,115.42,90.2,1.72,0.16,3331.88
10,9635.61,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.2%,L1,B5,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=1, minLegBars=5, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",22,59.1,2402.72,109.21,43.7,1.61,0.19,2502.72
11,9425.89,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.2%,L1,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=1, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",33,54.5,2351.03,71.24,92.8,1.53,0.13,2451.03
