Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
38,12.08,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L2,B1,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",16,43.8,-60.85,-3.80,98.5,0.50,-0.25,39.15
39,12.01,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.1%,L4,B2,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",10,40.0,-48.31,-4.83,92.7,0.60,-0.23,51.69
40,12.01,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.2%,L4,B2,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.2%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",10,40.0,-48.31,-4.83,92.7,0.60,-0.23,51.69
41,12.01,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.3%,L4,B2,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.3%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",10,40.0,-48.31,-4.83,92.7,0.60,-0.23,51.69
42,12.01,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.4%,L4,B2,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.4%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",10,40.0,-48.31,-4.83,92.7,0.60,-0.23,51.69
43,12.01,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.5%,L4,B2,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.5%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",10,40.0,-48.31,-4.83,92.7,0.60,-0.23,51.69
44,12.01,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L4,B2,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",10,40.0,-48.31,-4.83,92.7,0.60,-0.23,51.69
45,12.01,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.7%,L4,B2,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",10,40.0,-48.31,-4.83,92.7,0.60,-0.23,51.69
46,11.56,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.2%,L1,B3,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.2%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",5,40.0,-38.46,-7.69,82.5,0.53,-0.30,61.54
47,11.35,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.1%,L4,B5,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",5,40.0,-51.46,-10.29,77.1,0.50,-0.31,48.54
48,11.35,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.2%,L4,B5,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.2%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",5,40.0,-51.46,-10.29,77.1,0.50,-0.31,48.54
49,11.35,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.3%,L4,B5,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.3%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",5,40.0,-51.46,-10.29,77.1,0.50,-0.31,48.54
50,11.35,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.4%,L4,B5,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.4%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",5,40.0,-51.46,-10.29,77.1,0.50,-0.31,48.54
51,11.35,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.5%,L4,B5,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.5%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",5,40.0,-51.46,-10.29,77.1,0.50,-0.31,48.54
52,11.33,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.4%,L1,B1,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.4%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",15,40.0,-60.59,-4.04,97.2,0.50,-0.27,39.41
53,11.23,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.3%,L1,B5,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.3%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",5,40.0,-42.57,-8.51,82.6,0.48,-0.33,57.43
54,11.11,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.1%,L3,B3,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",8,37.5,-55.34,-6.92,79.7,0.54,-0.30,44.66
55,11.11,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.2%,L3,B3,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",8,37.5,-55.34,-6.92,79.7,0.54,-0.30,44.66
56,11.11,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.3%,L3,B3,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.3%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",8,37.5,-55.34,-6.92,79.7,0.54,-0.30,44.66
57,10.95,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.4%,L2,B4,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.4%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",6,33.3,-37.72,-6.29,71.6,0.64,-0.21,62.28
58,10.95,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.4%,L2,B2,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.4%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",13,38.5,-61.63,-4.74,95.1,0.49,-0.29,38.37
59,10.89,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.1%,L1,B1,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",17,41.2,-70.13,-4.13,98.8,0.40,-0.32,29.87
60,10.63,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.2%,L1,B4,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.2%, lookback=1, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",5,40.0,-51.60,-10.32,85.2,0.39,-0.39,48.40
61,10.35,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.2%,L2,B4,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.2%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",8,37.5,-63.23,-7.90,90.5,0.43,-0.38,36.77
62,9.88,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L3,B1,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",15,40.0,-79.68,-5.31,98.5,0.28,-0.42,20.32
63,9.80,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.4%,L2,B3,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.4%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",8,37.5,-61.21,-7.65,93.5,0.35,-0.47,38.79
64,9.72,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L4,B5,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",6,33.3,-55.95,-9.33,79.2,0.46,-0.37,44.05
65,9.72,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.7%,L4,B5,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",6,33.3,-55.95,-9.33,79.2,0.46,-0.37,44.05
66,9.69,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.7%,L3,B4,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",3,33.3,-35.00,-11.67,64.0,0.45,-0.40,65.00
67,9.65,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L3,B3,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",6,33.3,-63.45,-10.57,69.9,0.45,-0.40,36.55
68,9.41,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.1%,L2,B1,OF)+1h(0.1%,L2,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",18,38.9,-82.72,-4.60,99.3,0.24,-0.43,17.28
