Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,4838.88,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",16,62.5,1202.20,75.14,70.7,2.38,0.34,1302.20
2,4573.46,cascade,both,0.9,0.4,80,"4h(0.1%,L1,B2,OF)+1h(0.1%,L2,B4,OF)","4h: swing=0.1%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",12,66.7,1136.77,94.73,61.7,1.77,0.25,1236.77
3,3397.35,cascade,both,0.9,0.4,80,"4h(0.2%,L1,B2,OF)+1h(0.1%,L2,B4,OF)","4h: swing=0.2%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",12,66.7,842.83,70.24,61.7,1.72,0.24,942.83
4,2995.11,cascade,both,0.9,0.4,80,"4h(0.1%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","4h: swing=0.1%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",17,58.8,742.64,43.68,70.7,1.74,0.23,842.64
5,2995.11,cascade,both,0.9,0.4,80,"4h(0.2%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","4h: swing=0.2%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",17,58.8,742.64,43.68,70.7,1.74,0.23,842.64
6,2995.11,cascade,both,0.9,0.4,80,"4h(0.3%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","4h: swing=0.3%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",17,58.8,742.64,43.68,70.7,1.74,0.23,842.64
7,2995.11,cascade,both,0.9,0.4,80,"4h(0.4%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","4h: swing=0.4%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",17,58.8,742.64,43.68,70.7,1.74,0.23,842.64
8,2995.11,cascade,both,0.9,0.4,80,"4h(0.5%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","4h: swing=0.5%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",17,58.8,742.64,43.68,70.7,1.74,0.23,842.64
9,2995.11,cascade,both,0.9,0.4,80,"4h(0.6%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","4h: swing=0.6%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",17,58.8,742.64,43.68,70.7,1.74,0.23,842.64
10,2965.62,cascade,both,0.9,0.4,80,"4h(0.7%,L1,B4,OF)+1h(0.1%,L2,B4,OF)","4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",7,71.4,732.14,104.59,55.7,3.35,0.55,832.14
