Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,10.71,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B4,OF)","4h: swing=0.1%, lookback=4, minLegBars=4, opposite=false",16,31.3,-93.51,-5.84,96.6,0.67,-0.14,6.49
2,10.71,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B4,OF)","4h: swing=0.2%, lookback=4, minLegBars=4, opposite=false",16,31.3,-93.51,-5.84,96.6,0.67,-0.14,6.49
3,10.71,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B4,OF)","4h: swing=0.3%, lookback=4, minLegBars=4, opposite=false",16,31.3,-93.51,-5.84,96.6,0.67,-0.14,6.49
4,10.71,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",16,31.3,-93.51,-5.84,96.6,0.67,-0.14,6.49
5,10.71,cascade,both,0.9,0.4,80,"4h(0.5%,L4,B4,OF)","4h: swing=0.5%, lookback=4, minLegBars=4, opposite=false",16,31.3,-93.51,-5.84,96.6,0.67,-0.14,6.49
6,10.56,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B5,OF)","4h: swing=0.1%, lookback=4, minLegBars=5, opposite=false",14,28.6,-89.81,-6.41,97.7,0.73,-0.13,10.19
7,10.56,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B5,OF)","4h: swing=0.2%, lookback=4, minLegBars=5, opposite=false",14,28.6,-89.81,-6.41,97.7,0.73,-0.13,10.19
8,10.56,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B5,OF)","4h: swing=0.3%, lookback=4, minLegBars=5, opposite=false",14,28.6,-89.81,-6.41,97.7,0.73,-0.13,10.19
9,10.56,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B5,OF)","4h: swing=0.4%, lookback=4, minLegBars=5, opposite=false",14,28.6,-89.81,-6.41,97.7,0.73,-0.13,10.19
10,10.56,cascade,both,0.9,0.4,80,"4h(0.5%,L4,B5,OF)","4h: swing=0.5%, lookback=4, minLegBars=5, opposite=false",14,28.6,-89.81,-6.41,97.7,0.73,-0.13,10.19
11,10.42,cascade,both,0.9,0.4,80,"4h(0.5%,L2,B4,OF)","4h: swing=0.5%, lookback=2, minLegBars=4, opposite=false",19,31.6,-95.23,-5.01,97.5,0.62,-0.16,4.77
12,10.30,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B3,OF)","4h: swing=0.1%, lookback=4, minLegBars=3, opposite=false",21,28.6,-95.79,-4.56,98.7,0.69,-0.14,4.21
13,10.30,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B3,OF)","4h: swing=0.2%, lookback=4, minLegBars=3, opposite=false",21,28.6,-95.79,-4.56,98.7,0.69,-0.14,4.21
14,10.30,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B3,OF)","4h: swing=0.3%, lookback=4, minLegBars=3, opposite=false",21,28.6,-95.79,-4.56,98.7,0.69,-0.14,4.21
15,10.30,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B3,OF)","4h: swing=0.4%, lookback=4, minLegBars=3, opposite=false",21,28.6,-95.79,-4.56,98.7,0.69,-0.14,4.21
16,10.30,cascade,both,0.9,0.4,80,"4h(0.5%,L4,B3,OF)","4h: swing=0.5%, lookback=4, minLegBars=3, opposite=false",21,28.6,-95.79,-4.56,98.7,0.69,-0.14,4.21
17,9.33,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B2,OF)","4h: swing=0.1%, lookback=4, minLegBars=2, opposite=false",27,29.6,-98.85,-3.66,99.7,0.51,-0.16,1.15
18,9.33,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B2,OF)","4h: swing=0.2%, lookback=4, minLegBars=2, opposite=false",27,29.6,-98.85,-3.66,99.7,0.51,-0.16,1.15
19,9.33,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B2,OF)","4h: swing=0.3%, lookback=4, minLegBars=2, opposite=false",27,29.6,-98.85,-3.66,99.7,0.51,-0.16,1.15
20,9.33,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B2,OF)","4h: swing=0.4%, lookback=4, minLegBars=2, opposite=false",27,29.6,-98.85,-3.66,99.7,0.51,-0.16,1.15
21,9.33,cascade,both,0.9,0.4,80,"4h(0.5%,L4,B2,OF)","4h: swing=0.5%, lookback=4, minLegBars=2, opposite=false",27,29.6,-98.85,-3.66,99.7,0.51,-0.16,1.15
22,9.08,cascade,both,0.9,0.4,80,"4h(0.4%,L1,B3,OF)","4h: swing=0.4%, lookback=1, minLegBars=3, opposite=false",23,26.1,-99.40,-4.32,99.8,0.58,-0.14,0.60
23,8.88,cascade,both,0.9,0.4,80,"4h(0.1%,L3,B4,OF)","4h: swing=0.1%, lookback=3, minLegBars=4, opposite=false",18,27.8,-97.88,-5.44,99.3,0.50,-0.18,2.12
24,8.88,cascade,both,0.9,0.4,80,"4h(0.2%,L3,B4,OF)","4h: swing=0.2%, lookback=3, minLegBars=4, opposite=false",18,27.8,-97.88,-5.44,99.3,0.50,-0.18,2.12
25,8.88,cascade,both,0.9,0.4,80,"4h(0.3%,L3,B4,OF)","4h: swing=0.3%, lookback=3, minLegBars=4, opposite=false",18,27.8,-97.88,-5.44,99.3,0.50,-0.18,2.12
26,8.88,cascade,both,0.9,0.4,80,"4h(0.4%,L3,B4,OF)","4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",18,27.8,-97.88,-5.44,99.3,0.50,-0.18,2.12
27,8.88,cascade,both,0.9,0.4,80,"4h(0.5%,L3,B4,OF)","4h: swing=0.5%, lookback=3, minLegBars=4, opposite=false",18,27.8,-97.88,-5.44,99.3,0.50,-0.18,2.12
28,8.47,cascade,both,0.9,0.4,80,"4h(0.5%,L2,B1,OF)","4h: swing=0.5%, lookback=2, minLegBars=1, opposite=false",55,27.3,-99.99,-1.82,100.0,0.45,-0.12,0.01
29,8.29,cascade,both,0.9,0.4,80,"4h(0.1%,L3,B3,OF)","4h: swing=0.1%, lookback=3, minLegBars=3, opposite=false",23,26.1,-97.70,-4.25,99.4,0.46,-0.18,2.30
