Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,20905.00,cascade,both,0.9,0.4,80,"2m(0.2%,L3,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",7,100.0,5212.53,744.65,0.0,999.00,0.97,5312.53
2,20905.00,cascade,both,0.9,0.4,80,"2m(0.2%,L4,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",7,100.0,5212.53,744.65,0.0,999.00,0.97,5312.53
3,20905.00,cascade,both,0.9,0.4,80,"2m(0.2%,L4,B4,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=4, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",7,100.0,5212.53,744.65,0.0,999.00,0.97,5312.53
4,13694.01,cascade,both,0.9,0.4,80,"2m(0.2%,L3,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",8,87.5,3412.27,426.53,33.9,58.38,0.84,3512.27
5,13694.01,cascade,both,0.9,0.4,80,"2m(0.2%,L4,B5,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",8,87.5,3412.27,426.53,33.9,58.38,0.84,3512.27
6,13694.01,cascade,both,0.9,0.4,80,"2m(0.2%,L5,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=5, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",8,87.5,3412.27,426.53,33.9,58.38,0.84,3512.27
7,11791.28,cascade,both,0.9,0.4,80,"2m(0.2%,L5,B4,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=5, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",6,100.0,2933.94,488.99,0.0,999.00,1.11,3033.94
8,11716.77,cascade,both,0.9,0.4,80,"2m(0.2%,L2,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",8,87.5,2918.46,364.81,43.2,13.43,0.81,3018.46
9,11716.77,cascade,both,0.9,0.4,80,"2m(0.2%,L2,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",8,87.5,2918.46,364.81,43.2,13.43,0.81,3018.46
10,11716.77,cascade,both,0.9,0.4,80,"2m(0.2%,L2,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",8,87.5,2918.46,364.81,43.2,13.43,0.81,3018.46
11,11716.77,cascade,both,0.9,0.4,80,"2m(0.2%,L2,B4,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",8,87.5,2918.46,364.81,43.2,13.43,0.81,3018.46
12,8984.94,cascade,both,0.9,0.4,80,"2m(0.2%,L4,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",9,77.8,2235.62,248.40,33.9,13.43,0.73,2335.62
13,8984.94,cascade,both,0.9,0.4,80,"2m(0.2%,L4,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",9,77.8,2235.62,248.40,33.9,13.43,0.73,2335.62
14,8984.94,cascade,both,0.9,0.4,80,"2m(0.2%,L5,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","2m: swing=0.2%, lookback=5, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",9,77.8,2235.62,248.40,33.9,13.43,0.73,2335.62
