Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,855.07,cascade,both,0.9,0.4,80,"30m(0.1%,L1,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=1, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",2,100.0,198.77,99.38,0.0,999.00,3.69,298.77
2,855.07,cascade,both,0.9,0.4,80,"30m(0.1%,L2,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",2,100.0,198.77,99.38,0.0,999.00,3.69,298.77
3,431.22,cascade,both,0.9,0.4,80,"30m(0.1%,L1,B3,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=1, minLegBars=3, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",3,66.7,97.83,32.61,33.8,3.90,0.66,197.83
4,431.22,cascade,both,0.9,0.4,80,"30m(0.1%,L2,B3,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=2, minLegBars=3, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",3,66.7,97.83,32.61,33.8,3.90,0.66,197.83
5,431.22,cascade,both,0.9,0.4,80,"30m(0.1%,L3,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=3, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",3,66.7,97.83,32.61,33.8,3.90,0.66,197.83
6,431.22,cascade,both,0.9,0.4,80,"30m(0.1%,L4,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=4, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",3,66.7,97.83,32.61,33.8,3.90,0.66,197.83
7,342.86,cascade,both,0.9,0.4,80,"30m(0.1%,L1,B5,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=1, minLegBars=5, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",1,100.0,73.21,73.21,0.0,999.00,0.00,173.21
8,342.86,cascade,both,0.9,0.4,80,"30m(0.1%,L2,B5,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=2, minLegBars=5, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",1,100.0,73.21,73.21,0.0,999.00,0.00,173.21
9,339.94,cascade,both,0.9,0.4,80,"30m(0.1%,L5,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=5, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",1,100.0,72.48,72.48,0.0,999.00,0.00,172.48
10,339.94,cascade,both,0.9,0.4,80,"30m(0.2%,L1,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=1, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",1,100.0,72.48,72.48,0.0,999.00,0.00,172.48
11,339.94,cascade,both,0.9,0.4,80,"30m(0.2%,L2,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=2, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",1,100.0,72.48,72.48,0.0,999.00,0.00,172.48
12,339.94,cascade,both,0.9,0.4,80,"30m(0.2%,L3,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=3, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",1,100.0,72.48,72.48,0.0,999.00,0.00,172.48
13,339.94,cascade,both,0.9,0.4,80,"30m(0.2%,L5,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=5, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",1,100.0,72.48,72.48,0.0,999.00,0.00,172.48
14,339.94,cascade,both,0.9,0.4,80,"30m(0.3%,L3,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=3, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",1,100.0,72.48,72.48,0.0,999.00,0.00,172.48
15,339.94,cascade,both,0.9,0.4,80,"30m(0.3%,L5,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=5, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",1,100.0,72.48,72.48,0.0,999.00,0.00,172.48
16,339.94,cascade,both,0.9,0.4,80,"30m(0.4%,L5,B4,OF)+4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.4%, lookback=5, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",1,100.0,72.48,72.48,0.0,999.00,0.00,172.48
