Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,2827.11,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.1%,L4,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=4, minLegBars=1, opposite=false",5,80.0,696.86,139.37,33.5,2.73,0.44,796.86
2,2827.11,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.2%,L4,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.2%, lookback=4, minLegBars=1, opposite=false",5,80.0,696.86,139.37,33.5,2.73,0.44,796.86
3,2827.11,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.3%,L4,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.3%, lookback=4, minLegBars=1, opposite=false",5,80.0,696.86,139.37,33.5,2.73,0.44,796.86
4,2827.11,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.4%,L4,B1,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=1, opposite=false",5,80.0,696.86,139.37,33.5,2.73,0.44,796.86
5,2312.40,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.7%,L1,B3,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.7%, lookback=1, minLegBars=3, opposite=false",3,100.0,563.19,187.73,0.0,999.00,1.93,663.19
6,2312.40,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.7%,L1,B4,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",3,100.0,563.19,187.73,0.0,999.00,1.93,663.19
7,2312.40,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.7%,L1,B5,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.7%, lookback=1, minLegBars=5, opposite=false",3,100.0,563.19,187.73,0.0,999.00,1.93,663.19
8,2248.97,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.2%,L2,B3,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.2%, lookback=2, minLegBars=3, opposite=false",3,100.0,547.33,182.44,0.0,999.00,1.93,647.33
9,2248.97,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.3%,L2,B3,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.3%, lookback=2, minLegBars=3, opposite=false",3,100.0,547.33,182.44,0.0,999.00,1.93,647.33
10,2248.97,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.4%,L2,B3,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=3, opposite=false",3,100.0,547.33,182.44,0.0,999.00,1.93,647.33
