Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
24,9.96,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L5,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=5, minLegBars=4, opposite=false",25,36.0,-88.76,-3.55,97.1,0.41,-0.30,11.24
25,9.96,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L5,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=5, minLegBars=4, opposite=false",25,36.0,-88.76,-3.55,97.1,0.41,-0.30,11.24
26,9.52,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.6%,L3,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.6%, lookback=3, minLegBars=3, opposite=false",20,30.0,-95.99,-4.80,98.4,0.53,-0.22,4.01
27,9.51,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.1%,L5,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=5, minLegBars=5, opposite=false",21,28.6,-97.50,-4.64,97.6,0.57,-0.22,2.50
28,9.51,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L5,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=5, minLegBars=5, opposite=false",21,28.6,-97.50,-4.64,97.6,0.57,-0.22,2.50
29,9.51,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L5,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=5, minLegBars=5, opposite=false",21,28.6,-97.50,-4.64,97.6,0.57,-0.22,2.50
30,9.45,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.5%,L4,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.5%, lookback=4, minLegBars=3, opposite=false",23,30.4,-97.64,-4.25,98.7,0.50,-0.22,2.36
31,9.41,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L2,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=2, minLegBars=4, opposite=false",17,29.4,-92.91,-5.47,98.9,0.53,-0.19,7.09
32,9.37,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.5%,L3,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.5%, lookback=3, minLegBars=4, opposite=false",17,35.3,-80.31,-4.72,96.4,0.35,-0.37,19.69
33,9.15,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.4%,L5,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=5, minLegBars=5, opposite=false",22,27.3,-98.54,-4.48,98.6,0.55,-0.22,1.46
34,9.11,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L3,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=3, minLegBars=3, opposite=false",28,28.6,-98.88,-3.53,99.3,0.51,-0.23,1.12
35,8.90,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.5%,L5,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.5%, lookback=5, minLegBars=3, opposite=false",28,28.6,-99.25,-3.54,99.6,0.48,-0.22,0.75
36,8.75,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.6%,L5,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.6%, lookback=5, minLegBars=5, opposite=false",22,22.7,-99.31,-4.51,99.5,0.63,-0.17,0.69
37,8.73,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.4%,L4,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=3, opposite=false",24,29.2,-98.74,-4.11,99.3,0.43,-0.24,1.26
38,8.70,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L3,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=3, minLegBars=3, opposite=false",30,26.7,-99.54,-3.32,99.7,0.51,-0.23,0.46
39,8.70,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L2,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=2, minLegBars=2, opposite=false",39,28.2,-99.87,-2.56,99.9,0.46,-0.19,0.13
40,8.66,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.4%,L3,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",17,35.3,-79.99,-4.71,98.1,0.24,-0.40,20.01
41,8.62,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.7%,L3,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.7%, lookback=3, minLegBars=3, opposite=false",18,27.8,-97.05,-5.39,98.4,0.46,-0.28,2.95
42,8.60,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L3,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=3, minLegBars=5, opposite=false",19,26.3,-97.25,-5.12,97.8,0.50,-0.24,2.75
43,8.42,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=3, opposite=false",30,30.0,-99.02,-3.30,99.0,0.36,-0.30,0.98
44,8.30,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.4%,L5,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=5, minLegBars=3, opposite=false",29,27.6,-99.59,-3.43,99.8,0.42,-0.23,0.41
45,8.26,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.1%,L3,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=3, minLegBars=5, opposite=false",20,25.0,-98.25,-4.91,98.6,0.49,-0.23,1.75
46,7.99,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L3,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=3, minLegBars=5, opposite=false",20,25.0,-98.45,-4.92,98.8,0.45,-0.24,1.55
47,7.76,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.5%,L4,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.5%, lookback=4, minLegBars=5, opposite=false",22,22.7,-99.16,-4.51,99.2,0.48,-0.24,0.84
48,7.73,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L2,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=2, minLegBars=5, opposite=false",19,21.1,-98.95,-5.21,99.1,0.53,-0.23,1.05
49,7.61,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.6%,L2,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.6%, lookback=2, minLegBars=3, opposite=false",18,27.8,-96.67,-5.37,98.1,0.31,-0.38,3.33
50,7.40,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.1%,L3,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=3, minLegBars=2, opposite=false",45,28.9,-99.92,-2.22,100.0,0.24,-0.28,0.08
51,7.40,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L4,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=4, minLegBars=5, opposite=false",22,22.7,-99.34,-4.52,99.4,0.43,-0.26,0.66
52,7.40,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.1%,L4,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=4, minLegBars=5, opposite=false",22,22.7,-99.36,-4.52,99.4,0.43,-0.26,0.64
53,7.40,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L4,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=4, minLegBars=5, opposite=false",22,22.7,-99.36,-4.52,99.4,0.43,-0.26,0.64
54,7.35,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.1%,L5,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=5, minLegBars=3, opposite=false",30,26.7,-99.75,-3.32,99.9,0.30,-0.29,0.25
55,7.35,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L5,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=5, minLegBars=3, opposite=false",30,26.7,-99.75,-3.32,99.9,0.30,-0.29,0.25
56,7.35,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L5,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=5, minLegBars=3, opposite=false",30,26.7,-99.75,-3.32,99.9,0.30,-0.29,0.25
57,7.30,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.4%,L3,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=3, minLegBars=3, opposite=false",24,25.0,-99.39,-4.14,99.7,0.34,-0.30,0.61
58,7.29,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.5%,L3,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.5%, lookback=3, minLegBars=3, opposite=false",20,25.0,-98.26,-4.91,99.1,0.34,-0.33,1.74
59,7.26,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.1%,L4,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=4, minLegBars=3, opposite=false",27,25.9,-99.66,-3.69,99.8,0.31,-0.30,0.34
60,7.26,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L4,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=4, minLegBars=3, opposite=false",27,25.9,-99.66,-3.69,99.8,0.31,-0.30,0.34
61,7.26,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L4,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=4, minLegBars=3, opposite=false",27,25.9,-99.66,-3.69,99.8,0.31,-0.30,0.34
62,7.24,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.7%,L5,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.7%, lookback=5, minLegBars=5, opposite=false",21,19.0,-99.60,-4.74,99.6,0.51,-0.23,0.40
63,7.17,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.7%,L5,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.7%, lookback=5, minLegBars=2, opposite=false",36,27.8,-99.72,-2.77,99.9,0.24,-0.31,0.28
64,7.05,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.7%,L4,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.7%, lookback=4, minLegBars=5, opposite=false",22,18.2,-99.74,-4.53,99.7,0.51,-0.22,0.26
65,7.02,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.5%,L3,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.5%, lookback=3, minLegBars=5, opposite=false",16,25.0,-95.76,-5.98,95.8,0.30,-0.43,4.24
66,6.95,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.4%,L4,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=5, opposite=false",24,20.8,-99.71,-4.15,99.7,0.42,-0.25,0.29
67,6.90,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.7%,L3,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.7%, lookback=3, minLegBars=4, opposite=false",21,23.8,-98.69,-4.70,99.0,0.32,-0.36,1.31
68,6.89,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L2,B3,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=2, minLegBars=3, opposite=false",28,21.4,-99.90,-3.57,99.9,0.39,-0.22,0.10
69,6.78,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.6%,L3,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.6%, lookback=3, minLegBars=4, opposite=false",21,28.6,-97.00,-4.62,98.7,0.16,-0.44,3.00
70,6.76,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.6%,L5,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.6%, lookback=5, minLegBars=2, opposite=false",37,27.0,-99.82,-2.70,99.9,0.20,-0.32,0.18
71,6.75,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L3,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=3, minLegBars=2, opposite=false",43,27.9,-99.94,-2.32,100.0,0.18,-0.29,0.06
72,6.71,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.7%,L4,B1,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.7%, lookback=4, minLegBars=1, opposite=false",56,26.8,-100.00,-1.79,100.0,0.20,-0.26,0.00
73,6.62,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L3,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=3, minLegBars=2, opposite=false",43,27.9,-99.94,-2.32,100.0,0.16,-0.30,0.06
74,6.62,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.1%,L5,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=5, minLegBars=2, opposite=false",35,25.7,-99.85,-2.85,100.0,0.22,-0.30,0.15
75,6.62,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L5,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=5, minLegBars=2, opposite=false",35,25.7,-99.85,-2.85,100.0,0.22,-0.30,0.15
76,6.62,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L5,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=5, minLegBars=2, opposite=false",35,25.7,-99.85,-2.85,100.0,0.22,-0.30,0.15
77,6.59,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L1,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=1, minLegBars=5, opposite=false",15,26.7,-94.60,-6.31,95.2,0.19,-0.51,5.40
78,6.50,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.6%,L4,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.6%, lookback=4, minLegBars=5, opposite=false",24,16.7,-99.90,-4.16,99.9,0.47,-0.23,0.10
79,6.48,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.7%,L5,B1,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.7%, lookback=5, minLegBars=1, opposite=false",61,27.9,-100.00,-1.64,100.0,0.14,-0.25,0.00
80,6.48,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L2,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=2, minLegBars=2, opposite=false",31,19.4,-99.98,-3.23,100.0,0.39,-0.22,0.02
81,6.42,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L1,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=1, minLegBars=4, opposite=false",24,29.2,-98.08,-4.09,99.3,0.09,-0.49,1.92
82,6.32,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.2%,L2,B1,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.2%, lookback=2, minLegBars=1, opposite=false",60,26.7,-100.00,-1.67,100.0,0.15,-0.25,0.00
83,6.32,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.7%,L4,B2,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.7%, lookback=4, minLegBars=2, opposite=false",34,23.5,-99.91,-2.94,99.9,0.24,-0.32,0.09
84,6.30,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.1%,L2,B1,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",64,28.1,-100.00,-1.56,100.0,0.10,-0.25,0.00
85,6.27,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.6%,L5,B1,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.6%, lookback=5, minLegBars=1, opposite=false",62,27.4,-100.00,-1.61,100.0,0.12,-0.25,0.00
86,6.25,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.4%,L3,B5,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=3, minLegBars=5, opposite=false",19,26.3,-97.95,-5.16,98.6,0.15,-0.45,2.05
87,6.24,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.3%,L3,B1,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.3%, lookback=3, minLegBars=1, opposite=false",62,27.4,-100.00,-1.61,100.0,0.11,-0.25,0.00
88,6.21,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B1,OF)+1h(0.6%,L1,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.6%, lookback=1, minLegBars=4, opposite=false",12,25.0,-92.39,-7.70,93.2,0.18,-0.57,7.61
