Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,13.87,cascade,both,0.9,0.4,80,"1h(0.4%,L3,B4,OF)","1h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",155,38.7,-100.00,-0.65,100.0,0.92,-0.02,0.00
2,13.77,cascade,both,0.9,0.4,80,"1h(0.2%,L3,B4,OF)","1h: swing=0.2%, lookback=3, minLegBars=4, opposite=false",155,36.8,-100.00,-0.65,100.0,0.96,-0.01,0.00
3,13.75,cascade,both,0.9,0.4,80,"1h(0.2%,L1,B3,OF)","1h: swing=0.2%, lookback=1, minLegBars=3, opposite=false",210,36.2,-100.00,-0.48,100.0,0.98,-0.00,0.00
4,13.75,cascade,both,0.9,0.4,80,"1h(0.5%,L3,B4,OF)","1h: swing=0.5%, lookback=3, minLegBars=4, opposite=false",152,38.2,-100.00,-0.66,100.0,0.92,-0.02,0.00
5,13.42,cascade,both,0.9,0.4,80,"1h(0.3%,L3,B4,OF)","1h: swing=0.3%, lookback=3, minLegBars=4, opposite=false",153,35.9,-100.00,-0.65,100.0,0.93,-0.02,0.00
6,13.35,cascade,both,0.9,0.4,80,"1h(0.1%,L3,B4,OF)","1h: swing=0.1%, lookback=3, minLegBars=4, opposite=false",155,36.1,-100.00,-0.65,100.0,0.92,-0.02,0.00
7,13.14,cascade,both,0.9,0.4,80,"1h(0.6%,L3,B4,OF)","1h: swing=0.6%, lookback=3, minLegBars=4, opposite=false",149,37.6,-100.00,-0.67,100.0,0.84,-0.04,0.00
8,13.13,cascade,both,0.9,0.4,80,"1h(0.6%,L4,B4,OF)","1h: swing=0.6%, lookback=4, minLegBars=4, opposite=false",147,37.4,-100.00,-0.68,100.0,0.85,-0.04,0.00
9,12.39,cascade,both,0.9,0.4,80,"1h(0.1%,L1,B1,OF)","1h: swing=0.1%, lookback=1, minLegBars=1, opposite=false",453,32.9,-100.00,-0.22,100.0,0.87,-0.01,0.00
10,12.30,cascade,both,0.9,0.4,80,"1h(0.4%,L1,B2,OF)","1h: swing=0.4%, lookback=1, minLegBars=2, opposite=false",235,32.8,-100.00,-0.43,100.0,0.86,-0.03,0.00
11,12.23,cascade,both,0.9,0.4,80,"1h(0.5%,L1,B4,OF)","1h: swing=0.5%, lookback=1, minLegBars=4, opposite=false",134,35.1,-100.00,-0.75,100.0,0.78,-0.05,0.00
12,12.18,cascade,both,0.9,0.4,80,"1h(0.1%,L1,B3,OF)","1h: swing=0.1%, lookback=1, minLegBars=3, opposite=false",217,32.7,-100.00,-0.46,100.0,0.84,-0.02,0.00
13,12.16,cascade,both,0.9,0.4,80,"1h(0.4%,L2,B4,OF)","1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",155,35.5,-100.00,-0.65,100.0,0.76,-0.05,0.00
14,11.98,cascade,both,0.9,0.4,80,"1h(0.1%,L1,B2,OF)","1h: swing=0.1%, lookback=1, minLegBars=2, opposite=false",297,33.0,-100.00,-0.34,100.0,0.81,-0.02,0.00
15,11.97,cascade,both,0.9,0.4,80,"1h(0.2%,L1,B2,OF)","1h: swing=0.2%, lookback=1, minLegBars=2, opposite=false",284,31.7,-100.00,-0.35,100.0,0.84,-0.02,0.00
16,11.88,cascade,both,0.9,0.4,80,"1h(0.4%,L2,B2,OF)","1h: swing=0.4%, lookback=2, minLegBars=2, opposite=false",255,31.0,-100.00,-0.39,100.0,0.85,-0.02,0.00
17,11.72,cascade,both,0.9,0.4,80,"1h(0.1%,L1,B4,OF)","1h: swing=0.1%, lookback=1, minLegBars=4, opposite=false",166,35.5,-100.00,-0.60,100.0,0.69,-0.04,0.00
18,11.72,cascade,both,0.9,0.4,80,"1h(0.4%,L1,B3,OF)","1h: swing=0.4%, lookback=1, minLegBars=3, opposite=false",179,32.4,-100.00,-0.56,100.0,0.79,-0.04,0.00
19,11.71,cascade,both,0.9,0.4,80,"1h(0.2%,L1,B1,OF)","1h: swing=0.2%, lookback=1, minLegBars=1, opposite=false",426,31.9,-100.00,-0.23,100.0,0.80,-0.02,0.00
20,11.58,cascade,both,0.9,0.4,80,"1h(0.5%,L4,B4,OF)","1h: swing=0.5%, lookback=4, minLegBars=4, opposite=false",150,36.0,-100.00,-0.67,100.0,0.66,-0.10,0.00
21,11.40,cascade,both,0.9,0.4,80,"1h(0.5%,L2,B1,OF)","1h: swing=0.5%, lookback=2, minLegBars=1, opposite=false",351,29.6,-100.00,-0.28,100.0,0.82,-0.02,0.00
22,11.38,cascade,both,0.9,0.4,80,"1h(0.4%,L2,B1,OF)","1h: swing=0.4%, lookback=2, minLegBars=1, opposite=false",381,30.7,-100.00,-0.26,100.0,0.79,-0.02,0.00
23,11.34,cascade,both,0.9,0.4,80,"1h(0.3%,L2,B1,OF)","1h: swing=0.3%, lookback=2, minLegBars=1, opposite=false",397,31.0,-100.00,-0.25,100.0,0.77,-0.02,0.00
24,11.33,cascade,both,0.9,0.4,80,"1h(0.1%,L2,B1,OF)","1h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",410,31.0,-100.00,-0.24,100.0,0.77,-0.02,0.00
25,11.30,cascade,both,0.9,0.4,80,"1h(0.2%,L2,B1,OF)","1h: swing=0.2%, lookback=2, minLegBars=1, opposite=false",406,30.8,-100.00,-0.25,100.0,0.77,-0.02,0.00
26,11.26,cascade,both,0.9,0.4,80,"1h(0.6%,L4,B3,OF)","1h: swing=0.6%, lookback=4, minLegBars=3, opposite=false",178,33.1,-100.00,-0.56,100.0,0.69,-0.06,0.00
27,11.23,cascade,both,0.9,0.4,80,"1h(0.3%,L4,B4,OF)","1h: swing=0.3%, lookback=4, minLegBars=4, opposite=false",150,34.0,-100.00,-0.67,100.0,0.67,-0.10,0.00
28,11.17,cascade,both,0.9,0.4,80,"1h(0.5%,L2,B2,OF)","1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",242,30.2,-100.00,-0.41,100.0,0.77,-0.04,0.00
29,11.16,cascade,both,0.9,0.4,80,"1h(0.1%,L4,B4,OF)","1h: swing=0.1%, lookback=4, minLegBars=4, opposite=false",150,34.0,-100.00,-0.67,100.0,0.65,-0.10,0.00
30,11.16,cascade,both,0.9,0.4,80,"1h(0.2%,L4,B4,OF)","1h: swing=0.2%, lookback=4, minLegBars=4, opposite=false",150,34.0,-100.00,-0.67,100.0,0.65,-0.10,0.00
