Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
2,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
3,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
4,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
5,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
6,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
7,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
8,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
9,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
10,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
11,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
12,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
13,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
14,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
15,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
16,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
17,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
18,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
19,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
20,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
21,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
22,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
23,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
24,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
25,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
26,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
27,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
28,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
29,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
30,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
31,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
32,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
33,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.3%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
34,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.3%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
35,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.3%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
36,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.3%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
37,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.3%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
38,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.3%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
39,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.3%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
40,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)+2h(0.3%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
