Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
25,1052.44,cascade,both,0.9,0.4,80,"4h(0.6%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.6%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,75.0,252.34,63.09,33.5,8.53,0.96,352.34
26,1052.44,cascade,both,0.9,0.4,80,"4h(0.7%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.7%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,75.0,252.34,63.09,33.5,8.53,0.96,352.34
27,1046.35,cascade,both,0.9,0.4,80,"4h(0.1%,L1,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.1%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,75.0,250.84,62.71,33.8,8.42,0.95,350.84
28,1046.35,cascade,both,0.9,0.4,80,"4h(0.1%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.1%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,75.0,250.84,62.71,33.8,8.42,0.95,350.84
29,1046.35,cascade,both,0.9,0.4,80,"4h(0.2%,L1,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.2%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,75.0,250.84,62.71,33.8,8.42,0.95,350.84
30,1046.35,cascade,both,0.9,0.4,80,"4h(0.2%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.2%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,75.0,250.84,62.71,33.8,8.42,0.95,350.84
31,1046.35,cascade,both,0.9,0.4,80,"4h(0.3%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.3%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,75.0,250.84,62.71,33.8,8.42,0.95,350.84
32,893.47,cascade,both,0.9,0.4,80,"4h(0.4%,L1,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",2,100.0,208.37,104.18,0.0,999.00,3.45,308.37
33,772.44,cascade,both,0.9,0.4,80,"4h(0.7%,L1,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.7%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",7,57.1,186.80,26.69,56.4,1.88,0.26,286.80
34,634.19,cascade,both,0.9,0.4,80,"4h(0.3%,L1,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.3%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",5,60.0,149.16,29.83,35.3,3.01,0.52,249.16
35,632.21,cascade,both,0.9,0.4,80,"4h(0.6%,L1,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",5,60.0,149.73,29.95,35.3,2.44,0.42,249.73
36,567.91,cascade,both,0.9,0.4,80,"4h(0.1%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.1%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",5,60.0,133.30,26.66,56.0,3.38,0.54,233.30
37,567.91,cascade,both,0.9,0.4,80,"4h(0.2%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.2%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",5,60.0,133.30,26.66,56.0,3.38,0.54,233.30
38,567.91,cascade,both,0.9,0.4,80,"4h(0.3%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.3%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",5,60.0,133.30,26.66,56.0,3.38,0.54,233.30
39,567.91,cascade,both,0.9,0.4,80,"4h(0.4%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",5,60.0,133.30,26.66,56.0,3.38,0.54,233.30
40,567.91,cascade,both,0.9,0.4,80,"4h(0.5%,L3,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.5%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",5,60.0,133.30,26.66,56.0,3.38,0.54,233.30
41,538.20,cascade,both,0.9,0.4,80,"4h(0.5%,L1,B4,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.5%, lookback=1, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,124.44,41.48,33.5,4.71,0.76,224.44
42,538.00,cascade,both,0.9,0.4,80,"4h(0.6%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.6%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",5,60.0,127.43,25.49,35.3,1.80,0.27,227.43
43,538.00,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",5,60.0,127.43,25.49,35.3,1.80,0.27,227.43
44,531.23,cascade,both,0.9,0.4,80,"4h(0.7%,L1,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.7%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,122.81,40.94,34.2,4.59,0.70,222.81
45,529.02,cascade,both,0.9,0.4,80,"4h(0.6%,L1,B4,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.6%, lookback=1, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,122.20,40.73,34.2,4.58,0.75,222.20
46,529.02,cascade,both,0.9,0.4,80,"4h(0.7%,L1,B4,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,122.20,40.73,34.2,4.58,0.75,222.20
47,474.04,cascade,both,0.9,0.4,80,"4h(0.5%,L1,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.5%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",10,50.0,113.02,11.30,56.4,1.63,0.22,213.02
48,456.55,cascade,both,0.9,0.4,80,"4h(0.6%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.6%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,104.13,34.71,33.5,4.11,0.68,204.13
49,456.55,cascade,both,0.9,0.4,80,"4h(0.7%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.7%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,104.13,34.71,33.5,4.11,0.68,204.13
50,450.17,cascade,both,0.9,0.4,80,"4h(0.5%,L2,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.5%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,102.55,34.18,33.8,4.04,0.68,202.55
51,445.39,cascade,both,0.9,0.4,80,"4h(0.6%,L2,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.6%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,101.38,33.79,34.2,3.97,0.68,201.38
52,445.39,cascade,both,0.9,0.4,80,"4h(0.7%,L2,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.7%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,101.38,33.79,34.2,3.97,0.68,201.38
53,428.38,cascade,both,0.9,0.4,80,"4h(0.1%,L2,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.1%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,99.44,33.15,35.3,1.91,0.32,199.44
54,428.38,cascade,both,0.9,0.4,80,"4h(0.2%,L2,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.2%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,99.44,33.15,35.3,1.91,0.32,199.44
55,428.38,cascade,both,0.9,0.4,80,"4h(0.3%,L2,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.3%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,99.44,33.15,35.3,1.91,0.32,199.44
56,417.27,cascade,both,0.9,0.4,80,"4h(0.5%,L1,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.5%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",3,66.7,95.39,31.80,35.3,2.55,0.48,195.39
57,362.58,cascade,both,0.9,0.4,80,"4h(0.6%,L1,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.6%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,50.0,85.59,10.70,56.4,1.42,0.15,185.59
58,311.04,cascade,both,0.9,0.4,80,"4h(0.1%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.1%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,50.0,72.38,9.05,71.0,1.58,0.20,172.38
59,311.04,cascade,both,0.9,0.4,80,"4h(0.2%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,50.0,72.38,9.05,71.0,1.58,0.20,172.38
60,311.04,cascade,both,0.9,0.4,80,"4h(0.3%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.3%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,50.0,72.38,9.05,71.0,1.58,0.20,172.38
61,311.04,cascade,both,0.9,0.4,80,"4h(0.4%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,50.0,72.38,9.05,71.0,1.58,0.20,172.38
62,311.04,cascade,both,0.9,0.4,80,"4h(0.5%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.5%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,50.0,72.38,9.05,71.0,1.58,0.20,172.38
63,311.04,cascade,both,0.9,0.4,80,"4h(0.6%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.6%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,50.0,72.38,9.05,71.0,1.58,0.20,172.38
64,311.04,cascade,both,0.9,0.4,80,"4h(0.7%,L3,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,50.0,72.38,9.05,71.0,1.58,0.20,172.38
65,162.67,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.1%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,35.16,8.79,56.0,1.63,0.23,135.16
66,162.67,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.2%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,35.16,8.79,56.0,1.63,0.23,135.16
67,162.67,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.3%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,35.16,8.79,56.0,1.63,0.23,135.16
68,162.67,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,35.16,8.79,56.0,1.63,0.23,135.16
69,162.67,cascade,both,0.9,0.4,80,"4h(0.5%,L4,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.5%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,35.16,8.79,56.0,1.63,0.23,135.16
70,160.71,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.1%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,34.69,8.67,56.0,1.62,0.23,134.69
71,160.71,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.2%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,34.69,8.67,56.0,1.62,0.23,134.69
72,160.71,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.3%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,34.69,8.67,56.0,1.62,0.23,134.69
73,160.71,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,34.69,8.67,56.0,1.62,0.23,134.69
74,160.71,cascade,both,0.9,0.4,80,"4h(0.5%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.5%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,34.69,8.67,56.0,1.62,0.23,134.69
75,157.47,cascade,both,0.9,0.4,80,"4h(0.6%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.6%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,33.91,8.48,56.2,1.60,0.22,133.91
76,157.47,cascade,both,0.9,0.4,80,"4h(0.7%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.7%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,33.91,8.48,56.2,1.60,0.22,133.91
77,148.04,cascade,both,0.9,0.4,80,"4h(0.4%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,31.46,7.86,35.3,1.30,0.12,131.46
78,148.04,cascade,both,0.9,0.4,80,"4h(0.5%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.5%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,31.46,7.86,35.3,1.30,0.12,131.46
79,138.94,cascade,both,0.9,0.4,80,"4h(0.7%,L1,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.7%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",2,50.0,28.05,14.02,34.2,1.82,0.29,128.05
80,126.89,cascade,both,0.9,0.4,80,"4h(0.1%,L1,B3,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.1%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",4,50.0,26.37,6.59,35.3,1.20,0.09,126.37
81,95.96,cascade,both,0.9,0.4,80,"4h(0.1%,L3,B4,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.1%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",2,50.0,17.85,8.92,33.5,1.53,0.21,117.85
82,95.96,cascade,both,0.9,0.4,80,"4h(0.2%,L3,B4,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.2%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",2,50.0,17.85,8.92,33.5,1.53,0.21,117.85
83,95.96,cascade,both,0.9,0.4,80,"4h(0.3%,L3,B4,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.3%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",2,50.0,17.85,8.92,33.5,1.53,0.21,117.85
84,95.96,cascade,both,0.9,0.4,80,"4h(0.4%,L1,B4,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=1, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",2,50.0,17.85,8.92,33.5,1.53,0.21,117.85
85,95.96,cascade,both,0.9,0.4,80,"4h(0.4%,L3,B4,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",2,50.0,17.85,8.92,33.5,1.53,0.21,117.85
86,95.96,cascade,both,0.9,0.4,80,"4h(0.5%,L3,B4,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.5%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",2,50.0,17.85,8.92,33.5,1.53,0.21,117.85
87,15.19,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.1%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",7,42.9,-0.66,-0.09,71.0,0.99,-0.00,99.34
88,15.19,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.2%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",7,42.9,-0.66,-0.09,71.0,0.99,-0.00,99.34
89,15.19,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.3%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",7,42.9,-0.66,-0.09,71.0,0.99,-0.00,99.34
90,15.19,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B1,OF)+1h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",7,42.9,-0.66,-0.09,71.0,0.99,-0.00,99.34
