Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
31,10.30,cascade,both,0.9,0.4,80,"30m(0.1%,L5,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=5, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",24,33.3,-93.65,-3.90,95.1,0.54,-0.23,6.35
32,10.30,cascade,both,0.9,0.4,80,"30m(0.2%,L5,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=5, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",24,33.3,-93.65,-3.90,95.1,0.54,-0.23,6.35
33,10.18,cascade,both,0.9,0.4,80,"30m(0.1%,L2,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",24,33.3,-93.97,-3.92,97.8,0.53,-0.18,6.03
34,10.08,cascade,both,0.9,0.4,80,"30m(0.1%,L5,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=5, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",16,31.3,-83.76,-5.24,87.9,0.57,-0.24,16.24
35,10.08,cascade,both,0.9,0.4,80,"30m(0.2%,L5,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=5, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",16,31.3,-83.76,-5.24,87.9,0.57,-0.24,16.24
36,10.07,cascade,both,0.9,0.4,80,"30m(0.7%,L4,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.7%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",15,33.3,-89.43,-5.96,91.7,0.51,-0.23,10.57
37,9.98,cascade,both,0.9,0.4,80,"30m(0.4%,L5,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.4%, lookback=5, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",25,32.0,-95.72,-3.83,96.7,0.54,-0.22,4.28
38,9.63,cascade,both,0.9,0.4,80,"30m(0.3%,L4,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=4, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",17,29.4,-89.23,-5.25,89.2,0.56,-0.26,10.77
39,9.54,cascade,both,0.9,0.4,80,"30m(0.3%,L2,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",24,33.3,-91.02,-3.79,95.0,0.43,-0.33,8.98
40,9.50,cascade,both,0.9,0.4,80,"30m(0.1%,L4,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",28,35.7,-95.71,-3.42,96.7,0.35,-0.35,4.29
41,9.32,cascade,both,0.9,0.4,80,"30m(0.7%,L5,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.7%, lookback=5, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",31,35.5,-96.63,-3.12,99.0,0.33,-0.29,3.37
42,9.08,cascade,both,0.9,0.4,80,"30m(0.6%,L1,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.6%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",11,27.3,-92.60,-8.42,95.8,0.54,-0.19,7.40
43,8.89,cascade,both,0.9,0.4,80,"30m(0.7%,L2,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.7%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",14,28.6,-92.91,-6.64,94.0,0.48,-0.25,7.09
44,8.86,cascade,both,0.9,0.4,80,"30m(0.5%,L5,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.5%, lookback=5, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",25,32.0,-96.00,-3.84,97.8,0.37,-0.34,4.00
45,8.82,cascade,both,0.9,0.4,80,"30m(0.3%,L3,B5,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=3, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",11,27.3,-77.39,-7.04,89.2,0.50,-0.29,22.61
46,8.75,cascade,both,0.9,0.4,80,"30m(0.2%,L4,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",27,33.3,-96.73,-3.58,97.5,0.31,-0.36,3.27
47,8.57,cascade,both,0.9,0.4,80,"30m(0.7%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.7%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",22,31.8,-96.00,-4.36,98.8,0.33,-0.29,4.00
48,8.54,cascade,both,0.9,0.4,80,"30m(0.1%,L1,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",19,31.6,-92.60,-4.87,96.5,0.33,-0.41,7.40
49,8.49,cascade,both,0.9,0.4,80,"30m(0.4%,L5,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.4%, lookback=5, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",20,25.0,-97.25,-4.86,97.6,0.52,-0.25,2.75
50,8.48,cascade,both,0.9,0.4,80,"30m(0.7%,L4,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.7%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",30,33.3,-98.05,-3.27,99.4,0.27,-0.31,1.95
51,8.40,cascade,both,0.9,0.4,80,"30m(0.7%,L3,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",27,33.3,-97.66,-3.62,99.3,0.26,-0.33,2.34
52,8.37,cascade,both,0.9,0.4,80,"30m(0.4%,L2,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.4%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",19,26.3,-96.09,-5.06,96.4,0.47,-0.28,3.91
53,8.35,cascade,both,0.9,0.4,80,"30m(0.6%,L4,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.6%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",17,29.4,-92.14,-5.42,92.3,0.37,-0.43,7.86
54,8.32,cascade,both,0.9,0.4,80,"30m(0.3%,L3,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",24,29.2,-96.44,-4.02,96.4,0.37,-0.36,3.56
55,8.25,cascade,both,0.9,0.4,80,"30m(0.6%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.6%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",23,30.4,-97.51,-4.24,98.8,0.32,-0.29,2.49
56,8.04,cascade,both,0.9,0.4,80,"30m(0.6%,L5,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.6%, lookback=5, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",19,31.6,-90.83,-4.78,95.6,0.26,-0.48,9.17
57,8.03,cascade,both,0.9,0.4,80,"30m(0.6%,L4,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.6%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",18,33.3,-92.74,-5.15,97.4,0.20,-0.51,7.26
58,7.95,cascade,both,0.9,0.4,80,"30m(0.1%,L2,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",23,30.4,-96.77,-4.21,98.2,0.28,-0.44,3.23
59,7.90,cascade,both,0.9,0.4,80,"30m(0.1%,L4,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=4, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",21,28.6,-95.82,-4.56,96.6,0.33,-0.35,4.18
60,7.87,cascade,both,0.9,0.4,80,"30m(0.6%,L4,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.6%, lookback=4, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",15,26.7,-91.18,-6.08,91.2,0.38,-0.43,8.82
61,7.87,cascade,both,0.9,0.4,80,"30m(0.4%,L4,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.4%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",26,30.8,-98.57,-3.79,98.9,0.26,-0.38,1.43
62,7.72,cascade,both,0.9,0.4,80,"30m(0.4%,L4,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.4%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",23,26.1,-98.59,-4.29,98.6,0.38,-0.33,1.41
63,7.62,cascade,both,0.9,0.4,80,"30m(0.6%,L3,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.6%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",31,32.3,-98.87,-3.19,99.4,0.18,-0.40,1.13
64,7.61,cascade,both,0.9,0.4,80,"30m(0.4%,L1,B5,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.4%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",9,22.2,-82.79,-9.20,82.8,0.47,-0.36,17.21
65,7.59,cascade,both,0.9,0.4,80,"30m(0.7%,L3,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.7%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",11,27.3,-92.84,-8.44,93.8,0.32,-0.40,7.16
66,7.57,cascade,both,0.9,0.4,80,"30m(0.3%,L3,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",23,26.1,-98.88,-4.30,98.9,0.35,-0.35,1.12
67,7.53,cascade,both,0.9,0.4,80,"30m(0.2%,L2,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",24,29.2,-95.35,-3.97,97.4,0.25,-0.41,4.65
68,7.45,cascade,both,0.9,0.4,80,"30m(0.7%,L2,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.7%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",17,23.5,-98.05,-5.77,98.3,0.41,-0.24,1.95
69,7.40,cascade,both,0.9,0.4,80,"30m(0.2%,L3,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",22,27.3,-97.10,-4.41,98.7,0.29,-0.35,2.90
70,7.37,cascade,both,0.9,0.4,80,"30m(0.1%,L2,B5,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=2, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",12,25.0,-90.81,-7.57,90.8,0.36,-0.46,9.19
71,7.37,cascade,both,0.9,0.4,80,"30m(0.2%,L2,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",24,25.0,-99.15,-4.13,99.2,0.36,-0.27,0.85
72,7.34,cascade,both,0.9,0.4,80,"30m(0.1%,L3,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",21,23.8,-98.40,-4.69,98.6,0.39,-0.28,1.60
73,7.13,cascade,both,0.9,0.4,80,"30m(0.3%,L2,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",27,25.9,-99.44,-3.68,99.4,0.29,-0.32,0.56
74,7.13,cascade,both,0.9,0.4,80,"30m(0.5%,L5,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.5%, lookback=5, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",25,28.0,-98.58,-3.94,98.9,0.23,-0.40,1.42
75,7.13,cascade,both,0.9,0.4,80,"30m(0.2%,L3,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",18,22.2,-97.75,-5.43,98.1,0.40,-0.30,2.25
76,7.13,cascade,both,0.9,0.4,80,"30m(0.1%,L1,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.1%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",20,25.0,-97.69,-4.88,97.7,0.32,-0.42,2.31
77,7.12,cascade,both,0.9,0.4,80,"30m(0.6%,L4,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.6%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",35,31.4,-99.41,-2.84,99.7,0.13,-0.39,0.59
78,7.04,cascade,both,0.9,0.4,80,"30m(0.7%,L3,B2,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.7%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",13,23.1,-97.59,-7.51,98.2,0.36,-0.28,2.41
79,6.98,cascade,both,0.9,0.4,80,"30m(0.2%,L1,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",37,27.0,-99.94,-2.70,99.9,0.24,-0.30,0.06
80,6.96,cascade,both,0.9,0.4,80,"30m(0.6%,L1,B5,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.6%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",9,22.2,-87.93,-9.77,87.9,0.38,-0.45,12.07
81,6.92,cascade,both,0.9,0.4,80,"30m(0.2%,L4,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.2%, lookback=4, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",20,25.0,-97.59,-4.88,97.9,0.29,-0.37,2.41
82,6.76,cascade,both,0.9,0.4,80,"30m(0.3%,L1,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=1, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",15,20.0,-98.46,-6.56,98.6,0.41,-0.33,1.54
83,6.76,cascade,both,0.9,0.4,80,"30m(0.4%,L1,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.4%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",20,25.0,-98.79,-4.94,98.8,0.26,-0.40,1.21
84,6.68,cascade,both,0.9,0.4,80,"30m(0.3%,L1,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",29,24.1,-99.89,-3.44,99.9,0.28,-0.32,0.11
85,6.58,cascade,both,0.9,0.4,80,"30m(0.4%,L2,B3,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.4%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",22,22.7,-99.02,-4.50,99.0,0.31,-0.35,0.98
86,6.53,cascade,both,0.9,0.4,80,"30m(0.6%,L2,B4,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.6%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",9,22.2,-86.44,-9.60,86.4,0.31,-0.54,13.56
87,6.50,cascade,both,0.9,0.4,80,"30m(0.4%,L2,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.4%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",40,27.5,-99.93,-2.50,100.0,0.15,-0.34,0.07
88,6.45,cascade,both,0.9,0.4,80,"30m(0.3%,L5,B1,OF)+1h(0.1%,L2,B4,OF)","30m: swing=0.3%, lookback=5, minLegBars=1, opposite=false | 1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",44,27.3,-99.97,-2.27,100.0,0.15,-0.33,0.03
