combination_id,take_profit,stop_loss,leverage,trading_mode,max_candles,minimum_timeframes,tf1_interval,tf1_role,tf1_min_swing_pct,tf1_lookback,tf1_min_leg_bars,tf1_weight,tf1_opposite,initial_capital,final_capital,total_return_pct,total_trades,winning_trades,losing_trades,win_rate_pct,total_signals,confirmed_signals,confirmation_rate_pct,execution_rate_pct,signals_per_day,trades_per_day,avg_trade_duration_hours,max_drawdown_pct,sharpe_ratio,profit_factor,avg_win_pct,avg_loss_pct,largest_win_pct,largest_loss_pct,consecutive_wins,consecutive_losses,total_fees,net_profit,roi_annualized_pct,execution_time_ms,error_message
26,0.9,0.4,1,pivot,20160,1,4h,primary,0.02,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,32144,
29,0.9,0.4,1,pivot,20160,1,4h,primary,0.03,1,2,1,false,100,96.59577389263313,-3.4042261073668674,28,10,17,35.714285714285715,41,41,100,68.29268292682927,2.928716702217372,2.0000992112704004,6.966666666666667,0,0,0.6949886454151021,0.9756755463302204,0.45652832768641494,1.1569521755476313,-0.7237163814180929,0,0,0,-3.404226107366867,-88.75744045002358,32093,
30,0.9,0.4,1,pivot,20160,1,4h,primary,0.03,1,3,1,false,100,96.27868736543769,-3.72131263456231,23,8,15,34.78260869565217,27,27,100,85.18518518518519,1.9286670965821717,1.6429386378292574,5.260869565217391,0,0,0.6214571279526803,0.9636639179009556,0.45537493185132755,1.1164577919634517,-0.6707297865038251,0,0,0,-3.7213126345623095,-97.02474927952527,32336,
31,0.9,0.4,1,pivot,20160,1,4h,primary,0.03,2,1,1,false,100,90.92083375475734,-9.07916624524266,39,11,27,28.205128205128204,67,67,100,58.2089552238806,4.785951684111314,2.7858524728409146,5.208771929824561,0,0,0.47654251602038566,0.9514040357172142,0.4423929865974805,1.1164577919634517,-0.7237163814180929,0,0,0,-9.07916624524266,-236.71857624383858,32480,
32,0.9,0.4,1,pivot,20160,1,4h,primary,0.03,2,2,1,false,100,93.09098229958266,-6.909017700417337,29,8,20,27.586206896551722,37,37,100,78.37837837837837,2.6429882434644574,2.0715313259586288,5.795238095238095,0,0,0.4673629622541067,0.9577906599394178,0.44856714899663314,1.1164577919634517,-0.7237163814180929,0,0,0,-6.909017700417337,-180.13689683711254,34543,
35,0.9,0.4,1,pivot,20160,1,4h,primary,0.03,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,30038,
34,0.9,0.4,1,pivot,20160,1,4h,primary,0.03,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,60,60,100,63.33333333333333,4.285926881293714,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,30378,
36,0.9,0.4,1,pivot,20160,1,4h,primary,0.03,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,31556,
33,0.9,0.4,1,pivot,20160,1,4h,primary,0.03,2,3,1,false,100,94.19780254951431,-5.802197450485693,21,5,15,23.809523809523807,25,25,100,84,1.7858028672057142,1.5000744084528002,5.616666666666666,0,0,0.39909072402646717,0.9706997625248274,0.4437130842073188,1.1164577919634517,-0.6707297865038251,0,0,0,-5.802197450485693,-151.27908031029713,31770,
37,0.9,0.4,1,pivot,20160,1,4h,primary,0.04,1,1,1,false,100,90.97767403303126,-9.022325966968737,43,13,29,30.23255813953488,78,78,100,55.12820512820513,5.571704945681829,3.0715809315938287,4.902380952380951,0,0,0.5177157930545576,0.9450124565745506,0.4450857897392363,1.1164577919634517,-0.7237163814180929,0,0,0,-9.022325966968737,-235.23659547788915,30155,
39,0.9,0.4,1,pivot,20160,1,4h,primary,0.04,1,3,1,false,100,96.27868736543769,-3.72131263456231,23,8,15,34.78260869565217,27,27,100,85.18518518518519,1.9286670965821717,1.6429386378292574,5.260869565217391,0,0,0.6214571279526803,0.9636639179009556,0.45537493185132755,1.1164577919634517,-0.6707297865038251,0,0,0,-3.7213126345623095,-97.02474927952527,30547,
38,0.9,0.4,1,pivot,20160,1,4h,primary,0.04,1,2,1,false,100,92.8683919798212,-7.131608020178802,29,8,20,27.586206896551722,40,40,100,72.5,2.857284587529143,2.0715313259586288,5.933333333333333,0,0,0.4647281738677765,0.9739663779585384,0.4661669521923546,1.1569521755476313,-0.7237163814180929,0,0,0,-7.131608020178803,-185.94043233324956,30801,
40,0.9,0.4,1,pivot,20160,1,4h,primary,0.04,2,1,1,false,100,90.92083375475734,-9.07916624524266,39,11,27,28.205128205128204,67,67,100,58.2089552238806,4.785951684111314,2.7858524728409146,5.208771929824561,0,0,0.47654251602038566,0.9514040357172142,0.4423929865974805,1.1164577919634517,-0.7237163814180929,0,0,0,-9.07916624524266,-236.71857624383858,31829,
44,0.9,0.4,1,pivot,20160,1,4h,primary,0.04,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,30144,
43,0.9,0.4,1,pivot,20160,1,4h,primary,0.04,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,60,60,100,63.33333333333333,4.285926881293714,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,30375,
41,0.9,0.4,1,pivot,20160,1,4h,primary,0.04,2,2,1,false,100,93.09098229958266,-6.909017700417337,29,8,20,27.586206896551722,37,37,100,78.37837837837837,2.6429882434644574,2.0715313259586288,5.795238095238095,0,0,0.4673629622541067,0.9577906599394178,0.44856714899663314,1.1164577919634517,-0.7237163814180929,0,0,0,-6.909017700417337,-180.13689683711254,30451,
42,0.9,0.4,1,pivot,20160,1,4h,primary,0.04,2,3,1,false,100,94.19780254951431,-5.802197450485693,21,5,15,23.809523809523807,25,25,100,84,1.7858028672057142,1.5000744084528002,5.616666666666666,0,0,0.39909072402646717,0.9706997625248274,0.4437130842073188,1.1164577919634517,-0.6707297865038251,0,0,0,-5.802197450485693,-151.27908031029713,30832,
46,0.9,0.4,1,pivot,20160,1,4h,primary,0.05,1,1,1,false,100,90.97767403303126,-9.022325966968737,43,13,29,30.23255813953488,78,78,100,55.12820512820513,5.571704945681829,3.0715809315938287,4.902380952380951,0,0,0.5177157930545576,0.9450124565745506,0.4450857897392363,1.1164577919634517,-0.7237163814180929,0,0,0,-9.022325966968737,-235.23659547788915,29483,
45,0.9,0.4,1,pivot,20160,1,4h,primary,0.04,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,30463,
48,0.9,0.4,1,pivot,20160,1,4h,primary,0.05,1,3,1,false,100,96.27868736543769,-3.72131263456231,23,8,15,34.78260869565217,27,27,100,85.18518518518519,1.9286670965821717,1.6429386378292574,5.260869565217391,0,0,0.6214571279526803,0.9636639179009556,0.45537493185132755,1.1164577919634517,-0.6707297865038251,0,0,0,-3.7213126345623095,-97.02474927952527,30480,
47,0.9,0.4,1,pivot,20160,1,4h,primary,0.05,1,2,1,false,100,92.8683919798212,-7.131608020178802,29,8,20,27.586206896551722,40,40,100,72.5,2.857284587529143,2.0715313259586288,5.933333333333333,0,0,0.4647281738677765,0.9739663779585384,0.4661669521923546,1.1569521755476313,-0.7237163814180929,0,0,0,-7.131608020178803,-185.94043233324956,31670,
50,0.9,0.4,1,pivot,20160,1,4h,primary,0.05,2,2,1,false,100,93.09098229958266,-6.909017700417337,29,8,20,27.586206896551722,37,37,100,78.37837837837837,2.6429882434644574,2.0715313259586288,5.795238095238095,0,0,0.4673629622541067,0.9577906599394178,0.44856714899663314,1.1164577919634517,-0.7237163814180929,0,0,0,-6.909017700417337,-180.13689683711254,30609,
49,0.9,0.4,1,pivot,20160,1,4h,primary,0.05,2,1,1,false,100,90.92083375475734,-9.07916624524266,39,11,27,28.205128205128204,67,67,100,58.2089552238806,4.785951684111314,2.7858524728409146,5.208771929824561,0,0,0.47654251602038566,0.9514040357172142,0.4423929865974805,1.1164577919634517,-0.7237163814180929,0,0,0,-9.07916624524266,-236.71857624383858,31397,
52,0.9,0.4,1,pivot,20160,1,4h,primary,0.05,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,60,60,100,63.33333333333333,4.285926881293714,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,32116,
51,0.9,0.4,1,pivot,20160,1,4h,primary,0.05,2,3,1,false,100,94.19780254951431,-5.802197450485693,21,5,15,23.809523809523807,25,25,100,84,1.7858028672057142,1.5000744084528002,5.616666666666666,0,0,0.39909072402646717,0.9706997625248274,0.4437130842073188,1.1164577919634517,-0.6707297865038251,0,0,0,-5.802197450485693,-151.27908031029713,32871,
54,0.9,0.4,1,pivot,20160,1,4h,primary,0.05,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,30637,
55,0.9,0.4,1,pivot,20160,1,4h,primary,0.06,1,1,1,false,100,91.63199460304627,-8.368005396953734,42,13,28,30.952380952380953,74,74,100,56.75675675675676,5.285976486928915,3.0001488169056003,5.000406504065039,0,0,0.5364799293736646,0.9450124565745506,0.44475597615795864,1.1164577919634517,-0.7237163814180929,0,0,0,-8.368005396953734,-218.1766772478239,31070,
53,0.9,0.4,1,pivot,20160,1,4h,primary,0.05,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,31785,
56,0.9,0.4,1,pivot,20160,1,4h,primary,0.06,1,2,1,false,100,92.10029633134833,-7.899703668651668,31,8,22,25.806451612903224,40,40,100,77.5,2.857284587529143,2.214395555335086,5.8422222222222215,0,0,0.44419990058288783,0.9891883223683757,0.4460550112544842,1.1569521755476313,-0.7237163814180929,0,0,0,-7.899703668651668,-205.9667765386833,33218,
60,0.9,0.4,1,pivot,20160,1,4h,primary,0.06,2,3,1,false,100,94.19780254951431,-5.802197450485693,21,5,15,23.809523809523807,25,25,100,84,1.7858028672057142,1.5000744084528002,5.616666666666666,0,0,0.39909072402646717,0.9706997625248274,0.4437130842073188,1.1164577919634517,-0.6707297865038251,0,0,0,-5.802197450485693,-151.27908031029713,29233,
58,0.9,0.4,1,pivot,20160,1,4h,primary,0.06,2,1,1,false,100,90.92083375475734,-9.07916624524266,39,11,27,28.205128205128204,67,67,100,58.2089552238806,4.785951684111314,2.7858524728409146,5.208771929824561,0,0,0.47654251602038566,0.9514040357172142,0.4423929865974805,1.1164577919634517,-0.7237163814180929,0,0,0,-9.07916624524266,-236.71857624383858,29277,
59,0.9,0.4,1,pivot,20160,1,4h,primary,0.06,2,2,1,false,100,93.09098229958266,-6.909017700417337,29,8,20,27.586206896551722,37,37,100,78.37837837837837,2.6429882434644574,2.0715313259586288,5.795238095238095,0,0,0.4673629622541067,0.9577906599394178,0.44856714899663314,1.1164577919634517,-0.7237163814180929,0,0,0,-6.909017700417337,-180.13689683711254,29764,
57,0.9,0.4,1,pivot,20160,1,4h,primary,0.06,1,3,1,false,100,95.6789578084732,-4.3210421915268,22,7,15,31.818181818181817,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.51060606060606,0,0,0.5544260491765438,0.9680938728082856,0.4465132867456509,1.1164577919634517,-0.6707297865038251,0,0,0,-4.3210421915268,-112.66133121020317,33245,
61,0.9,0.4,1,pivot,20160,1,4h,primary,0.06,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,60,60,100,63.33333333333333,4.285926881293714,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,29449,
62,0.9,0.4,1,pivot,20160,1,4h,primary,0.06,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,29906,
64,0.9,0.4,1,pivot,20160,1,4h,primary,0.07,1,1,1,false,100,90.92185249868298,-9.07814750131702,41,12,28,29.268292682926827,73,73,100,56.16438356164384,5.214544372240686,2.928716702217372,5.079583333333332,0,0,0.49714377903023477,0.9479183192588229,0.44475597615795864,1.1164577919634517,-0.7237163814180929,0,0,0,-9.07814750131702,-236.69201481681753,30271,
63,0.9,0.4,1,pivot,20160,1,4h,primary,0.06,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,31170,
67,0.9,0.4,1,pivot,20160,1,4h,primary,0.07,2,1,1,false,100,90.92083375475734,-9.07916624524266,39,11,27,28.205128205128204,67,67,100,58.2089552238806,4.785951684111314,2.7858524728409146,5.208771929824561,0,0,0.47654251602038566,0.9514040357172142,0.4423929865974805,1.1164577919634517,-0.7237163814180929,0,0,0,-9.07916624524266,-236.71857624383858,30071,
65,0.9,0.4,1,pivot,20160,1,4h,primary,0.07,1,2,1,false,100,90.83656181071642,-9.163438189283582,31,7,23,22.58064516129032,40,40,100,77.5,2.857284587529143,2.214395555335086,5.737222222222223,0,0,0.37944350774728974,1.0004352712848759,0.442021090794682,1.1569521755476313,-0.7237163814180929,0,0,0,-9.163438189283582,-238.91577520152043,30470,
68,0.9,0.4,1,pivot,20160,1,4h,primary,0.07,2,2,1,false,100,93.09098229958266,-6.909017700417337,29,8,20,27.586206896551722,37,37,100,78.37837837837837,2.6429882434644574,2.0715313259586288,5.795238095238095,0,0,0.4673629622541067,0.9577906599394178,0.44856714899663314,1.1164577919634517,-0.7237163814180929,0,0,0,-6.909017700417337,-180.13689683711254,31536,
66,0.9,0.4,1,pivot,20160,1,4h,primary,0.07,1,3,1,false,100,95.6789578084732,-4.3210421915268,22,7,15,31.818181818181817,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.51060606060606,0,0,0.5544260491765438,0.9680938728082856,0.4465132867456509,1.1164577919634517,-0.6707297865038251,0,0,0,-4.3210421915268,-112.66133121020317,31767,
70,0.9,0.4,1,pivot,20160,1,4h,primary,0.07,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,59,59,100,64.40677966101694,4.214494766605487,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,3228,
