combination_id,take_profit,stop_loss,leverage,trading_mode,max_candles,minimum_timeframes,tf1_interval,tf1_role,tf1_min_swing_pct,tf1_lookback,tf1_min_leg_bars,tf1_weight,tf1_opposite,initial_capital,final_capital,total_return_pct,total_trades,winning_trades,losing_trades,win_rate_pct,total_signals,confirmed_signals,confirmation_rate_pct,execution_rate_pct,signals_per_day,trades_per_day,avg_trade_duration_hours,max_drawdown_pct,sharpe_ratio,profit_factor,avg_win_pct,avg_loss_pct,largest_win_pct,largest_loss_pct,consecutive_wins,consecutive_losses,total_fees,net_profit,roi_annualized_pct,execution_time_ms,error_message
69,0.9,0.4,1,pivot,20160,1,4h,primary,0.07,2,3,1,false,100,94.89547750663475,-5.104522493365252,22,6,15,27.27272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.642857142857142,0,0,0.4719276194241924,0.9603014401057296,0.44442207559997204,1.1164577919634517,-0.6707297865038251,0,0,0,-5.104522493365252,-133.08879520376885,3352,
72,0.9,0.4,1,pivot,20160,1,4h,primary,0.07,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,3926,
71,0.9,0.4,1,pivot,20160,1,4h,primary,0.07,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,4059,
74,0.9,0.4,1,pivot,20160,1,4h,primary,0.08,1,2,1,false,100,89.5173408140625,-10.482659185937493,30,6,24,20,38,38,100,78.94736842105263,2.7144203581526862,2.142963440646857,5.456111111111111,0,0,0.31767560239185655,1.0134168740544998,0.4401316845943528,1.1569521755476313,-0.7237163814180929,0,0,0,-10.482659185937493,-273.3114573207374,3156,
73,0.9,0.4,1,pivot,20160,1,4h,primary,0.08,1,1,1,false,100,90.3145422858064,-9.685457714193603,42,12,29,28.57142857142857,71,71,100,59.154929577464785,5.0716801428642295,3.0001488169056003,5.000406504065039,0,0,0.4809641023022309,0.9479183192588229,0.4434647429413595,1.1164577919634517,-0.7237163814180929,0,0,0,-9.685457714193603,-252.52624508061697,3237,
76,0.9,0.4,1,pivot,20160,1,4h,primary,0.08,2,1,1,false,100,91.61850871187778,-8.38149128812222,40,12,27,30,67,67,100,59.70149253731343,4.785951684111314,2.857284587529143,5.233333333333332,0,0,0.5170629373254774,0.9478128517416331,0.44278687070450995,1.1164577919634517,-0.7237163814180929,0,0,0,-8.38149128812222,-218.5282911373103,3926,
75,0.9,0.4,1,pivot,20160,1,4h,primary,0.08,1,3,1,false,100,93.05804084094716,-6.941959159052842,22,5,17,22.727272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.322727272727272,0,0,0.3631919479077899,0.9918441549189566,0.4412458784498585,1.1164577919634517,-0.6707297865038251,0,0,0,-6.941959159052843,-180.9957703258184,4102,
78,0.9,0.4,1,pivot,20160,1,4h,primary,0.08,2,3,1,false,100,94.89547750663475,-5.104522493365252,22,6,15,27.27272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.642857142857142,0,0,0.4719276194241924,0.9603014401057296,0.44442207559997204,1.1164577919634517,-0.6707297865038251,0,0,0,-5.104522493365252,-133.08879520376885,2773,
77,0.9,0.4,1,pivot,20160,1,4h,primary,0.08,2,2,1,false,100,93.08034742869286,-6.919652571307139,29,8,20,27.586206896551722,38,38,100,76.31578947368422,2.7144203581526862,2.0715313259586288,5.958333333333333,0,0,0.4669800972685582,0.9577906599394178,0.449098892541123,1.1164577919634517,-0.7237163814180929,0,0,0,-6.9196525713071395,-180.41417686785215,3108,
79,0.9,0.4,1,pivot,20160,1,4h,primary,0.08,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,59,59,100,64.40677966101694,4.214494766605487,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,3414,
80,0.9,0.4,1,pivot,20160,1,4h,primary,0.08,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,3419,
82,0.9,0.4,1,pivot,20160,1,4h,primary,0.09,1,1,1,false,100,90.3145422858064,-9.685457714193603,42,12,29,28.57142857142857,71,71,100,59.154929577464785,5.0716801428642295,3.0001488169056003,5.000406504065039,0,0,0.4809641023022309,0.9479183192588229,0.4434647429413595,1.1164577919634517,-0.7237163814180929,0,0,0,-9.685457714193603,-252.52624508061697,2867,
81,0.9,0.4,1,pivot,20160,1,4h,primary,0.08,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,2918,
84,0.9,0.4,1,pivot,20160,1,4h,primary,0.09,1,3,1,false,100,93.05804084094716,-6.941959159052842,22,5,17,22.727272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.322727272727272,0,0,0.3631919479077899,0.9918441549189566,0.4412458784498585,1.1164577919634517,-0.6707297865038251,0,0,0,-6.941959159052843,-180.9957703258184,2986,
83,0.9,0.4,1,pivot,20160,1,4h,primary,0.09,1,2,1,false,100,89.5173408140625,-10.482659185937493,30,6,24,20,38,38,100,78.94736842105263,2.7144203581526862,2.142963440646857,5.456111111111111,0,0,0.31767560239185655,1.0134168740544998,0.4401316845943528,1.1569521755476313,-0.7237163814180929,0,0,0,-10.482659185937493,-273.3114573207374,3055,
85,0.9,0.4,1,pivot,20160,1,4h,primary,0.09,2,1,1,false,100,91.61850871187778,-8.38149128812222,40,12,27,30,67,67,100,59.70149253731343,4.785951684111314,2.857284587529143,5.233333333333332,0,0,0.5170629373254774,0.9478128517416331,0.44278687070450995,1.1164577919634517,-0.7237163814180929,0,0,0,-8.38149128812222,-218.5282911373103,2760,
86,0.9,0.4,1,pivot,20160,1,4h,primary,0.09,2,2,1,false,100,93.08034742869286,-6.919652571307139,29,8,20,27.586206896551722,38,38,100,76.31578947368422,2.7144203581526862,2.0715313259586288,5.958333333333333,0,0,0.4669800972685582,0.9577906599394178,0.449098892541123,1.1164577919634517,-0.7237163814180929,0,0,0,-6.9196525713071395,-180.41417686785215,2785,
87,0.9,0.4,1,pivot,20160,1,4h,primary,0.09,2,3,1,false,100,94.89547750663475,-5.104522493365252,22,6,15,27.27272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.642857142857142,0,0,0.4719276194241924,0.9603014401057296,0.44442207559997204,1.1164577919634517,-0.6707297865038251,0,0,0,-5.104522493365252,-133.08879520376885,2936,
88,0.9,0.4,1,pivot,20160,1,4h,primary,0.09,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,59,59,100,64.40677966101694,4.214494766605487,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,3021,
90,0.9,0.4,1,pivot,20160,1,4h,primary,0.09,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,2789,
92,0.9,0.4,1,pivot,20160,1,4h,primary,0.1,1,2,1,false,100,89.5173408140625,-10.482659185937493,30,6,24,20,38,38,100,78.94736842105263,2.7144203581526862,2.142963440646857,5.456111111111111,0,0,0.31767560239185655,1.0134168740544998,0.4401316845943528,1.1569521755476313,-0.7237163814180929,0,0,0,-10.482659185937493,-273.3114573207374,2783,
89,0.9,0.4,1,pivot,20160,1,4h,primary,0.09,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,2911,
91,0.9,0.4,1,pivot,20160,1,4h,primary,0.1,1,1,1,false,100,90.3145422858064,-9.685457714193603,42,12,29,28.57142857142857,70,70,100,60,5.000248028176,3.0001488169056003,5.000406504065039,0,0,0.4809641023022309,0.9479183192588229,0.4434647429413595,1.1164577919634517,-0.7237163814180929,0,0,0,-9.685457714193603,-252.52624508061697,2947,
93,0.9,0.4,1,pivot,20160,1,4h,primary,0.1,1,3,1,false,100,93.05804084094716,-6.941959159052842,22,5,17,22.727272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.322727272727272,0,0,0.3631919479077899,0.9918441549189566,0.4412458784498585,1.1164577919634517,-0.6707297865038251,0,0,0,-6.941959159052843,-180.9957703258184,2490,
96,0.9,0.4,1,pivot,20160,1,4h,primary,0.1,2,3,1,false,100,94.89547750663475,-5.104522493365252,22,6,15,27.27272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.642857142857142,0,0,0.4719276194241924,0.9603014401057296,0.44442207559997204,1.1164577919634517,-0.6707297865038251,0,0,0,-5.104522493365252,-133.08879520376885,2569,
95,0.9,0.4,1,pivot,20160,1,4h,primary,0.1,2,2,1,false,100,93.08034742869286,-6.919652571307139,29,8,20,27.586206896551722,38,38,100,76.31578947368422,2.7144203581526862,2.0715313259586288,5.958333333333333,0,0,0.4669800972685582,0.9577906599394178,0.449098892541123,1.1164577919634517,-0.7237163814180929,0,0,0,-6.9196525713071395,-180.41417686785215,2571,
94,0.9,0.4,1,pivot,20160,1,4h,primary,0.1,2,1,1,false,100,91.61850871187778,-8.38149128812222,40,12,27,30,67,67,100,59.70149253731343,4.785951684111314,2.857284587529143,5.233333333333332,0,0,0.5170629373254774,0.9478128517416331,0.44278687070450995,1.1164577919634517,-0.7237163814180929,0,0,0,-8.38149128812222,-218.5282911373103,2623,
100,0.9,0.4,1,pivot,20160,1,4h,primary,0.11,1,1,1,false,100,91.06785562283595,-8.93214437716405,41,12,28,29.268292682926827,68,68,100,60.29411764705882,4.857383798799543,2.928716702217372,5.112499999999999,0,0,0.5011971592331205,0.9479183192588229,0.4395415788667814,1.1164577919634517,-0.7237163814180929,0,0,0,-8.93214437716405,-232.88531596991044,2430,
97,0.9,0.4,1,pivot,20160,1,4h,primary,0.1,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,59,59,100,64.40677966101694,4.214494766605487,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,2473,
99,0.9,0.4,1,pivot,20160,1,4h,primary,0.1,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,2501,
98,0.9,0.4,1,pivot,20160,1,4h,primary,0.1,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,2579,
101,0.9,0.4,1,pivot,20160,1,4h,primary,0.11,1,2,1,false,100,91.47880083875891,-8.521199161241086,29,7,22,24.137931034482758,37,37,100,78.37837837837837,2.6429882434644574,2.0715313259586288,5.614367816091954,0,0,0.39712852982632035,1.0018793539823778,0.4424706654144411,1.1569521755476313,-0.7237163814180929,0,0,0,-8.521199161241086,-222.17085565495879,2129,
102,0.9,0.4,1,pivot,20160,1,4h,primary,0.11,1,3,1,false,100,91.78468230122692,-8.215317698773077,22,4,18,18.181818181818183,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.635606060606061,0,0,0.27917727536558473,0.9954556415273096,0.4331744591601274,1.1164577919634517,-0.6707297865038251,0,0,0,-8.215317698773077,-214.19569336153228,2229,
103,0.9,0.4,1,pivot,20160,1,4h,primary,0.11,2,1,1,false,100,91.61850871187778,-8.38149128812222,40,12,27,30,67,67,100,59.70149253731343,4.785951684111314,2.857284587529143,5.233333333333332,0,0,0.5170629373254774,0.9478128517416331,0.44278687070450995,1.1164577919634517,-0.7237163814180929,0,0,0,-8.38149128812222,-218.5282911373103,2542,
104,0.9,0.4,1,pivot,20160,1,4h,primary,0.11,2,2,1,false,100,93.08034742869286,-6.919652571307139,29,8,20,27.586206896551722,38,38,100,76.31578947368422,2.7144203581526862,2.0715313259586288,5.958333333333333,0,0,0.4669800972685582,0.9577906599394178,0.449098892541123,1.1164577919634517,-0.7237163814180929,0,0,0,-6.9196525713071395,-180.41417686785215,2651,
107,0.9,0.4,1,pivot,20160,1,4h,primary,0.11,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,1992,
105,0.9,0.4,1,pivot,20160,1,4h,primary,0.11,2,3,1,false,100,94.89547750663475,-5.104522493365252,22,6,15,27.27272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.642857142857142,0,0,0.4719276194241924,0.9603014401057296,0.44442207559997204,1.1164577919634517,-0.6707297865038251,0,0,0,-5.104522493365252,-133.08879520376885,2155,
108,0.9,0.4,1,pivot,20160,1,4h,primary,0.11,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,2196,
106,0.9,0.4,1,pivot,20160,1,4h,primary,0.11,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,59,59,100,64.40677966101694,4.214494766605487,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,2200,
110,0.9,0.4,1,pivot,20160,1,4h,primary,0.12,1,2,1,false,100,94.51301854083407,-5.486981459165932,29,9,19,31.03448275862069,37,37,100,78.37837837837837,2.6429882434644574,2.0715313259586288,5.763095238095238,0,0,0.554581908154525,0.9590822354054208,0.44835376725340437,1.1164577919634517,-0.7237163814180929,0,0,0,-5.486981459165932,-143.0605414424135,2283,
112,0.9,0.4,1,pivot,20160,1,4h,primary,0.12,2,1,1,false,100,91.61850871187778,-8.38149128812222,40,12,27,30,67,67,100,59.70149253731343,4.785951684111314,2.857284587529143,5.233333333333332,0,0,0.5170629373254774,0.9478128517416331,0.44278687070450995,1.1164577919634517,-0.7237163814180929,0,0,0,-8.38149128812222,-218.5282911373103,2303,
111,0.9,0.4,1,pivot,20160,1,4h,primary,0.12,1,3,1,false,100,91.78468230122692,-8.215317698773077,22,4,18,18.181818181818183,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.635606060606061,0,0,0.27917727536558473,0.9954556415273096,0.4331744591601274,1.1164577919634517,-0.6707297865038251,0,0,0,-8.215317698773077,-214.19569336153228,2315,
109,0.9,0.4,1,pivot,20160,1,4h,primary,0.12,1,1,1,false,100,90.97999669031991,-9.020003309680092,39,11,27,28.205128205128204,66,66,100,59.09090909090909,4.714519569423087,2.7858524728409146,5.207017543859648,0,0,0.47821178343868015,0.9515190911905123,0.44024864121391405,1.1164577919634517,-0.7237163814180929,0,0,0,-9.020003309680092,-235.17603748042345,2345,
114,0.9,0.4,1,pivot,20160,1,4h,primary,0.12,2,3,1,false,100,94.89547750663475,-5.104522493365252,22,6,15,27.27272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.642857142857142,0,0,0.4719276194241924,0.9603014401057296,0.44442207559997204,1.1164577919634517,-0.6707297865038251,0,0,0,-5.104522493365252,-133.08879520376885,1986,
115,0.9,0.4,1,pivot,20160,1,4h,primary,0.12,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,59,59,100,64.40677966101694,4.214494766605487,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,2053,
116,0.9,0.4,1,pivot,20160,1,4h,primary,0.12,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,2162,
113,0.9,0.4,1,pivot,20160,1,4h,primary,0.12,2,2,1,false,100,93.08034742869286,-6.919652571307139,29,8,20,27.586206896551722,38,38,100,76.31578947368422,2.7144203581526862,2.0715313259586288,5.958333333333333,0,0,0.4669800972685582,0.9577906599394178,0.449098892541123,1.1164577919634517,-0.7237163814180929,0,0,0,-6.9196525713071395,-180.41417686785215,2190,
118,0.9,0.4,1,pivot,20160,1,4h,primary,0.13,1,1,1,false,100,90.97999669031991,-9.020003309680092,39,11,27,28.205128205128204,66,66,100,59.09090909090909,4.714519569423087,2.7858524728409146,5.207017543859648,0,0,0.47821178343868015,0.9515190911905123,0.44024864121391405,1.1164577919634517,-0.7237163814180929,0,0,0,-9.020003309680092,-235.17603748042345,2178,
119,0.9,0.4,1,pivot,20160,1,4h,primary,0.13,1,2,1,false,100,94.51301854083407,-5.486981459165932,29,9,19,31.03448275862069,37,37,100,78.37837837837837,2.6429882434644574,2.0715313259586288,5.763095238095238,0,0,0.554581908154525,0.9590822354054208,0.44835376725340437,1.1164577919634517,-0.7237163814180929,0,0,0,-5.486981459165932,-143.0605414424135,2235,
117,0.9,0.4,1,pivot,20160,1,4h,primary,0.12,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,2265,
120,0.9,0.4,1,pivot,20160,1,4h,primary,0.13,1,3,1,false,100,91.78468230122692,-8.215317698773077,22,4,18,18.181818181818183,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.635606060606061,0,0,0.27917727536558473,0.9954556415273096,0.4331744591601274,1.1164577919634517,-0.6707297865038251,0,0,0,-8.215317698773077,-214.19569336153228,2311,
124,0.9,0.4,1,pivot,20160,1,4h,primary,0.13,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,59,59,100,64.40677966101694,4.214494766605487,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,1970,
121,0.9,0.4,1,pivot,20160,1,4h,primary,0.13,2,1,1,false,100,91.61850871187778,-8.38149128812222,40,12,27,30,67,67,100,59.70149253731343,4.785951684111314,2.857284587529143,5.233333333333332,0,0,0.5170629373254774,0.9478128517416331,0.44278687070450995,1.1164577919634517,-0.7237163814180929,0,0,0,-8.38149128812222,-218.5282911373103,2054,
123,0.9,0.4,1,pivot,20160,1,4h,primary,0.13,2,3,1,false,100,94.89547750663475,-5.104522493365252,22,6,15,27.27272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.642857142857142,0,0,0.4719276194241924,0.9603014401057296,0.44442207559997204,1.1164577919634517,-0.6707297865038251,0,0,0,-5.104522493365252,-133.08879520376885,2100,
122,0.9,0.4,1,pivot,20160,1,4h,primary,0.13,2,2,1,false,100,93.08034742869286,-6.919652571307139,29,8,20,27.586206896551722,38,38,100,76.31578947368422,2.7144203581526862,2.0715313259586288,5.958333333333333,0,0,0.4669800972685582,0.9577906599394178,0.449098892541123,1.1164577919634517,-0.7237163814180929,0,0,0,-6.9196525713071395,-180.41417686785215,2155,
125,0.9,0.4,1,pivot,20160,1,4h,primary,0.13,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,2028,
127,0.9,0.4,1,pivot,20160,1,4h,primary,0.14,1,1,1,false,100,90.97999669031991,-9.020003309680092,39,11,27,28.205128205128204,66,66,100,59.09090909090909,4.714519569423087,2.7858524728409146,5.207017543859648,0,0,0.47821178343868015,0.9515190911905123,0.44024864121391405,1.1164577919634517,-0.7237163814180929,0,0,0,-9.020003309680092,-235.17603748042345,2181,
128,0.9,0.4,1,pivot,20160,1,4h,primary,0.14,1,2,1,false,100,94.51301854083407,-5.486981459165932,29,9,19,31.03448275862069,37,37,100,78.37837837837837,2.6429882434644574,2.0715313259586288,5.763095238095238,0,0,0.554581908154525,0.9590822354054208,0.44835376725340437,1.1164577919634517,-0.7237163814180929,0,0,0,-5.486981459165932,-143.0605414424135,2219,
126,0.9,0.4,1,pivot,20160,1,4h,primary,0.13,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,2309,
129,0.9,0.4,1,pivot,20160,1,4h,primary,0.14,1,3,1,false,100,91.78468230122692,-8.215317698773077,22,4,18,18.181818181818183,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.635606060606061,0,0,0.27917727536558473,0.9954556415273096,0.4331744591601274,1.1164577919634517,-0.6707297865038251,0,0,0,-8.215317698773077,-214.19569336153228,2067,
131,0.9,0.4,1,pivot,20160,1,4h,primary,0.14,2,2,1,false,100,93.08034742869286,-6.919652571307139,29,8,20,27.586206896551722,38,38,100,76.31578947368422,2.7144203581526862,2.0715313259586288,5.958333333333333,0,0,0.4669800972685582,0.9577906599394178,0.449098892541123,1.1164577919634517,-0.7237163814180929,0,0,0,-6.9196525713071395,-180.41417686785215,2144,
130,0.9,0.4,1,pivot,20160,1,4h,primary,0.14,2,1,1,false,100,91.61850871187778,-8.38149128812222,40,12,27,30,67,67,100,59.70149253731343,4.785951684111314,2.857284587529143,5.233333333333332,0,0,0.5170629373254774,0.9478128517416331,0.44278687070450995,1.1164577919634517,-0.7237163814180929,0,0,0,-8.38149128812222,-218.5282911373103,2227,
132,0.9,0.4,1,pivot,20160,1,4h,primary,0.14,2,3,1,false,100,94.89547750663475,-5.104522493365252,22,6,15,27.27272727272727,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.642857142857142,0,0,0.4719276194241924,0.9603014401057296,0.44442207559997204,1.1164577919634517,-0.6707297865038251,0,0,0,-5.104522493365252,-133.08879520376885,2289,
136,0.9,0.4,1,pivot,20160,1,4h,primary,0.15,1,1,1,false,100,91.62624328262648,-8.373756717373524,38,11,26,28.947368421052634,64,64,100,59.375,4.571655340046629,2.7144203581526862,5.292792792792793,0,0,0.4967835423105598,0.9515190911905123,0.4400179507872738,1.1164577919634517,-0.7237163814180929,0,0,0,-8.373756717373524,-218.32662982546375,2015,
133,0.9,0.4,1,pivot,20160,1,4h,primary,0.14,3,1,1,false,100,91.49346513359723,-8.506534866402774,38,11,26,28.947368421052634,59,59,100,64.40677966101694,4.214494766605487,2.7144203581526862,5.1954954954954955,0,0,0.4928127005827353,0.9514040357172142,0.44507612535738794,1.1164577919634517,-0.7237163814180929,0,0,0,-8.506534866402774,-221.7885175743488,2069,
135,0.9,0.4,1,pivot,20160,1,4h,primary,0.14,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,2103,
134,0.9,0.4,1,pivot,20160,1,4h,primary,0.14,3,2,1,false,100,94.23305299256899,-5.766947007431014,27,8,18,29.629629629629626,34,34,100,79.41176470588235,2.4286918993997717,1.9286670965821717,5.884615384615383,0,0,0.510999548222764,0.9532987200501408,0.45518537599067355,1.1164577919634517,-0.7237163814180929,0,0,0,-5.766947007431014,-150.3600053130483,2168,
138,0.9,0.4,1,pivot,20160,1,4h,primary,0.15,1,3,1,false,100,91.78468230122692,-8.215317698773077,22,4,18,18.181818181818183,26,26,100,84.61538461538461,1.857234981893943,1.5715065231410288,5.635606060606061,0,0,0.27917727536558473,0.9954556415273096,0.4331744591601274,1.1164577919634517,-0.6707297865038251,0,0,0,-8.215317698773077,-214.19569336153228,2101,
139,0.9,0.4,1,pivot,20160,1,4h,primary,0.15,2,1,1,false,100,91.61850871187778,-8.38149128812222,40,12,27,30,67,67,100,59.70149253731343,4.785951684111314,2.857284587529143,5.233333333333332,0,0,0.5170629373254774,0.9478128517416331,0.44278687070450995,1.1164577919634517,-0.7237163814180929,0,0,0,-8.38149128812222,-218.5282911373103,2145,
137,0.9,0.4,1,pivot,20160,1,4h,primary,0.15,1,2,1,false,100,95.15926513314064,-4.840734866859364,28,9,18,32.142857142857146,36,36,100,77.77777777777779,2.571556128776229,2.0000992112704004,5.901234567901234,0,0,0.5852863361995366,0.9590822354054208,0.44847083252822895,1.1164577919634517,-0.7237163814180929,0,0,0,-4.840734866859364,-126.21113378745382,2238,
140,0.9,0.4,1,pivot,20160,1,4h,primary,0.15,2,2,1,false,100,93.08034742869286,-6.919652571307139,29,8,20,27.586206896551722,38,38,100,76.31578947368422,2.7144203581526862,2.0715313259586288,5.958333333333333,0,0,0.4669800972685582,0.9577906599394178,0.449098892541123,1.1164577919634517,-0.7237163814180929,0,0,0,-6.9196525713071395,-180.41417686785215,2302,
144,0.9,0.4,1,pivot,20160,1,4h,primary,0.15,3,3,1,false,100,92.77538983811604,-7.224610161883958,21,4,16,19.047619047619047,24,24,100,87.5,1.7143707525174858,1.5000744084528002,5.498333333333333,0,0,0.29765293891988437,0.9654429577622704,0.4428988745583116,1.1164577919634517,-0.6707297865038251,0,0,0,-7.224610161883959,-188.3652513064243,1944,
