Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,32962.73,cascade,both,0.9,0.4,80,"1m(0.1%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",17,70.6,8234.76,484.40,80.8,1.35,0.12,8334.76
2,32962.73,cascade,both,0.9,0.4,80,"1m(0.1%,L3,B2,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=3, minLegBars=2, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",17,70.6,8234.76,484.40,80.8,1.35,0.12,8334.76
3,32962.73,cascade,both,0.9,0.4,80,"1m(0.1%,L3,B4,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",17,70.6,8234.76,484.40,80.8,1.35,0.12,8334.76
4,31354.67,cascade,both,0.9,0.4,80,"1m(0.1%,L2,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=2, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",17,70.6,7832.77,460.75,81.6,1.34,0.11,7932.77
5,31354.67,cascade,both,0.9,0.4,80,"1m(0.1%,L2,B2,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=2, minLegBars=2, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",17,70.6,7832.77,460.75,81.6,1.34,0.11,7932.77
6,31354.67,cascade,both,0.9,0.4,80,"1m(0.1%,L2,B3,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=2, minLegBars=3, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",17,70.6,7832.77,460.75,81.6,1.34,0.11,7932.77
7,16599.74,cascade,both,0.9,0.4,80,"1m(0.1%,L4,B2,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=4, minLegBars=2, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",16,68.8,4144.39,259.02,80.8,1.21,0.07,4244.39
8,16140.81,cascade,both,0.9,0.4,80,"1m(0.1%,L3,B3,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=3, minLegBars=3, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",16,68.8,4029.66,251.85,80.8,1.21,0.07,4129.66
9,16140.81,cascade,both,0.9,0.4,80,"1m(0.1%,L4,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=4, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",16,68.8,4029.66,251.85,80.8,1.21,0.07,4129.66
10,15845.87,cascade,both,0.9,0.4,80,"1m(0.1%,L3,B5,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=3, minLegBars=5, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",14,71.4,3955.28,282.52,71.4,1.45,0.16,4055.28
11,11241.21,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",14,71.4,2804.00,200.29,84.8,1.51,0.17,2904.00
