Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
44,9.74,cascade,both,0.9,0.4,80,"1h(0.2%,L2,B4,OF)","1h: swing=0.2%, lookback=2, minLegBars=4, opposite=false",73,26.0,-100.00,-1.37,100.0,0.68,-0.06,0.00
45,9.65,cascade,both,0.9,0.4,80,"1h(0.4%,L1,B3,OF)","1h: swing=0.4%, lookback=1, minLegBars=3, opposite=false",84,34.5,-100.00,-1.19,100.0,0.41,-0.17,0.00
46,9.49,cascade,both,0.9,0.4,80,"1h(0.1%,L1,B1,OF)","1h: swing=0.1%, lookback=1, minLegBars=1, opposite=false",220,33.2,-100.00,-0.45,100.0,0.43,-0.08,0.00
47,9.45,cascade,both,0.9,0.4,80,"1h(0.4%,L4,B2,OF)","1h: swing=0.4%, lookback=4, minLegBars=2, opposite=false",110,29.1,-100.00,-0.91,100.0,0.55,-0.11,0.00
48,9.35,cascade,both,0.9,0.4,80,"1h(0.5%,L2,B3,OF)","1h: swing=0.5%, lookback=2, minLegBars=3, opposite=false",83,31.3,-100.00,-1.20,100.0,0.46,-0.09,0.00
49,9.28,cascade,both,0.9,0.4,80,"1h(0.7%,L4,B4,OF)","1h: swing=0.7%, lookback=4, minLegBars=4, opposite=false",69,33.3,-100.00,-1.45,100.0,0.39,-0.21,0.00
50,9.28,cascade,both,0.9,0.4,80,"1h(0.1%,L3,B3,OF)","1h: swing=0.1%, lookback=3, minLegBars=3, opposite=false",88,30.7,-100.00,-1.14,100.0,0.47,-0.13,0.00
51,9.28,cascade,both,0.9,0.4,80,"1h(0.2%,L3,B3,OF)","1h: swing=0.2%, lookback=3, minLegBars=3, opposite=false",88,30.7,-100.00,-1.14,100.0,0.47,-0.13,0.00
52,9.28,cascade,both,0.9,0.4,80,"1h(0.3%,L3,B3,OF)","1h: swing=0.3%, lookback=3, minLegBars=3, opposite=false",88,30.7,-100.00,-1.14,100.0,0.47,-0.13,0.00
53,9.28,cascade,both,0.9,0.4,80,"1h(0.7%,L3,B4,OF)","1h: swing=0.7%, lookback=3, minLegBars=4, opposite=false",69,33.3,-100.00,-1.45,100.0,0.39,-0.21,0.00
54,9.23,cascade,both,0.9,0.4,80,"1h(0.1%,L4,B2,OF)","1h: swing=0.1%, lookback=4, minLegBars=2, opposite=false",109,28.4,-100.00,-0.92,100.0,0.53,-0.11,0.00
55,9.23,cascade,both,0.9,0.4,80,"1h(0.2%,L4,B2,OF)","1h: swing=0.2%, lookback=4, minLegBars=2, opposite=false",109,28.4,-100.00,-0.92,100.0,0.53,-0.11,0.00
56,9.23,cascade,both,0.9,0.4,80,"1h(0.3%,L4,B2,OF)","1h: swing=0.3%, lookback=4, minLegBars=2, opposite=false",109,28.4,-100.00,-0.92,100.0,0.53,-0.11,0.00
57,9.21,cascade,both,0.9,0.4,80,"1h(0.2%,L1,B1,OF)","1h: swing=0.2%, lookback=1, minLegBars=1, opposite=false",207,31.9,-100.00,-0.48,100.0,0.43,-0.08,0.00
58,9.13,cascade,both,0.9,0.4,80,"1h(0.1%,L2,B4,OF)","1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",74,23.0,-100.00,-1.35,100.0,0.68,-0.05,0.00
59,9.13,cascade,both,0.9,0.4,80,"1h(0.4%,L3,B2,OF)","1h: swing=0.4%, lookback=3, minLegBars=2, opposite=false",114,31.6,-100.00,-0.88,100.0,0.42,-0.11,0.00
60,9.08,cascade,both,0.9,0.4,80,"1h(0.6%,L4,B4,OF)","1h: swing=0.6%, lookback=4, minLegBars=4, opposite=false",71,35.2,-99.99,-1.41,100.0,0.31,-0.23,0.01
61,8.95,cascade,both,0.9,0.4,80,"1h(0.6%,L2,B3,OF)","1h: swing=0.6%, lookback=2, minLegBars=3, opposite=false",78,29.5,-100.00,-1.28,100.0,0.46,-0.09,0.00
62,8.93,cascade,both,0.9,0.4,80,"1h(0.3%,L1,B4,OF)","1h: swing=0.3%, lookback=1, minLegBars=4, opposite=false",72,33.3,-100.00,-1.39,100.0,0.34,-0.19,0.00
63,8.86,cascade,both,0.9,0.4,80,"1h(0.1%,L2,B3,OF)","1h: swing=0.1%, lookback=2, minLegBars=3, opposite=false",96,24.0,-100.00,-1.04,100.0,0.61,-0.07,0.00
64,8.83,cascade,both,0.9,0.4,80,"1h(0.5%,L2,B2,OF)","1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",114,29.8,-100.00,-0.88,100.0,0.43,-0.08,0.00
65,8.82,cascade,both,0.9,0.4,80,"1h(0.1%,L3,B2,OF)","1h: swing=0.1%, lookback=3, minLegBars=2, opposite=false",115,30.4,-100.00,-0.87,100.0,0.41,-0.11,0.00
66,8.82,cascade,both,0.9,0.4,80,"1h(0.2%,L3,B2,OF)","1h: swing=0.2%, lookback=3, minLegBars=2, opposite=false",115,30.4,-100.00,-0.87,100.0,0.41,-0.11,0.00
67,8.81,cascade,both,0.9,0.4,80,"1h(0.4%,L4,B3,OF)","1h: swing=0.4%, lookback=4, minLegBars=3, opposite=false",86,30.2,-100.00,-1.16,100.0,0.42,-0.13,0.00
68,8.80,cascade,both,0.9,0.4,80,"1h(0.7%,L2,B1,OF)","1h: swing=0.7%, lookback=2, minLegBars=1, opposite=false",142,28.9,-100.00,-0.70,100.0,0.45,-0.07,0.00
69,8.76,cascade,both,0.9,0.4,80,"1h(0.5%,L2,B1,OF)","1h: swing=0.5%, lookback=2, minLegBars=1, opposite=false",169,29.6,-100.00,-0.59,100.0,0.43,-0.07,0.00
70,8.70,cascade,both,0.9,0.4,80,"1h(0.3%,L3,B2,OF)","1h: swing=0.3%, lookback=3, minLegBars=2, opposite=false",114,29.8,-100.00,-0.88,100.0,0.41,-0.11,0.00
71,8.63,cascade,both,0.9,0.4,80,"1h(0.7%,L2,B2,OF)","1h: swing=0.7%, lookback=2, minLegBars=2, opposite=false",98,28.6,-100.00,-1.02,100.0,0.44,-0.09,0.00
72,8.49,cascade,both,0.9,0.4,80,"1h(0.1%,L4,B3,OF)","1h: swing=0.1%, lookback=4, minLegBars=3, opposite=false",86,29.1,-100.00,-1.16,100.0,0.40,-0.13,0.00
73,8.49,cascade,both,0.9,0.4,80,"1h(0.2%,L4,B3,OF)","1h: swing=0.2%, lookback=4, minLegBars=3, opposite=false",86,29.1,-100.00,-1.16,100.0,0.40,-0.13,0.00
74,8.49,cascade,both,0.9,0.4,80,"1h(0.3%,L4,B3,OF)","1h: swing=0.3%, lookback=4, minLegBars=3, opposite=false",86,29.1,-100.00,-1.16,100.0,0.40,-0.13,0.00
75,8.45,cascade,both,0.9,0.4,80,"1h(0.6%,L2,B1,OF)","1h: swing=0.6%, lookback=2, minLegBars=1, opposite=false",158,27.8,-100.00,-0.63,100.0,0.43,-0.07,0.00
76,7.97,cascade,both,0.9,0.4,80,"1h(0.6%,L2,B2,OF)","1h: swing=0.6%, lookback=2, minLegBars=2, opposite=false",106,25.5,-100.00,-0.94,100.0,0.43,-0.09,0.00
77,7.93,cascade,both,0.9,0.4,80,"1h(0.7%,L1,B1,OF)","1h: swing=0.7%, lookback=1, minLegBars=1, opposite=false",113,31.0,-100.00,-0.88,100.0,0.26,-0.18,0.00
78,7.93,cascade,both,0.9,0.4,80,"1h(0.4%,L1,B2,OF)","1h: swing=0.4%, lookback=1, minLegBars=2, opposite=false",112,30.4,-100.00,-0.89,100.0,0.28,-0.17,0.00
79,7.91,cascade,both,0.9,0.4,80,"1h(0.7%,L4,B2,OF)","1h: swing=0.7%, lookback=4, minLegBars=2, opposite=false",108,29.6,-100.00,-0.93,100.0,0.30,-0.18,0.00
80,7.87,cascade,both,0.9,0.4,80,"1h(0.4%,L3,B1,OF)","1h: swing=0.4%, lookback=3, minLegBars=1, opposite=false",170,31.2,-100.00,-0.59,100.0,0.24,-0.12,0.00
81,7.69,cascade,both,0.9,0.4,80,"1h(0.1%,L3,B1,OF)","1h: swing=0.1%, lookback=3, minLegBars=1, opposite=false",176,30.7,-100.00,-0.57,100.0,0.23,-0.12,0.00
82,7.69,cascade,both,0.9,0.4,80,"1h(0.2%,L3,B1,OF)","1h: swing=0.2%, lookback=3, minLegBars=1, opposite=false",176,30.7,-100.00,-0.57,100.0,0.23,-0.12,0.00
83,7.61,cascade,both,0.9,0.4,80,"1h(0.3%,L3,B1,OF)","1h: swing=0.3%, lookback=3, minLegBars=1, opposite=false",175,30.3,-100.00,-0.57,100.0,0.23,-0.12,0.00
84,7.56,cascade,both,0.9,0.4,80,"1h(0.1%,L1,B2,OF)","1h: swing=0.1%, lookback=1, minLegBars=2, opposite=false",143,32.9,-100.00,-0.70,100.0,0.15,-0.16,0.00
85,7.49,cascade,both,0.9,0.4,80,"1h(0.4%,L1,B1,OF)","1h: swing=0.4%, lookback=1, minLegBars=1, opposite=false",164,31.7,-100.00,-0.61,100.0,0.17,-0.14,0.00
86,7.49,cascade,both,0.9,0.4,80,"1h(0.4%,L4,B1,OF)","1h: swing=0.4%, lookback=4, minLegBars=1, opposite=false",163,29.4,-100.00,-0.61,100.0,0.24,-0.12,0.00
87,7.42,cascade,both,0.9,0.4,80,"1h(0.1%,L4,B1,OF)","1h: swing=0.1%, lookback=4, minLegBars=1, opposite=false",165,29.1,-100.00,-0.61,100.0,0.24,-0.12,0.00
88,7.42,cascade,both,0.9,0.4,80,"1h(0.2%,L4,B1,OF)","1h: swing=0.2%, lookback=4, minLegBars=1, opposite=false",165,29.1,-100.00,-0.61,100.0,0.24,-0.12,0.00
89,7.42,cascade,both,0.9,0.4,80,"1h(0.3%,L4,B1,OF)","1h: swing=0.3%, lookback=4, minLegBars=1, opposite=false",165,29.1,-100.00,-0.61,100.0,0.24,-0.12,0.00
90,7.41,cascade,both,0.9,0.4,80,"1h(0.5%,L1,B1,OF)","1h: swing=0.5%, lookback=1, minLegBars=1, opposite=false",144,32.6,-100.00,-0.69,100.0,0.13,-0.17,0.00
91,7.35,cascade,both,0.9,0.4,80,"1h(0.2%,L1,B2,OF)","1h: swing=0.2%, lookback=1, minLegBars=2, opposite=false",135,31.9,-100.00,-0.74,100.0,0.15,-0.16,0.00
92,7.26,cascade,both,0.9,0.4,80,"1h(0.2%,L1,B4,OF)","1h: swing=0.2%, lookback=1, minLegBars=4, opposite=false",75,29.3,-100.00,-1.33,100.0,0.21,-0.19,0.00
93,7.16,cascade,both,0.9,0.4,80,"1h(0.3%,L1,B3,OF)","1h: swing=0.3%, lookback=1, minLegBars=3, opposite=false",92,26.1,-100.00,-1.09,100.0,0.29,-0.16,0.00
94,7.10,cascade,both,0.9,0.4,80,"1h(0.6%,L4,B2,OF)","1h: swing=0.6%, lookback=4, minLegBars=2, opposite=false",110,28.2,-100.00,-0.91,100.0,0.22,-0.19,0.00
95,7.05,cascade,both,0.9,0.4,80,"1h(0.3%,L1,B2,OF)","1h: swing=0.3%, lookback=1, minLegBars=2, opposite=false",121,29.8,-100.00,-0.83,100.0,0.16,-0.17,0.00
96,7.02,cascade,both,0.9,0.4,80,"1h(0.7%,L4,B3,OF)","1h: swing=0.7%, lookback=4, minLegBars=3, opposite=false",82,29.3,-100.00,-1.22,100.0,0.17,-0.22,0.00
97,6.99,cascade,both,0.9,0.4,80,"1h(0.3%,L1,B1,OF)","1h: swing=0.3%, lookback=1, minLegBars=1, opposite=false",184,29.9,-100.00,-0.54,100.0,0.15,-0.13,0.00
98,6.56,cascade,both,0.9,0.4,80,"1h(0.5%,L3,B2,OF)","1h: swing=0.5%, lookback=3, minLegBars=2, opposite=false",113,30.1,-100.00,-0.88,100.0,0.08,-0.19,0.00
99,6.32,cascade,both,0.9,0.4,80,"1h(0.6%,L3,B2,OF)","1h: swing=0.6%, lookback=3, minLegBars=2, opposite=false",112,30.4,-100.00,-0.89,100.0,0.04,-0.19,0.00
100,6.31,cascade,both,0.9,0.4,80,"1h(0.5%,L4,B2,OF)","1h: swing=0.5%, lookback=4, minLegBars=2, opposite=false",110,27.3,-100.00,-0.91,100.0,0.13,-0.19,0.00
101,6.30,cascade,both,0.9,0.4,80,"1h(0.5%,L3,B1,OF)","1h: swing=0.5%, lookback=3, minLegBars=1, opposite=false",165,30.3,-100.00,-0.61,100.0,0.04,-0.16,0.00
102,6.21,cascade,both,0.9,0.4,80,"1h(0.7%,L3,B2,OF)","1h: swing=0.7%, lookback=3, minLegBars=2, opposite=false",107,29.9,-100.00,-0.93,100.0,0.03,-0.20,0.00
103,6.21,cascade,both,0.9,0.4,80,"1h(0.5%,L3,B3,OF)","1h: swing=0.5%, lookback=3, minLegBars=3, opposite=false",85,28.2,-100.00,-1.18,100.0,0.08,-0.22,0.00
104,6.11,cascade,both,0.9,0.4,80,"1h(0.6%,L3,B1,OF)","1h: swing=0.6%, lookback=3, minLegBars=1, opposite=false",159,29.6,-100.00,-0.63,100.0,0.03,-0.16,0.00
105,6.00,cascade,both,0.9,0.4,80,"1h(0.6%,L4,B1,OF)","1h: swing=0.6%, lookback=4, minLegBars=1, opposite=false",156,28.8,-100.00,-0.64,100.0,0.04,-0.16,0.00
106,5.98,cascade,both,0.9,0.4,80,"1h(0.5%,L4,B1,OF)","1h: swing=0.5%, lookback=4, minLegBars=1, opposite=false",159,28.9,-100.00,-0.63,100.0,0.03,-0.16,0.00
107,5.91,cascade,both,0.9,0.4,80,"1h(0.5%,L4,B3,OF)","1h: swing=0.5%, lookback=4, minLegBars=3, opposite=false",85,28.2,-100.00,-1.18,100.0,0.04,-0.22,0.00
108,5.91,cascade,both,0.9,0.4,80,"1h(0.7%,L4,B1,OF)","1h: swing=0.7%, lookback=4, minLegBars=1, opposite=false",151,28.5,-100.00,-0.66,100.0,0.03,-0.17,0.00
109,5.90,cascade,both,0.9,0.4,80,"1h(0.7%,L3,B3,OF)","1h: swing=0.7%, lookback=3, minLegBars=3, opposite=false",80,25.0,-100.00,-1.25,100.0,0.14,-0.23,0.00
110,5.88,cascade,both,0.9,0.4,80,"1h(0.6%,L3,B3,OF)","1h: swing=0.6%, lookback=3, minLegBars=3, opposite=false",81,27.2,-100.00,-1.23,100.0,0.07,-0.23,0.00
111,5.83,cascade,both,0.9,0.4,80,"1h(0.6%,L4,B3,OF)","1h: swing=0.6%, lookback=4, minLegBars=3, opposite=false",84,27.4,-100.00,-1.19,100.0,0.05,-0.23,0.00
112,5.67,cascade,both,0.9,0.4,80,"1h(0.7%,L3,B1,OF)","1h: swing=0.7%, lookback=3, minLegBars=1, opposite=false",152,27.6,-100.00,-0.66,100.0,0.02,-0.17,0.00
