Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
19,14.86,cascade,both,0.9,0.4,1,"4h(0.17%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
20,14.86,cascade,both,0.9,0.4,1,"4h(0.17%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
21,14.86,cascade,both,0.9,0.4,1,"4h(0.171%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
22,14.86,cascade,both,0.9,0.4,1,"4h(0.171%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
23,14.86,cascade,both,0.9,0.4,1,"4h(0.171%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
24,14.86,cascade,both,0.9,0.4,1,"4h(0.171%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
25,14.86,cascade,both,0.9,0.4,1,"4h(0.171%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
26,14.86,cascade,both,0.9,0.4,1,"4h(0.171%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
27,14.86,cascade,both,0.9,0.4,1,"4h(0.171%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
28,14.86,cascade,both,0.9,0.4,1,"4h(0.171%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
29,14.86,cascade,both,0.9,0.4,1,"4h(0.171%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
30,14.86,cascade,both,0.9,0.4,1,"4h(0.171%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
31,14.86,cascade,both,0.9,0.4,1,"4h(0.172%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
32,14.86,cascade,both,0.9,0.4,1,"4h(0.172%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
33,14.86,cascade,both,0.9,0.4,1,"4h(0.172%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
34,14.86,cascade,both,0.9,0.4,1,"4h(0.172%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
35,14.86,cascade,both,0.9,0.4,1,"4h(0.172%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
36,14.86,cascade,both,0.9,0.4,1,"4h(0.172%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
37,14.86,cascade,both,0.9,0.4,1,"4h(0.172%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
38,14.86,cascade,both,0.9,0.4,1,"4h(0.172%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
39,14.86,cascade,both,0.9,0.4,1,"4h(0.172%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
40,14.86,cascade,both,0.9,0.4,1,"4h(0.172%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
41,14.86,cascade,both,0.9,0.4,1,"4h(0.173%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
42,14.86,cascade,both,0.9,0.4,1,"4h(0.173%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
43,14.86,cascade,both,0.9,0.4,1,"4h(0.173%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
44,14.86,cascade,both,0.9,0.4,1,"4h(0.173%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
45,14.86,cascade,both,0.9,0.4,1,"4h(0.173%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
46,14.86,cascade,both,0.9,0.4,1,"4h(0.173%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
47,14.86,cascade,both,0.9,0.4,1,"4h(0.173%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
48,14.86,cascade,both,0.9,0.4,1,"4h(0.173%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
49,14.86,cascade,both,0.9,0.4,1,"4h(0.173%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
50,14.86,cascade,both,0.9,0.4,1,"4h(0.173%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
51,14.86,cascade,both,0.9,0.4,1,"4h(0.174%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
52,14.86,cascade,both,0.9,0.4,1,"4h(0.174%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
53,14.86,cascade,both,0.9,0.4,1,"4h(0.174%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
54,14.86,cascade,both,0.9,0.4,1,"4h(0.174%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
55,14.86,cascade,both,0.9,0.4,1,"4h(0.174%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
56,14.86,cascade,both,0.9,0.4,1,"4h(0.174%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
57,14.86,cascade,both,0.9,0.4,1,"4h(0.174%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
58,14.86,cascade,both,0.9,0.4,1,"4h(0.174%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
59,14.86,cascade,both,0.9,0.4,1,"4h(0.174%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
60,14.86,cascade,both,0.9,0.4,1,"4h(0.174%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
61,14.86,cascade,both,0.9,0.4,1,"4h(0.175%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
62,14.86,cascade,both,0.9,0.4,1,"4h(0.175%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
63,14.86,cascade,both,0.9,0.4,1,"4h(0.175%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
64,14.86,cascade,both,0.9,0.4,1,"4h(0.175%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
65,14.86,cascade,both,0.9,0.4,1,"4h(0.175%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
66,14.86,cascade,both,0.9,0.4,1,"4h(0.175%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
67,14.86,cascade,both,0.9,0.4,1,"4h(0.175%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
68,14.86,cascade,both,0.9,0.4,1,"4h(0.175%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
69,14.86,cascade,both,0.9,0.4,1,"4h(0.175%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
70,14.86,cascade,both,0.9,0.4,1,"4h(0.175%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
71,14.86,cascade,both,0.9,0.4,1,"4h(0.176%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
72,14.86,cascade,both,0.9,0.4,1,"4h(0.176%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
73,14.86,cascade,both,0.9,0.4,1,"4h(0.176%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
74,14.86,cascade,both,0.9,0.4,1,"4h(0.176%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
75,14.86,cascade,both,0.9,0.4,1,"4h(0.176%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
76,14.86,cascade,both,0.9,0.4,1,"4h(0.176%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
77,14.86,cascade,both,0.9,0.4,1,"4h(0.176%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
78,14.86,cascade,both,0.9,0.4,1,"4h(0.176%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
79,14.86,cascade,both,0.9,0.4,1,"4h(0.176%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
80,14.86,cascade,both,0.9,0.4,1,"4h(0.176%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
81,14.86,cascade,both,0.9,0.4,1,"4h(0.177%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
82,14.86,cascade,both,0.9,0.4,1,"4h(0.177%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
83,14.86,cascade,both,0.9,0.4,1,"4h(0.177%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
84,14.86,cascade,both,0.9,0.4,1,"4h(0.177%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
85,14.86,cascade,both,0.9,0.4,1,"4h(0.177%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
86,14.86,cascade,both,0.9,0.4,1,"4h(0.177%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
87,14.86,cascade,both,0.9,0.4,1,"4h(0.177%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
88,14.86,cascade,both,0.9,0.4,1,"4h(0.177%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
89,14.86,cascade,both,0.9,0.4,1,"4h(0.177%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
90,14.86,cascade,both,0.9,0.4,1,"4h(0.177%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
91,14.86,cascade,both,0.9,0.4,1,"4h(0.178%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
92,14.86,cascade,both,0.9,0.4,1,"4h(0.178%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
93,14.86,cascade,both,0.9,0.4,1,"4h(0.178%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
94,14.86,cascade,both,0.9,0.4,1,"4h(0.178%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
95,14.86,cascade,both,0.9,0.4,1,"4h(0.178%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
96,14.86,cascade,both,0.9,0.4,1,"4h(0.178%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
97,14.86,cascade,both,0.9,0.4,1,"4h(0.178%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
98,14.86,cascade,both,0.9,0.4,1,"4h(0.178%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
99,14.86,cascade,both,0.9,0.4,1,"4h(0.178%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
100,14.86,cascade,both,0.9,0.4,1,"4h(0.178%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
101,14.86,cascade,both,0.9,0.4,1,"4h(0.179%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
102,14.86,cascade,both,0.9,0.4,1,"4h(0.179%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
103,14.86,cascade,both,0.9,0.4,1,"4h(0.179%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
104,14.86,cascade,both,0.9,0.4,1,"4h(0.179%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
105,14.86,cascade,both,0.9,0.4,1,"4h(0.179%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
106,14.86,cascade,both,0.9,0.4,1,"4h(0.179%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
107,14.86,cascade,both,0.9,0.4,1,"4h(0.179%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
108,14.86,cascade,both,0.9,0.4,1,"4h(0.179%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
109,14.86,cascade,both,0.9,0.4,1,"4h(0.179%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
110,14.86,cascade,both,0.9,0.4,1,"4h(0.179%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
111,14.86,cascade,both,0.9,0.4,1,"4h(0.18%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
112,14.86,cascade,both,0.9,0.4,1,"4h(0.18%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
113,14.86,cascade,both,0.9,0.4,1,"4h(0.18%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
114,14.86,cascade,both,0.9,0.4,1,"4h(0.18%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
115,14.86,cascade,both,0.9,0.4,1,"4h(0.18%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
116,14.86,cascade,both,0.9,0.4,1,"4h(0.18%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
117,14.86,cascade,both,0.9,0.4,1,"4h(0.18%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
118,14.86,cascade,both,0.9,0.4,1,"4h(0.18%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
119,14.86,cascade,both,0.9,0.4,1,"4h(0.18%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
120,14.86,cascade,both,0.9,0.4,1,"4h(0.18%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
121,14.86,cascade,both,0.9,0.4,1,"4h(0.181%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
122,14.86,cascade,both,0.9,0.4,1,"4h(0.181%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
123,14.86,cascade,both,0.9,0.4,1,"4h(0.181%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
124,14.86,cascade,both,0.9,0.4,1,"4h(0.181%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
125,14.86,cascade,both,0.9,0.4,1,"4h(0.181%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
126,14.86,cascade,both,0.9,0.4,1,"4h(0.181%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
127,14.86,cascade,both,0.9,0.4,1,"4h(0.181%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
128,14.86,cascade,both,0.9,0.4,1,"4h(0.181%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
129,14.86,cascade,both,0.9,0.4,1,"4h(0.181%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
130,14.86,cascade,both,0.9,0.4,1,"4h(0.181%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
131,14.86,cascade,both,0.9,0.4,1,"4h(0.182%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
132,14.86,cascade,both,0.9,0.4,1,"4h(0.182%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
133,14.86,cascade,both,0.9,0.4,1,"4h(0.182%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
134,14.86,cascade,both,0.9,0.4,1,"4h(0.182%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
135,14.86,cascade,both,0.9,0.4,1,"4h(0.182%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
136,14.86,cascade,both,0.9,0.4,1,"4h(0.182%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
137,14.86,cascade,both,0.9,0.4,1,"4h(0.182%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
138,14.86,cascade,both,0.9,0.4,1,"4h(0.182%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
139,14.86,cascade,both,0.9,0.4,1,"4h(0.182%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
140,14.86,cascade,both,0.9,0.4,1,"4h(0.182%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
141,14.86,cascade,both,0.9,0.4,1,"4h(0.183%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
142,14.86,cascade,both,0.9,0.4,1,"4h(0.183%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
143,14.86,cascade,both,0.9,0.4,1,"4h(0.183%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
144,14.86,cascade,both,0.9,0.4,1,"4h(0.183%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
145,14.86,cascade,both,0.9,0.4,1,"4h(0.183%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
146,14.86,cascade,both,0.9,0.4,1,"4h(0.183%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
147,14.86,cascade,both,0.9,0.4,1,"4h(0.183%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
148,14.86,cascade,both,0.9,0.4,1,"4h(0.183%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
149,14.86,cascade,both,0.9,0.4,1,"4h(0.183%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
150,14.86,cascade,both,0.9,0.4,1,"4h(0.183%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
151,14.86,cascade,both,0.9,0.4,1,"4h(0.184%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
152,14.86,cascade,both,0.9,0.4,1,"4h(0.184%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
153,14.86,cascade,both,0.9,0.4,1,"4h(0.184%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
154,14.86,cascade,both,0.9,0.4,1,"4h(0.184%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
155,14.86,cascade,both,0.9,0.4,1,"4h(0.184%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
156,14.86,cascade,both,0.9,0.4,1,"4h(0.184%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
157,14.86,cascade,both,0.9,0.4,1,"4h(0.184%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
158,14.86,cascade,both,0.9,0.4,1,"4h(0.184%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
159,14.86,cascade,both,0.9,0.4,1,"4h(0.184%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
160,14.86,cascade,both,0.9,0.4,1,"4h(0.184%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
161,14.86,cascade,both,0.9,0.4,1,"4h(0.185%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
162,14.86,cascade,both,0.9,0.4,1,"4h(0.185%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
163,14.86,cascade,both,0.9,0.4,1,"4h(0.185%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
164,14.86,cascade,both,0.9,0.4,1,"4h(0.185%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
165,14.86,cascade,both,0.9,0.4,1,"4h(0.185%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
166,14.86,cascade,both,0.9,0.4,1,"4h(0.185%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
167,14.86,cascade,both,0.9,0.4,1,"4h(0.185%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
168,14.86,cascade,both,0.9,0.4,1,"4h(0.185%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
169,14.86,cascade,both,0.9,0.4,1,"4h(0.185%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
170,14.86,cascade,both,0.9,0.4,1,"4h(0.185%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
171,14.86,cascade,both,0.9,0.4,1,"4h(0.186%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
172,14.86,cascade,both,0.9,0.4,1,"4h(0.186%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
173,14.86,cascade,both,0.9,0.4,1,"4h(0.186%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
174,14.86,cascade,both,0.9,0.4,1,"4h(0.186%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
175,14.86,cascade,both,0.9,0.4,1,"4h(0.186%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
176,14.86,cascade,both,0.9,0.4,1,"4h(0.186%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
177,14.86,cascade,both,0.9,0.4,1,"4h(0.186%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
178,14.86,cascade,both,0.9,0.4,1,"4h(0.186%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
179,14.86,cascade,both,0.9,0.4,1,"4h(0.186%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
180,14.86,cascade,both,0.9,0.4,1,"4h(0.186%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
181,14.86,cascade,both,0.9,0.4,1,"4h(0.187%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
182,14.86,cascade,both,0.9,0.4,1,"4h(0.187%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
183,14.86,cascade,both,0.9,0.4,1,"4h(0.187%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
184,14.86,cascade,both,0.9,0.4,1,"4h(0.187%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
185,14.86,cascade,both,0.9,0.4,1,"4h(0.187%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
186,14.86,cascade,both,0.9,0.4,1,"4h(0.187%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
187,14.86,cascade,both,0.9,0.4,1,"4h(0.187%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
188,14.86,cascade,both,0.9,0.4,1,"4h(0.187%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
189,14.86,cascade,both,0.9,0.4,1,"4h(0.187%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
190,14.86,cascade,both,0.9,0.4,1,"4h(0.187%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
191,14.86,cascade,both,0.9,0.4,1,"4h(0.188%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
192,14.86,cascade,both,0.9,0.4,1,"4h(0.188%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
193,14.86,cascade,both,0.9,0.4,1,"4h(0.188%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
194,14.86,cascade,both,0.9,0.4,1,"4h(0.188%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
195,14.86,cascade,both,0.9,0.4,1,"4h(0.188%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
196,14.86,cascade,both,0.9,0.4,1,"4h(0.188%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
197,14.86,cascade,both,0.9,0.4,1,"4h(0.188%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
198,14.86,cascade,both,0.9,0.4,1,"4h(0.188%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
199,14.86,cascade,both,0.9,0.4,1,"4h(0.188%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
200,14.86,cascade,both,0.9,0.4,1,"4h(0.188%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
201,14.86,cascade,both,0.9,0.4,1,"4h(0.189%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
202,14.86,cascade,both,0.9,0.4,1,"4h(0.189%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
203,14.86,cascade,both,0.9,0.4,1,"4h(0.189%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
204,14.86,cascade,both,0.9,0.4,1,"4h(0.189%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
205,14.86,cascade,both,0.9,0.4,1,"4h(0.189%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
206,14.86,cascade,both,0.9,0.4,1,"4h(0.189%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
207,14.86,cascade,both,0.9,0.4,1,"4h(0.189%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
208,14.86,cascade,both,0.9,0.4,1,"4h(0.189%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
209,14.86,cascade,both,0.9,0.4,1,"4h(0.189%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
210,14.86,cascade,both,0.9,0.4,1,"4h(0.189%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
211,14.86,cascade,both,0.9,0.4,1,"4h(0.19%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
212,14.86,cascade,both,0.9,0.4,1,"4h(0.19%)",62,24.2,-13.80,-0.22,14.9,0.45,-0.40,86.20
