Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,76358.10,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",21,71.4,19083.60,908.74,80.8,1.33,0.11,19183.60
2,43839.22,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.5%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=4, opposite=false",20,70.0,10953.98,547.70,80.8,1.32,0.11,11053.98
3,17694.29,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L1,B3,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=1, minLegBars=3, opposite=false",23,65.2,4417.55,192.07,88.6,1.54,0.15,4517.55
4,16534.88,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.5%,L3,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.5%, lookback=3, minLegBars=4, opposite=false",23,60.9,4128.24,179.49,85.7,1.38,0.12,4228.24
5,14720.20,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.6%,L1,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.6%, lookback=1, minLegBars=4, opposite=false",18,66.7,3673.66,204.09,74.0,1.70,0.18,3773.66
6,11644.68,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.5%,L1,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.5%, lookback=1, minLegBars=4, opposite=false",19,68.4,2905.61,152.93,88.3,1.23,0.07,3005.61
7,10732.99,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.5%,L1,B3,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.5%, lookback=1, minLegBars=3, opposite=false",18,66.7,2677.33,148.74,88.6,1.45,0.13,2777.33
8,9499.95,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.7%,L3,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.7%, lookback=3, minLegBars=4, opposite=false",19,63.2,2367.89,124.63,78.7,2.16,0.27,2467.89
9,7102.21,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.7%,L1,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",17,64.7,1769.75,104.10,74.0,1.44,0.13,1869.75
10,6589.36,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.6%,L1,B3,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.6%, lookback=1, minLegBars=3, opposite=false",19,63.2,1642.01,86.42,88.5,1.25,0.07,1742.01
11,6380.40,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L1,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=1, minLegBars=4, opposite=false",20,65.0,1590.04,79.50,91.6,1.07,0.02,1690.04
12,5944.68,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.7%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.7%, lookback=2, minLegBars=4, opposite=false",19,63.2,1479.76,77.88,79.9,1.78,0.22,1579.76
13,5628.33,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.7%,L2,B3,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.7%, lookback=2, minLegBars=3, opposite=false",19,63.2,1401.01,73.74,91.8,1.61,0.19,1501.01
