Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,5553.36,cascade,both,0.9,0.4,80,"30m(0.1%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",21,57.1,1382.29,65.82,76.4,1.77,0.19,1482.29
2,5523.66,cascade,both,0.9,0.4,80,"30m(0.1%,L3,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",19,57.9,1372.54,72.24,76.4,3.45,0.38,1472.54
3,3673.50,cascade,both,0.9,0.4,80,"30m(0.3%,L1,B3,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.3%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",11,63.6,910.84,82.80,56.2,2.38,0.31,1010.84
4,3046.04,cascade,both,0.9,0.4,80,"30m(0.2%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",20,55.0,755.75,37.79,76.4,1.67,0.18,855.75
5,2571.09,cascade,both,0.9,0.4,80,"30m(0.1%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",21,52.4,637.60,30.36,56.9,1.42,0.15,737.60
6,2424.79,cascade,both,0.9,0.4,80,"30m(0.1%,L5,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=5, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",18,55.6,600.77,33.38,64.4,1.48,0.15,700.77
7,2424.79,cascade,both,0.9,0.4,80,"30m(0.2%,L5,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=5, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",18,55.6,600.77,33.38,64.4,1.48,0.15,700.77
8,2174.42,cascade,both,0.9,0.4,80,"30m(0.2%,L2,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",19,52.6,538.73,28.35,56.9,1.27,0.10,638.73
9,1603.92,cascade,both,0.9,0.4,80,"30m(0.2%,L3,B2,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",17,52.9,394.32,23.20,76.4,2.17,0.31,494.32
10,1589.25,cascade,both,0.9,0.4,80,"30m(0.1%,L5,B4,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.1%, lookback=5, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",10,60.0,390.63,39.06,55.9,1.98,0.30,490.63
11,1589.25,cascade,both,0.9,0.4,80,"30m(0.2%,L5,B4,OF)+1h(0.4%,L4,B4,OF)","30m: swing=0.2%, lookback=5, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",10,60.0,390.63,39.06,55.9,1.98,0.30,490.63
