Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
93,5.03,cascade,both,0.9,0.4,80,"2h(0.2%,L3,B1,OF)","2h: swing=0.2%, lookback=3, minLegBars=1, opposite=false",87,24.1,-100.00,-1.15,100.0,0.03,-0.24,0.00
94,5.02,cascade,both,0.9,0.4,80,"2h(0.1%,L5,B1,OF)","2h: swing=0.1%, lookback=5, minLegBars=1, opposite=false",68,25.0,-100.00,-1.47,100.0,0.00,-0.26,0.00
95,5.02,cascade,both,0.9,0.4,80,"2h(0.2%,L5,B1,OF)","2h: swing=0.2%, lookback=5, minLegBars=1, opposite=false",68,25.0,-100.00,-1.47,100.0,0.00,-0.26,0.00
96,5.02,cascade,both,0.9,0.4,80,"2h(0.3%,L5,B1,OF)","2h: swing=0.3%, lookback=5, minLegBars=1, opposite=false",68,25.0,-100.00,-1.47,100.0,0.00,-0.26,0.00
97,5.02,cascade,both,0.9,0.4,80,"2h(0.4%,L5,B1,OF)","2h: swing=0.4%, lookback=5, minLegBars=1, opposite=false",68,25.0,-100.00,-1.47,100.0,0.00,-0.26,0.00
98,5.02,cascade,both,0.9,0.4,80,"2h(0.5%,L5,B1,OF)","2h: swing=0.5%, lookback=5, minLegBars=1, opposite=false",68,25.0,-100.00,-1.47,100.0,0.00,-0.26,0.00
99,5.02,cascade,both,0.9,0.4,80,"2h(0.6%,L5,B1,OF)","2h: swing=0.6%, lookback=5, minLegBars=1, opposite=false",68,25.0,-100.00,-1.47,100.0,0.00,-0.26,0.00
100,4.99,cascade,both,0.9,0.4,80,"2h(0.3%,L1,B2,OF)","2h: swing=0.3%, lookback=1, minLegBars=2, opposite=false",57,24.6,-100.00,-1.75,100.0,0.01,-0.29,0.00
101,4.97,cascade,both,0.9,0.4,80,"2h(0.5%,L3,B1,OF)","2h: swing=0.5%, lookback=3, minLegBars=1, opposite=false",81,24.7,-100.00,-1.23,100.0,0.01,-0.24,0.00
102,4.97,cascade,both,0.9,0.4,80,"2h(0.4%,L4,B1,OF)","2h: swing=0.4%, lookback=4, minLegBars=1, opposite=false",77,24.7,-100.00,-1.30,100.0,0.01,-0.25,0.00
103,4.96,cascade,both,0.9,0.4,80,"2h(0.6%,L1,B1,OF)","2h: swing=0.6%, lookback=1, minLegBars=1, opposite=false",58,24.1,-100.00,-1.72,100.0,0.02,-0.29,0.00
104,4.96,cascade,both,0.9,0.4,80,"2h(0.2%,L2,B4,OF)","2h: swing=0.2%, lookback=2, minLegBars=4, opposite=false",37,18.9,-99.99,-2.70,100.0,0.18,-0.33,0.01
105,4.95,cascade,both,0.9,0.4,80,"2h(0.4%,L3,B4,OF)","2h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",33,24.2,-99.94,-3.03,99.9,0.01,-0.38,0.06
106,4.95,cascade,both,0.9,0.4,80,"2h(0.4%,L2,B4,OF)","2h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",33,24.2,-99.94,-3.03,99.9,0.01,-0.38,0.06
107,4.91,cascade,both,0.9,0.4,80,"2h(0.1%,L4,B1,OF)","2h: swing=0.1%, lookback=4, minLegBars=1, opposite=false",78,24.4,-100.00,-1.28,100.0,0.01,-0.25,0.00
108,4.91,cascade,both,0.9,0.4,80,"2h(0.2%,L4,B1,OF)","2h: swing=0.2%, lookback=4, minLegBars=1, opposite=false",78,24.4,-100.00,-1.28,100.0,0.01,-0.25,0.00
109,4.91,cascade,both,0.9,0.4,80,"2h(0.3%,L4,B1,OF)","2h: swing=0.3%, lookback=4, minLegBars=1, opposite=false",78,24.4,-100.00,-1.28,100.0,0.01,-0.25,0.00
110,4.90,cascade,both,0.9,0.4,80,"2h(0.3%,L2,B1,OF)","2h: swing=0.3%, lookback=2, minLegBars=1, opposite=false",90,24.4,-100.00,-1.11,100.0,0.00,-0.23,0.00
111,4.87,cascade,both,0.9,0.4,80,"2h(0.1%,L2,B1,OF)","2h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",96,24.0,-100.00,-1.04,100.0,0.01,-0.23,0.00
112,4.85,cascade,both,0.9,0.4,80,"2h(0.2%,L2,B1,OF)","2h: swing=0.2%, lookback=2, minLegBars=1, opposite=false",93,23.7,-100.00,-1.08,100.0,0.02,-0.23,0.00
113,4.80,cascade,both,0.9,0.4,80,"2h(0.3%,L3,B1,OF)","2h: swing=0.3%, lookback=3, minLegBars=1, opposite=false",84,23.8,-100.00,-1.19,100.0,0.01,-0.24,0.00
114,4.79,cascade,both,0.9,0.4,80,"2h(0.5%,L2,B1,OF)","2h: swing=0.5%, lookback=2, minLegBars=1, opposite=false",80,23.8,-100.00,-1.25,100.0,0.01,-0.24,0.00
115,4.78,cascade,both,0.9,0.4,80,"2h(0.7%,L3,B1,OF)","2h: swing=0.7%, lookback=3, minLegBars=1, opposite=false",76,23.7,-100.00,-1.32,100.0,0.01,-0.25,0.00
116,4.72,cascade,both,0.9,0.4,80,"2h(0.6%,L2,B1,OF)","2h: swing=0.6%, lookback=2, minLegBars=1, opposite=false",77,23.4,-100.00,-1.30,100.0,0.01,-0.25,0.00
117,4.71,cascade,both,0.9,0.4,80,"2h(0.7%,L1,B2,OF)","2h: swing=0.7%, lookback=1, minLegBars=2, opposite=false",38,21.1,-100.00,-2.63,100.0,0.08,-0.35,0.00
118,4.66,cascade,both,0.9,0.4,80,"2h(0.3%,L3,B3,OF)","2h: swing=0.3%, lookback=3, minLegBars=3, opposite=false",47,21.3,-100.00,-2.13,100.0,0.06,-0.32,0.00
119,4.63,cascade,both,0.9,0.4,80,"2h(0.6%,L2,B4,OF)","2h: swing=0.6%, lookback=2, minLegBars=4, opposite=false",31,19.4,-99.98,-3.23,100.0,0.11,-0.39,0.02
120,4.62,cascade,both,0.9,0.4,80,"2h(0.4%,L4,B4,OF)","2h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",35,22.9,-99.97,-2.86,100.0,0.01,-0.37,0.03
121,4.62,cascade,both,0.9,0.4,80,"2h(0.1%,L4,B4,OF)","2h: swing=0.1%, lookback=4, minLegBars=4, opposite=false",35,22.9,-99.97,-2.86,100.0,0.01,-0.37,0.03
122,4.62,cascade,both,0.9,0.4,80,"2h(0.2%,L4,B4,OF)","2h: swing=0.2%, lookback=4, minLegBars=4, opposite=false",35,22.9,-99.97,-2.86,100.0,0.01,-0.37,0.03
123,4.62,cascade,both,0.9,0.4,80,"2h(0.3%,L4,B4,OF)","2h: swing=0.3%, lookback=4, minLegBars=4, opposite=false",35,22.9,-99.97,-2.86,100.0,0.01,-0.37,0.03
124,4.51,cascade,both,0.9,0.4,80,"2h(0.3%,L1,B4,OF)","2h: swing=0.3%, lookback=1, minLegBars=4, opposite=false",33,21.2,-99.98,-3.03,100.0,0.04,-0.38,0.02
125,4.50,cascade,both,0.9,0.4,80,"2h(0.1%,L2,B4,OF)","2h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",38,21.1,-99.99,-2.63,100.0,0.04,-0.37,0.01
126,4.47,cascade,both,0.9,0.4,80,"2h(0.3%,L1,B5,OF)","2h: swing=0.3%, lookback=1, minLegBars=5, opposite=false",30,16.7,-99.99,-3.33,100.0,0.17,-0.38,0.01
127,4.41,cascade,both,0.9,0.4,80,"2h(0.4%,L3,B3,OF)","2h: swing=0.4%, lookback=3, minLegBars=3, opposite=false",45,20.0,-100.00,-2.22,100.0,0.06,-0.33,0.00
128,4.31,cascade,both,0.9,0.4,80,"2h(0.5%,L2,B3,OF)","2h: swing=0.5%, lookback=2, minLegBars=3, opposite=false",41,19.5,-100.00,-2.44,100.0,0.06,-0.34,0.00
129,4.31,cascade,both,0.9,0.4,80,"2h(0.5%,L3,B4,OF)","2h: swing=0.5%, lookback=3, minLegBars=4, opposite=false",33,21.2,-99.98,-3.03,100.0,0.01,-0.38,0.02
130,4.28,cascade,both,0.9,0.4,80,"2h(0.7%,L5,B5,OF)","2h: swing=0.7%, lookback=5, minLegBars=5, opposite=false",26,19.2,-99.94,-3.84,99.9,0.07,-0.43,0.06
131,4.20,cascade,both,0.9,0.4,80,"2h(0.7%,L1,B1,OF)","2h: swing=0.7%, lookback=1, minLegBars=1, opposite=false",50,20.0,-100.00,-2.00,100.0,0.03,-0.31,0.00
