Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,23.12,cascade,both,0.9,0.4,1,"3h(0.2%,L1,B5)","3h: swing=0.2%, lookback=1, minLegBars=5",21,38.1,-0.75,-0.04,2.5,0.90,-0.05,99.25
2,22.58,cascade,both,0.9,0.4,1,"3h(0.5%,L2,B5)","3h: swing=0.5%, lookback=2, minLegBars=5",19,36.8,-0.84,-0.04,3.1,0.88,-0.07,99.16
3,22.58,cascade,both,0.9,0.4,1,"3h(0.6%,L2,B5)","3h: swing=0.6%, lookback=2, minLegBars=5",19,36.8,-0.84,-0.04,3.1,0.88,-0.07,99.16
4,21.45,cascade,both,0.9,0.4,1,"3h(0.1%,L2,B4)","3h: swing=0.1%, lookback=2, minLegBars=4",26,34.6,-1.74,-0.07,4.2,0.81,-0.10,98.26
5,20.45,cascade,both,0.9,0.4,1,"3h(0.4%,L1,B3)","3h: swing=0.4%, lookback=1, minLegBars=3",30,33.3,-3.14,-0.10,5.0,0.72,-0.16,96.86
6,20.12,cascade,both,0.9,0.4,1,"3h(0.1%,L3,B3)","3h: swing=0.1%, lookback=3, minLegBars=3",33,33.3,-3.42,-0.10,6.9,0.72,-0.16,96.58
7,20.12,cascade,both,0.9,0.4,1,"3h(0.2%,L3,B3)","3h: swing=0.2%, lookback=3, minLegBars=3",33,33.3,-3.42,-0.10,6.9,0.72,-0.16,96.58
8,20.12,cascade,both,0.9,0.4,1,"3h(0.3%,L3,B3)","3h: swing=0.3%, lookback=3, minLegBars=3",33,33.3,-3.42,-0.10,6.9,0.72,-0.16,96.58
9,20.06,cascade,both,0.9,0.4,1,"3h(0.4%,L3,B3)","3h: swing=0.4%, lookback=3, minLegBars=3",33,33.3,-3.50,-0.11,7.0,0.72,-0.16,96.50
10,20.06,cascade,both,0.9,0.4,1,"3h(0.5%,L3,B3)","3h: swing=0.5%, lookback=3, minLegBars=3",33,33.3,-3.50,-0.11,7.0,0.72,-0.16,96.50
11,20.06,cascade,both,0.9,0.4,1,"3h(0.6%,L3,B3)","3h: swing=0.6%, lookback=3, minLegBars=3",33,33.3,-3.50,-0.11,7.0,0.72,-0.16,96.50
12,19.60,cascade,both,0.9,0.4,1,"3h(0.4%,L2,B5)","3h: swing=0.4%, lookback=2, minLegBars=5",20,30.0,-2.73,-0.14,3.5,0.65,-0.22,97.27
13,19.44,cascade,both,0.9,0.4,1,"3h(0.2%,L1,B4)","3h: swing=0.2%, lookback=1, minLegBars=4",26,30.8,-3.36,-0.13,5.4,0.65,-0.21,96.64
14,19.44,cascade,both,0.9,0.4,1,"3h(0.3%,L1,B5)","3h: swing=0.3%, lookback=1, minLegBars=5",20,30.0,-2.75,-0.14,4.4,0.65,-0.21,97.25
15,19.27,cascade,both,0.9,0.4,1,"3h(0.7%,L1,B5)","3h: swing=0.7%, lookback=1, minLegBars=5",17,29.4,-2.43,-0.14,4.1,0.63,-0.23,97.57
16,19.01,cascade,both,0.9,0.4,1,"3h(0.5%,L2,B4)","3h: swing=0.5%, lookback=2, minLegBars=4",24,29.2,-3.40,-0.14,5.1,0.63,-0.22,96.60
17,18.85,cascade,both,0.9,0.4,1,"3h(0.4%,L2,B4)","3h: swing=0.4%, lookback=2, minLegBars=4",24,29.2,-3.90,-0.16,4.7,0.59,-0.26,96.10
18,18.84,cascade,both,0.9,0.4,1,"3h(0.1%,L4,B4)","3h: swing=0.1%, lookback=4, minLegBars=4",24,29.2,-3.65,-0.15,5.2,0.61,-0.24,96.35
19,18.84,cascade,both,0.9,0.4,1,"3h(0.2%,L4,B4)","3h: swing=0.2%, lookback=4, minLegBars=4",24,29.2,-3.65,-0.15,5.2,0.61,-0.24,96.35
20,18.84,cascade,both,0.9,0.4,1,"3h(0.3%,L4,B4)","3h: swing=0.3%, lookback=4, minLegBars=4",24,29.2,-3.65,-0.15,5.2,0.61,-0.24,96.35
21,18.84,cascade,both,0.9,0.4,1,"3h(0.4%,L4,B4)","3h: swing=0.4%, lookback=4, minLegBars=4",24,29.2,-3.65,-0.15,5.2,0.61,-0.24,96.35
22,18.84,cascade,both,0.9,0.4,1,"3h(0.5%,L4,B4)","3h: swing=0.5%, lookback=4, minLegBars=4",24,29.2,-3.65,-0.15,5.2,0.61,-0.24,96.35
23,18.84,cascade,both,0.9,0.4,1,"3h(0.6%,L4,B4)","3h: swing=0.6%, lookback=4, minLegBars=4",24,29.2,-3.65,-0.15,5.2,0.61,-0.24,96.35
24,18.68,cascade,both,0.9,0.4,1,"3h(0.2%,L1,B2)","3h: swing=0.2%, lookback=1, minLegBars=2",49,30.6,-6.45,-0.13,9.0,0.65,-0.21,93.55
25,18.51,cascade,both,0.9,0.4,1,"3h(0.1%,L5,B3)","3h: swing=0.1%, lookback=5, minLegBars=3",24,29.2,-3.81,-0.16,6.5,0.60,-0.25,96.19
26,18.51,cascade,both,0.9,0.4,1,"3h(0.2%,L5,B3)","3h: swing=0.2%, lookback=5, minLegBars=3",24,29.2,-3.81,-0.16,6.5,0.60,-0.25,96.19
27,18.51,cascade,both,0.9,0.4,1,"3h(0.3%,L5,B3)","3h: swing=0.3%, lookback=5, minLegBars=3",24,29.2,-3.81,-0.16,6.5,0.60,-0.25,96.19
28,18.51,cascade,both,0.9,0.4,1,"3h(0.4%,L5,B3)","3h: swing=0.4%, lookback=5, minLegBars=3",24,29.2,-3.81,-0.16,6.5,0.60,-0.25,96.19
29,18.51,cascade,both,0.9,0.4,1,"3h(0.5%,L5,B3)","3h: swing=0.5%, lookback=5, minLegBars=3",24,29.2,-3.81,-0.16,6.5,0.60,-0.25,96.19
30,18.51,cascade,both,0.9,0.4,1,"3h(0.6%,L5,B3)","3h: swing=0.6%, lookback=5, minLegBars=3",24,29.2,-3.81,-0.16,6.5,0.60,-0.25,96.19
