Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,55.24,cascade,both,0.9,0.4,1,"4h(0.4%)+2h(0.2%)",4,75.0,1.78,0.44,0.7,3.43,0.65,101.78
2,54.03,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.2%)",6,66.7,2.26,0.38,1.2,2.88,0.54,102.26
3,54.03,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.2%)",6,66.7,2.26,0.38,1.2,2.88,0.54,102.26
4,54.03,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.2%)",6,66.7,2.26,0.38,1.2,2.88,0.54,102.26
5,54.03,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.2%)",6,66.7,2.26,0.38,1.2,2.88,0.54,102.26
6,54.03,cascade,both,0.9,0.4,1,"4h(0.4%)+2h(0.2%)",6,66.7,2.26,0.38,1.2,2.88,0.54,102.26
7,53.24,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.2%)",1,100.0,0.81,0.81,0.0,999.00,0.00,100.81
8,53.24,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.2%)",1,100.0,0.81,0.81,0.0,999.00,0.00,100.81
9,53.24,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.2%)",1,100.0,0.81,0.81,0.0,999.00,0.00,100.81
10,53.24,cascade,both,0.9,0.4,1,"4h(0.2%)+2h(0.2%)",1,100.0,0.81,0.81,0.0,999.00,0.00,100.81
11,53.24,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.2%)",1,100.0,0.81,0.81,0.0,999.00,0.00,100.81
12,53.24,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.2%)",1,100.0,0.81,0.81,0.0,999.00,0.00,100.81
13,53.24,cascade,both,0.9,0.4,1,"4h(0.3%)+2h(0.2%)",1,100.0,0.81,0.81,0.0,999.00,0.00,100.81
