Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,19.86,cascade,both,0.9,0.4,1,"4h(0.5%)",19,31.6,-2.77,-0.15,3.8,0.65,-0.22,97.23
2,19.51,cascade,both,0.9,0.4,1,"4h(0.1%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
3,19.51,cascade,both,0.9,0.4,1,"4h(0.2%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
4,19.51,cascade,both,0.9,0.4,1,"4h(0.3%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
5,19.51,cascade,both,0.9,0.4,1,"4h(0.4%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
6,19.51,cascade,both,0.9,0.4,1,"4h(0.5%)",16,31.3,-2.60,-0.16,4.0,0.61,-0.25,97.40
7,18.87,cascade,both,0.9,0.4,1,"4h(0.1%)",21,28.6,-3.12,-0.15,4.8,0.62,-0.23,96.88
8,18.87,cascade,both,0.9,0.4,1,"4h(0.2%)",21,28.6,-3.12,-0.15,4.8,0.62,-0.23,96.88
9,18.87,cascade,both,0.9,0.4,1,"4h(0.3%)",21,28.6,-3.12,-0.15,4.8,0.62,-0.23,96.88
10,18.87,cascade,both,0.9,0.4,1,"4h(0.4%)",21,28.6,-3.12,-0.15,4.8,0.62,-0.23,96.88
11,18.87,cascade,both,0.9,0.4,1,"4h(0.5%)",21,28.6,-3.12,-0.15,4.8,0.62,-0.23,96.88
12,18.62,cascade,both,0.9,0.4,1,"4h(0.1%)",27,29.6,-4.42,-0.16,6.3,0.59,-0.26,95.58
13,18.62,cascade,both,0.9,0.4,1,"4h(0.2%)",27,29.6,-4.42,-0.16,6.3,0.59,-0.26,95.58
14,18.62,cascade,both,0.9,0.4,1,"4h(0.3%)",27,29.6,-4.42,-0.16,6.3,0.59,-0.26,95.58
15,18.62,cascade,both,0.9,0.4,1,"4h(0.4%)",27,29.6,-4.42,-0.16,6.3,0.59,-0.26,95.58
16,18.62,cascade,both,0.9,0.4,1,"4h(0.5%)",27,29.6,-4.42,-0.16,6.3,0.59,-0.26,95.58
17,17.99,cascade,both,0.9,0.4,1,"4h(0.1%)",18,27.8,-3.71,-0.21,5.5,0.53,-0.32,96.29
18,17.99,cascade,both,0.9,0.4,1,"4h(0.2%)",18,27.8,-3.71,-0.21,5.5,0.53,-0.32,96.29
19,17.99,cascade,both,0.9,0.4,1,"4h(0.3%)",18,27.8,-3.71,-0.21,5.5,0.53,-0.32,96.29
20,17.99,cascade,both,0.9,0.4,1,"4h(0.4%)",18,27.8,-3.71,-0.21,5.5,0.53,-0.32,96.29
21,17.99,cascade,both,0.9,0.4,1,"4h(0.5%)",18,27.8,-3.71,-0.21,5.5,0.53,-0.32,96.29
22,17.96,cascade,both,0.9,0.4,1,"4h(0.6%)",19,26.3,-3.79,-0.20,4.0,0.52,-0.32,96.21
23,17.68,cascade,both,0.9,0.4,1,"4h(0.6%)",26,26.9,-5.01,-0.19,6.1,0.53,-0.32,94.99
24,17.66,cascade,both,0.9,0.4,1,"4h(0.1%)",23,26.1,-4.03,-0.18,6.0,0.55,-0.29,95.97
25,17.66,cascade,both,0.9,0.4,1,"4h(0.2%)",23,26.1,-4.03,-0.18,6.0,0.55,-0.29,95.97
26,17.66,cascade,both,0.9,0.4,1,"4h(0.3%)",23,26.1,-4.03,-0.18,6.0,0.55,-0.29,95.97
27,17.66,cascade,both,0.9,0.4,1,"4h(0.4%)",23,26.1,-4.03,-0.18,6.0,0.55,-0.29,95.97
28,17.66,cascade,both,0.9,0.4,1,"4h(0.5%)",23,26.1,-4.03,-0.18,6.0,0.55,-0.29,95.97
29,17.39,cascade,both,0.9,0.4,1,"4h(0.6%)",20,25.0,-4.05,-0.20,5.0,0.51,-0.33,95.95
30,17.32,cascade,both,0.9,0.4,1,"4h(0.6%)",16,25.0,-3.62,-0.23,4.0,0.47,-0.38,96.38
31,17.27,cascade,both,0.9,0.4,1,"4h(0.1%)",20,25.0,-4.26,-0.21,5.3,0.50,-0.35,95.74
32,17.11,cascade,both,0.9,0.4,1,"4h(0.4%)",23,26.1,-5.16,-0.22,6.8,0.49,-0.36,94.84
33,16.73,cascade,both,0.9,0.4,1,"4h(0.5%)",55,27.3,-9.74,-0.18,11.8,0.54,-0.30,90.26
34,16.59,cascade,both,0.9,0.4,1,"4h(0.6%)",53,26.4,-9.72,-0.18,11.0,0.53,-0.32,90.28
