Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,13.98,cascade,both,0.9,0.4,80,"1h(0.1%,L3,B4,OF)","1h: swing=0.1%, lookback=3, minLegBars=4, opposite=false",63,41.3,-92.34,-1.47,99.6,0.86,-0.04,7.66
2,13.98,cascade,both,0.9,0.4,80,"1h(0.2%,L3,B4,OF)","1h: swing=0.2%, lookback=3, minLegBars=4, opposite=false",63,41.3,-92.34,-1.47,99.6,0.86,-0.04,7.66
3,13.92,cascade,both,0.9,0.4,80,"1h(0.4%,L3,B4,OF)","1h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",64,40.6,-92.88,-1.45,99.6,0.87,-0.04,7.12
4,13.60,cascade,both,0.9,0.4,80,"1h(0.3%,L3,B4,OF)","1h: swing=0.3%, lookback=3, minLegBars=4, opposite=false",63,39.7,-97.07,-1.54,99.8,0.85,-0.04,2.93
5,13.55,cascade,both,0.9,0.4,80,"1h(0.4%,L4,B4,OF)","1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",60,43.3,-60.16,-1.00,98.8,0.73,-0.11,39.84
6,13.45,cascade,both,0.9,0.4,80,"1h(0.4%,L1,B4,OF)","1h: swing=0.4%, lookback=1, minLegBars=4, opposite=false",60,40.0,-91.05,-1.52,98.9,0.82,-0.08,8.95
7,13.13,cascade,both,0.9,0.4,80,"1h(0.6%,L1,B4,OF)","1h: swing=0.6%, lookback=1, minLegBars=4, opposite=false",46,37.0,-98.26,-2.14,99.8,0.86,-0.04,1.74
8,13.09,cascade,both,0.9,0.4,80,"1h(0.5%,L3,B5,OF)","1h: swing=0.5%, lookback=3, minLegBars=5, opposite=false",54,35.2,-99.38,-1.84,100.0,0.91,-0.02,0.62
9,12.63,cascade,both,0.9,0.4,80,"1h(0.3%,L4,B4,OF)","1h: swing=0.3%, lookback=4, minLegBars=4, opposite=false",60,41.7,-85.61,-1.43,98.8,0.64,-0.16,14.39
10,12.60,cascade,both,0.9,0.4,80,"1h(0.4%,L3,B5,OF)","1h: swing=0.4%, lookback=3, minLegBars=5, opposite=false",55,32.7,-99.87,-1.82,100.0,0.91,-0.02,0.13
11,12.14,cascade,both,0.9,0.4,80,"1h(0.6%,L1,B3,OF)","1h: swing=0.6%, lookback=1, minLegBars=3, opposite=false",51,33.3,-99.87,-1.96,100.0,0.82,-0.05,0.13
12,12.07,cascade,both,0.9,0.4,80,"1h(0.7%,L1,B4,OF)","1h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",39,35.9,-98.10,-2.52,99.8,0.73,-0.07,1.90
13,12.06,cascade,both,0.9,0.4,80,"1h(0.5%,L3,B4,OF)","1h: swing=0.5%, lookback=3, minLegBars=4, opposite=false",61,36.1,-99.38,-1.63,100.0,0.73,-0.06,0.62
14,11.95,cascade,both,0.9,0.4,80,"1h(0.7%,L1,B3,OF)","1h: swing=0.7%, lookback=1, minLegBars=3, opposite=false",42,35.7,-98.64,-2.35,99.9,0.72,-0.07,1.36
15,11.94,cascade,both,0.9,0.4,80,"1h(0.5%,L1,B4,OF)","1h: swing=0.5%, lookback=1, minLegBars=4, opposite=false",52,34.6,-99.70,-1.92,100.0,0.75,-0.06,0.30
16,11.92,cascade,both,0.9,0.4,80,"1h(0.6%,L1,B1,OF)","1h: swing=0.6%, lookback=1, minLegBars=1, opposite=false",75,32.0,-100.00,-1.33,100.0,0.83,-0.04,0.00
17,11.90,cascade,both,0.9,0.4,80,"1h(0.5%,L1,B3,OF)","1h: swing=0.5%, lookback=1, minLegBars=3, opposite=false",57,33.3,-99.93,-1.75,100.0,0.79,-0.05,0.07
18,11.83,cascade,both,0.9,0.4,80,"1h(0.5%,L4,B4,OF)","1h: swing=0.5%, lookback=4, minLegBars=4, opposite=false",59,40.7,-90.43,-1.53,98.9,0.55,-0.19,9.57
19,11.82,cascade,both,0.9,0.4,80,"1h(0.6%,L1,B2,OF)","1h: swing=0.6%, lookback=1, minLegBars=2, opposite=false",60,31.7,-99.97,-1.67,100.0,0.82,-0.04,0.03
20,11.82,cascade,both,0.9,0.4,80,"1h(0.6%,L1,B5,OF)","1h: swing=0.6%, lookback=1, minLegBars=5, opposite=false",39,30.8,-99.71,-2.56,99.9,0.85,-0.04,0.29
21,11.74,cascade,both,0.9,0.4,80,"1h(0.1%,L3,B5,OF)","1h: swing=0.1%, lookback=3, minLegBars=5, opposite=false",58,27.6,-100.00,-1.72,100.0,0.93,-0.02,0.00
22,11.74,cascade,both,0.9,0.4,80,"1h(0.2%,L3,B5,OF)","1h: swing=0.2%, lookback=3, minLegBars=5, opposite=false",58,27.6,-100.00,-1.72,100.0,0.93,-0.02,0.00
23,11.74,cascade,both,0.9,0.4,80,"1h(0.7%,L1,B2,OF)","1h: swing=0.7%, lookback=1, minLegBars=2, opposite=false",49,34.7,-99.27,-2.03,100.0,0.72,-0.06,0.73
24,11.64,cascade,both,0.9,0.4,80,"1h(0.3%,L3,B5,OF)","1h: swing=0.3%, lookback=3, minLegBars=5, opposite=false",59,27.1,-100.00,-1.69,100.0,0.93,-0.02,0.00
25,11.64,cascade,both,0.9,0.4,80,"1h(0.5%,L2,B2,OF)","1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",85,30.6,-100.00,-1.18,100.0,0.83,-0.03,0.00
26,11.63,cascade,both,0.9,0.4,80,"1h(0.4%,L3,B2,OF)","1h: swing=0.4%, lookback=3, minLegBars=2, opposite=false",92,31.5,-100.00,-1.09,100.0,0.80,-0.05,0.00
27,11.60,cascade,both,0.9,0.4,80,"1h(0.3%,L3,B2,OF)","1h: swing=0.3%, lookback=3, minLegBars=2, opposite=false",92,31.5,-100.00,-1.09,100.0,0.79,-0.05,0.00
28,11.50,cascade,both,0.9,0.4,80,"1h(0.5%,L2,B4,OF)","1h: swing=0.5%, lookback=2, minLegBars=4, opposite=false",62,33.9,-99.91,-1.61,100.0,0.71,-0.06,0.09
