Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,38930.82,cascade,both,1,0.4,80,"1m(0.2%,L3,B1,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,100.0,9719.09,1388.44,0.0,999.00,0.89,9819.09
2,38930.82,cascade,both,1,0.4,80,"1m(0.2%,L3,B2,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=2, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,100.0,9719.09,1388.44,0.0,999.00,0.89,9819.09
3,20402.05,cascade,both,1,0.4,80,"1m(0.2%,L2,B1,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=2, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,100.0,5086.74,847.79,0.0,999.00,1.02,5186.74
4,20402.05,cascade,both,1,0.4,80,"1m(0.2%,L2,B2,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=2, minLegBars=2, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,100.0,5086.74,847.79,0.0,999.00,1.02,5186.74
5,18024.20,cascade,both,1,0.4,80,"1m(0.2%,L3,B3,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=3, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,100.0,4492.27,748.71,0.0,999.00,1.02,4592.27
6,18024.20,cascade,both,1,0.4,80,"1m(0.2%,L3,B4,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,100.0,4492.27,748.71,0.0,999.00,1.02,4592.27
7,18024.20,cascade,both,1,0.4,80,"1m(0.2%,L3,B5,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=5, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,100.0,4492.27,748.71,0.0,999.00,1.02,4592.27
8,13068.31,cascade,both,1,0.4,80,"1m(0.1%,L2,B1,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=2, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,85.7,3256.09,465.16,37.3,24.32,0.85,3356.09
9,13068.31,cascade,both,1,0.4,80,"1m(0.1%,L2,B2,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=2, minLegBars=2, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,85.7,3256.09,465.16,37.3,24.32,0.85,3356.09
10,13068.31,cascade,both,1,0.4,80,"1m(0.1%,L2,B4,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,85.7,3256.09,465.16,37.3,24.32,0.85,3356.09
11,13068.31,cascade,both,1,0.4,80,"1m(0.1%,L2,B5,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=2, minLegBars=5, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,85.7,3256.09,465.16,37.3,24.32,0.85,3356.09
12,13068.31,cascade,both,1,0.4,80,"1m(0.1%,L3,B1,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,85.7,3256.09,465.16,37.3,24.32,0.85,3356.09
13,13068.31,cascade,both,1,0.4,80,"1m(0.1%,L3,B2,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=3, minLegBars=2, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,85.7,3256.09,465.16,37.3,24.32,0.85,3356.09
14,13068.31,cascade,both,1,0.4,80,"1m(0.1%,L3,B3,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=3, minLegBars=3, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,85.7,3256.09,465.16,37.3,24.32,0.85,3356.09
15,13068.31,cascade,both,1,0.4,80,"1m(0.1%,L3,B4,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,85.7,3256.09,465.16,37.3,24.32,0.85,3356.09
16,12493.53,cascade,both,1,0.4,80,"1m(0.1%,L4,B1,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=4, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,85.7,3112.40,444.63,37.3,23.29,0.85,3212.40
17,12493.53,cascade,both,1,0.4,80,"1m(0.1%,L4,B4,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",7,85.7,3112.40,444.63,37.3,23.29,0.85,3212.40
18,9359.10,cascade,both,1,0.4,80,"1m(0.2%,L2,B3,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=2, minLegBars=3, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",5,100.0,2325.78,465.16,0.0,999.00,1.20,2425.78
19,9359.10,cascade,both,1,0.4,80,"1m(0.2%,L2,B4,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=2, minLegBars=4, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",5,100.0,2325.78,465.16,0.0,999.00,1.20,2425.78
20,9285.29,cascade,both,1,0.4,80,"1m(0.3%,L4,B1,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.3%, lookback=4, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",5,100.0,2307.32,461.46,0.0,999.00,1.20,2407.32
21,9285.29,cascade,both,1,0.4,80,"1m(0.3%,L4,B2,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.3%, lookback=4, minLegBars=2, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",5,100.0,2307.32,461.46,0.0,999.00,1.20,2407.32
22,9285.29,cascade,both,1,0.4,80,"1m(0.3%,L4,B3,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.3%, lookback=4, minLegBars=3, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",5,100.0,2307.32,461.46,0.0,999.00,1.20,2407.32
23,9285.29,cascade,both,1,0.4,80,"1m(0.3%,L4,B4,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.3%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",5,100.0,2307.32,461.46,0.0,999.00,1.20,2407.32
24,6741.59,cascade,both,1,0.4,80,"1m(0.1%,L1,B1,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,83.3,1674.43,279.07,37.3,23.70,0.93,1774.43
25,5922.07,cascade,both,1,0.4,80,"1m(0.1%,L2,B3,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=2, minLegBars=3, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,83.3,1469.60,244.93,37.3,11.53,0.89,1569.60
26,5922.07,cascade,both,1,0.4,80,"1m(0.1%,L3,B5,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=3, minLegBars=5, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,83.3,1469.60,244.93,37.3,11.53,0.89,1569.60
27,5922.07,cascade,both,1,0.4,80,"1m(0.1%,L4,B2,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=4, minLegBars=2, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,83.3,1469.60,244.93,37.3,11.53,0.89,1569.60
28,5922.07,cascade,both,1,0.4,80,"1m(0.1%,L4,B3,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=4, minLegBars=3, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,83.3,1469.60,244.93,37.3,11.53,0.89,1569.60
29,5922.07,cascade,both,1,0.4,80,"1m(0.1%,L4,B5,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.1%, lookback=4, minLegBars=5, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,83.3,1469.60,244.93,37.3,11.53,0.89,1569.60
30,5922.07,cascade,both,1,0.4,80,"1m(0.2%,L4,B1,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=4, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,83.3,1469.60,244.93,37.3,11.53,0.89,1569.60
31,5922.07,cascade,both,1,0.4,80,"1m(0.2%,L4,B2,OF)+30m(0.7%,L1,B5,OF)+1h(0.5%,L2,B2,OF)","1m: swing=0.2%, lookback=4, minLegBars=2, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",6,83.3,1469.60,244.93,37.3,11.53,0.89,1569.60
