Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
19,15.23,cascade,both,0.9,0.4,80,"4h(0.5%,L1,B2,OF)","4h: swing=0.5%, lookback=1, minLegBars=2, opposite=false",74,51.4,-100.00,-1.35,100.0,0.74,-0.07,-0.00
20,15.23,cascade,both,0.9,0.4,80,"4h(0.1%,L1,B2,OF)","4h: swing=0.1%, lookback=1, minLegBars=2, opposite=false",85,51.8,-100.00,-1.18,100.0,0.73,-0.06,-0.00
21,15.22,cascade,both,0.9,0.4,80,"4h(0.2%,L1,B2,OF)","4h: swing=0.2%, lookback=1, minLegBars=2, opposite=false",84,51.2,-100.00,-1.19,100.1,0.75,-0.06,-0.00
22,15.18,cascade,both,0.9,0.4,80,"4h(0.6%,L2,B2,OF)","4h: swing=0.6%, lookback=2, minLegBars=2, opposite=false",72,52.8,-100.00,-1.39,100.0,0.69,-0.08,-0.00
23,15.10,cascade,both,0.9,0.4,80,"4h(0.6%,L1,B1,OF)","4h: swing=0.6%, lookback=1, minLegBars=1, opposite=false",122,50.8,-100.00,-0.82,100.0,0.74,-0.07,-0.00
24,15.00,cascade,both,0.9,0.4,80,"4h(0.3%,L1,B2,OF)","4h: swing=0.3%, lookback=1, minLegBars=2, opposite=false",82,48.8,-100.00,-1.22,100.0,0.79,-0.06,-0.00
25,14.39,cascade,both,0.9,0.4,80,"4h(0.5%,L1,B1,OF)","4h: swing=0.5%, lookback=1, minLegBars=1, opposite=false",129,50.4,-100.00,-0.78,100.0,0.65,-0.08,-0.00
26,14.38,cascade,both,0.9,0.4,80,"4h(0.3%,L1,B1,OF)","4h: swing=0.3%, lookback=1, minLegBars=1, opposite=false",142,48.6,-100.00,-0.70,100.0,0.70,-0.06,-0.00
27,14.14,cascade,both,0.9,0.4,80,"4h(0.2%,L1,B1,OF)","4h: swing=0.2%, lookback=1, minLegBars=1, opposite=false",151,47.7,-100.00,-0.66,100.0,0.69,-0.06,-0.00
28,13.90,cascade,both,0.9,0.4,80,"4h(0.4%,L1,B1,OF)","4h: swing=0.4%, lookback=1, minLegBars=1, opposite=false",134,49.3,-100.00,-0.75,100.0,0.61,-0.08,-0.00
29,13.66,cascade,both,0.9,0.4,80,"4h(0.1%,L3,B2,OF)","4h: swing=0.1%, lookback=3, minLegBars=2, opposite=false",69,36.2,-99.96,-1.45,100.0,0.96,-0.01,0.04
30,13.66,cascade,both,0.9,0.4,80,"4h(0.2%,L3,B2,OF)","4h: swing=0.2%, lookback=3, minLegBars=2, opposite=false",69,36.2,-99.96,-1.45,100.0,0.96,-0.01,0.04
31,13.66,cascade,both,0.9,0.4,80,"4h(0.3%,L3,B2,OF)","4h: swing=0.3%, lookback=3, minLegBars=2, opposite=false",69,36.2,-99.96,-1.45,100.0,0.96,-0.01,0.04
32,13.66,cascade,both,0.9,0.4,80,"4h(0.4%,L3,B2,OF)","4h: swing=0.4%, lookback=3, minLegBars=2, opposite=false",69,36.2,-99.96,-1.45,100.0,0.96,-0.01,0.04
33,13.66,cascade,both,0.9,0.4,80,"4h(0.5%,L3,B2,OF)","4h: swing=0.5%, lookback=3, minLegBars=2, opposite=false",69,36.2,-99.96,-1.45,100.0,0.96,-0.01,0.04
34,12.67,cascade,both,0.9,0.4,80,"4h(0.1%,L2,B3,OF)","4h: swing=0.1%, lookback=2, minLegBars=3, opposite=false",53,32.1,-99.96,-1.89,100.0,0.94,-0.02,0.04
35,12.67,cascade,both,0.9,0.4,80,"4h(0.2%,L2,B3,OF)","4h: swing=0.2%, lookback=2, minLegBars=3, opposite=false",53,32.1,-99.96,-1.89,100.0,0.94,-0.02,0.04
36,12.67,cascade,both,0.9,0.4,80,"4h(0.3%,L2,B3,OF)","4h: swing=0.3%, lookback=2, minLegBars=3, opposite=false",53,32.1,-99.96,-1.89,100.0,0.94,-0.02,0.04
37,12.65,cascade,both,0.9,0.4,80,"4h(0.1%,L3,B1,OF)","4h: swing=0.1%, lookback=3, minLegBars=1, opposite=false",111,33.3,-100.00,-0.90,100.0,0.90,-0.03,0.00
38,12.65,cascade,both,0.9,0.4,80,"4h(0.2%,L3,B1,OF)","4h: swing=0.2%, lookback=3, minLegBars=1, opposite=false",111,33.3,-100.00,-0.90,100.0,0.90,-0.03,0.00
39,12.65,cascade,both,0.9,0.4,80,"4h(0.3%,L3,B1,OF)","4h: swing=0.3%, lookback=3, minLegBars=1, opposite=false",111,33.3,-100.00,-0.90,100.0,0.90,-0.03,0.00
40,12.65,cascade,both,0.9,0.4,80,"4h(0.4%,L3,B1,OF)","4h: swing=0.4%, lookback=3, minLegBars=1, opposite=false",111,33.3,-100.00,-0.90,100.0,0.90,-0.03,0.00
41,12.65,cascade,both,0.9,0.4,80,"4h(0.5%,L3,B1,OF)","4h: swing=0.5%, lookback=3, minLegBars=1, opposite=false",111,33.3,-100.00,-0.90,100.0,0.90,-0.03,0.00
42,12.38,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B2,OF)","4h: swing=0.1%, lookback=4, minLegBars=2, opposite=false",62,33.9,-99.97,-1.61,100.0,0.84,-0.05,0.03
43,12.38,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B2,OF)","4h: swing=0.2%, lookback=4, minLegBars=2, opposite=false",62,33.9,-99.97,-1.61,100.0,0.84,-0.05,0.03
44,12.38,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B2,OF)","4h: swing=0.3%, lookback=4, minLegBars=2, opposite=false",62,33.9,-99.97,-1.61,100.0,0.84,-0.05,0.03
45,12.38,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B2,OF)","4h: swing=0.4%, lookback=4, minLegBars=2, opposite=false",62,33.9,-99.97,-1.61,100.0,0.84,-0.05,0.03
46,12.38,cascade,both,0.9,0.4,80,"4h(0.5%,L4,B2,OF)","4h: swing=0.5%, lookback=4, minLegBars=2, opposite=false",62,33.9,-99.97,-1.61,100.0,0.84,-0.05,0.03
47,12.38,cascade,both,0.9,0.4,80,"4h(0.6%,L4,B2,OF)","4h: swing=0.6%, lookback=4, minLegBars=2, opposite=false",62,33.9,-99.97,-1.61,100.0,0.84,-0.05,0.03
48,12.38,cascade,both,0.9,0.4,80,"4h(0.1%,L3,B4,OF)","4h: swing=0.1%, lookback=3, minLegBars=4, opposite=false",39,33.3,-99.53,-2.55,99.8,0.86,-0.05,0.47
49,12.38,cascade,both,0.9,0.4,80,"4h(0.2%,L3,B4,OF)","4h: swing=0.2%, lookback=3, minLegBars=4, opposite=false",39,33.3,-99.53,-2.55,99.8,0.86,-0.05,0.47
50,12.38,cascade,both,0.9,0.4,80,"4h(0.3%,L3,B4,OF)","4h: swing=0.3%, lookback=3, minLegBars=4, opposite=false",39,33.3,-99.53,-2.55,99.8,0.86,-0.05,0.47
51,12.38,cascade,both,0.9,0.4,80,"4h(0.4%,L3,B4,OF)","4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",39,33.3,-99.53,-2.55,99.8,0.86,-0.05,0.47
52,12.38,cascade,both,0.9,0.4,80,"4h(0.5%,L3,B4,OF)","4h: swing=0.5%, lookback=3, minLegBars=4, opposite=false",39,33.3,-99.53,-2.55,99.8,0.86,-0.05,0.47
53,12.37,cascade,both,0.9,0.4,80,"4h(0.6%,L3,B2,OF)","4h: swing=0.6%, lookback=3, minLegBars=2, opposite=false",68,33.8,-99.99,-1.47,100.0,0.84,-0.04,0.01
54,12.15,cascade,both,0.9,0.4,80,"4h(0.6%,L3,B1,OF)","4h: swing=0.6%, lookback=3, minLegBars=1, opposite=false",110,32.7,-100.00,-0.91,100.0,0.84,-0.04,0.00
55,12.15,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B1,OF)","4h: swing=0.1%, lookback=4, minLegBars=1, opposite=false",95,33.7,-100.00,-1.05,100.0,0.81,-0.04,0.00
56,12.15,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B1,OF)","4h: swing=0.2%, lookback=4, minLegBars=1, opposite=false",95,33.7,-100.00,-1.05,100.0,0.81,-0.04,0.00
57,12.15,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B1,OF)","4h: swing=0.3%, lookback=4, minLegBars=1, opposite=false",95,33.7,-100.00,-1.05,100.0,0.81,-0.04,0.00
58,12.15,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B1,OF)","4h: swing=0.4%, lookback=4, minLegBars=1, opposite=false",95,33.7,-100.00,-1.05,100.0,0.81,-0.04,0.00
59,12.15,cascade,both,0.9,0.4,80,"4h(0.5%,L4,B1,OF)","4h: swing=0.5%, lookback=4, minLegBars=1, opposite=false",95,33.7,-100.00,-1.05,100.0,0.81,-0.04,0.00
60,12.15,cascade,both,0.9,0.4,80,"4h(0.6%,L4,B1,OF)","4h: swing=0.6%, lookback=4, minLegBars=1, opposite=false",95,33.7,-100.00,-1.05,100.0,0.81,-0.04,0.00
61,11.72,cascade,both,0.9,0.4,80,"4h(0.1%,L1,B3,OF)","4h: swing=0.1%, lookback=1, minLegBars=3, opposite=false",59,27.1,-100.00,-1.69,100.0,0.94,-0.01,0.00
62,11.67,cascade,both,0.9,0.4,80,"4h(0.5%,L2,B4,OF)","4h: swing=0.5%, lookback=2, minLegBars=4, opposite=false",40,30.0,-99.94,-2.50,100.0,0.85,-0.05,0.06
63,11.40,cascade,both,0.9,0.4,80,"4h(0.1%,L3,B3,OF)","4h: swing=0.1%, lookback=3, minLegBars=3, opposite=false",50,30.0,-99.98,-2.00,100.0,0.81,-0.06,0.02
64,11.40,cascade,both,0.9,0.4,80,"4h(0.2%,L3,B3,OF)","4h: swing=0.2%, lookback=3, minLegBars=3, opposite=false",50,30.0,-99.98,-2.00,100.0,0.81,-0.06,0.02
65,11.40,cascade,both,0.9,0.4,80,"4h(0.3%,L3,B3,OF)","4h: swing=0.3%, lookback=3, minLegBars=3, opposite=false",50,30.0,-99.98,-2.00,100.0,0.81,-0.06,0.02
66,11.40,cascade,both,0.9,0.4,80,"4h(0.4%,L3,B3,OF)","4h: swing=0.4%, lookback=3, minLegBars=3, opposite=false",50,30.0,-99.98,-2.00,100.0,0.81,-0.06,0.02
67,11.40,cascade,both,0.9,0.4,80,"4h(0.5%,L3,B3,OF)","4h: swing=0.5%, lookback=3, minLegBars=3, opposite=false",50,30.0,-99.98,-2.00,100.0,0.81,-0.06,0.02
68,10.85,cascade,both,0.9,0.4,80,"4h(0.1%,L1,B4,OF)","4h: swing=0.1%, lookback=1, minLegBars=4, opposite=false",44,31.8,-99.71,-2.27,99.9,0.67,-0.10,0.29
69,10.79,cascade,both,0.9,0.4,80,"4h(0.2%,L1,B4,OF)","4h: swing=0.2%, lookback=1, minLegBars=4, opposite=false",43,32.6,-99.63,-2.32,99.9,0.64,-0.11,0.37
70,10.78,cascade,both,0.9,0.4,80,"4h(0.5%,L1,B4,OF)","4h: swing=0.5%, lookback=1, minLegBars=4, opposite=false",40,27.5,-99.97,-2.50,100.0,0.79,-0.08,0.03
71,10.51,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B3,OF)","4h: swing=0.1%, lookback=4, minLegBars=3, opposite=false",46,28.3,-99.99,-2.17,100.0,0.73,-0.07,0.01
72,10.51,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B3,OF)","4h: swing=0.2%, lookback=4, minLegBars=3, opposite=false",46,28.3,-99.99,-2.17,100.0,0.73,-0.07,0.01
73,10.51,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B3,OF)","4h: swing=0.3%, lookback=4, minLegBars=3, opposite=false",46,28.3,-99.99,-2.17,100.0,0.73,-0.07,0.01
74,10.51,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B3,OF)","4h: swing=0.4%, lookback=4, minLegBars=3, opposite=false",46,28.3,-99.99,-2.17,100.0,0.73,-0.07,0.01
75,10.51,cascade,both,0.9,0.4,80,"4h(0.5%,L4,B3,OF)","4h: swing=0.5%, lookback=4, minLegBars=3, opposite=false",46,28.3,-99.99,-2.17,100.0,0.73,-0.07,0.01
76,10.51,cascade,both,0.9,0.4,80,"4h(0.6%,L4,B3,OF)","4h: swing=0.6%, lookback=4, minLegBars=3, opposite=false",46,28.3,-99.99,-2.17,100.0,0.73,-0.07,0.01
77,10.31,cascade,both,0.9,0.4,80,"4h(0.4%,L2,B3,OF)","4h: swing=0.4%, lookback=2, minLegBars=3, opposite=false",53,28.3,-100.00,-1.89,100.0,0.70,-0.09,0.00
78,10.31,cascade,both,0.9,0.4,80,"4h(0.5%,L2,B3,OF)","4h: swing=0.5%, lookback=2, minLegBars=3, opposite=false",53,28.3,-100.00,-1.89,100.0,0.70,-0.09,0.00
79,10.27,cascade,both,0.9,0.4,80,"4h(0.6%,L1,B4,OF)","4h: swing=0.6%, lookback=1, minLegBars=4, opposite=false",40,25.0,-99.99,-2.50,100.0,0.79,-0.08,0.01
80,10.22,cascade,both,0.9,0.4,80,"4h(0.4%,L1,B4,OF)","4h: swing=0.4%, lookback=1, minLegBars=4, opposite=false",42,26.2,-99.98,-2.38,100.0,0.75,-0.10,0.02
81,10.00,cascade,both,0.9,0.4,80,"4h(0.3%,L1,B4,OF)","4h: swing=0.3%, lookback=1, minLegBars=4, opposite=false",42,28.6,-99.88,-2.38,100.0,0.64,-0.11,0.12
82,9.72,cascade,both,0.9,0.4,80,"4h(0.6%,L3,B4,OF)","4h: swing=0.6%, lookback=3, minLegBars=4, opposite=false",38,28.9,-99.87,-2.63,99.9,0.59,-0.17,0.13
83,9.67,cascade,both,0.9,0.4,80,"4h(0.6%,L3,B3,OF)","4h: swing=0.6%, lookback=3, minLegBars=3, opposite=false",50,28.0,-99.99,-2.00,100.0,0.61,-0.14,0.01
84,8.66,cascade,both,0.9,0.4,80,"4h(0.1%,L4,B4,OF)","4h: swing=0.1%, lookback=4, minLegBars=4, opposite=false",37,27.0,-99.90,-2.70,99.9,0.49,-0.14,0.10
85,8.66,cascade,both,0.9,0.4,80,"4h(0.2%,L4,B4,OF)","4h: swing=0.2%, lookback=4, minLegBars=4, opposite=false",37,27.0,-99.90,-2.70,99.9,0.49,-0.14,0.10
86,8.66,cascade,both,0.9,0.4,80,"4h(0.3%,L4,B4,OF)","4h: swing=0.3%, lookback=4, minLegBars=4, opposite=false",37,27.0,-99.90,-2.70,99.9,0.49,-0.14,0.10
87,8.66,cascade,both,0.9,0.4,80,"4h(0.4%,L4,B4,OF)","4h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",37,27.0,-99.90,-2.70,99.9,0.49,-0.14,0.10
88,8.66,cascade,both,0.9,0.4,80,"4h(0.5%,L4,B4,OF)","4h: swing=0.5%, lookback=4, minLegBars=4, opposite=false",37,27.0,-99.90,-2.70,99.9,0.49,-0.14,0.10
89,8.66,cascade,both,0.9,0.4,80,"4h(0.6%,L4,B4,OF)","4h: swing=0.6%, lookback=4, minLegBars=4, opposite=false",37,27.0,-99.90,-2.70,99.9,0.49,-0.14,0.10
90,7.96,cascade,both,0.9,0.4,80,"4h(0.6%,L2,B3,OF)","4h: swing=0.6%, lookback=2, minLegBars=3, opposite=false",53,24.5,-100.00,-1.89,100.0,0.46,-0.17,0.00
91,6.87,cascade,both,0.9,0.4,80,"4h(0.6%,L2,B4,OF)","4h: swing=0.6%, lookback=2, minLegBars=4, opposite=false",39,20.5,-100.00,-2.56,100.0,0.42,-0.20,0.00
92,5.77,cascade,both,0.9,0.4,80,"4h(0.2%,L1,B3,OF)","4h: swing=0.2%, lookback=1, minLegBars=3, opposite=false",57,28.1,-99.99,-1.75,100.0,0.02,-0.29,0.01
93,5.34,cascade,both,0.9,0.4,80,"4h(0.6%,L1,B3,OF)","4h: swing=0.6%, lookback=1, minLegBars=3, opposite=false",54,20.4,-100.00,-1.85,100.0,0.19,-0.28,0.00
94,5.27,cascade,both,0.9,0.4,80,"4h(0.5%,L1,B3,OF)","4h: swing=0.5%, lookback=1, minLegBars=3, opposite=false",55,20.0,-100.00,-1.82,100.0,0.19,-0.28,0.00
95,4.34,cascade,both,0.9,0.4,80,"4h(0.3%,L1,B3,OF)","4h: swing=0.3%, lookback=1, minLegBars=3, opposite=false",57,21.1,-100.00,-1.75,100.0,0.02,-0.29,0.00
96,3.77,cascade,both,0.9,0.4,80,"4h(0.4%,L1,B3,OF)","4h: swing=0.4%, lookback=1, minLegBars=3, opposite=false",56,17.9,-100.00,-1.79,100.0,0.03,-0.29,0.00
