Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
35,16.12,cascade,both,0.9,0.4,1,"4h(0.398%)+2h(0.34%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
36,16.12,cascade,both,0.9,0.4,1,"4h(0.398%)+2h(0.35%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
37,16.12,cascade,both,0.9,0.4,1,"4h(0.398%)+2h(0.36%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
38,16.12,cascade,both,0.9,0.4,1,"4h(0.398%)+2h(0.37%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
39,16.12,cascade,both,0.9,0.4,1,"4h(0.398%)+2h(0.38%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
40,16.12,cascade,both,0.9,0.4,1,"4h(0.398%)+2h(0.39%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
41,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.2%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
42,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.21%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
43,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.22%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
44,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.23%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
45,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.24%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
46,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.25%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
47,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.26%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
48,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.27%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
49,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.28%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
50,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.29%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
51,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.3%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
52,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.31%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
53,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.32%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
54,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.33%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
55,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.34%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
56,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.35%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
57,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.36%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
58,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.37%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
59,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.38%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
60,16.12,cascade,both,0.9,0.4,1,"4h(0.399%)+2h(0.39%)",50,26.0,-10.46,-0.21,11.7,0.49,-0.36,89.54
61,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.2%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
62,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.21%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
63,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.22%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
64,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.23%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
65,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.24%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
66,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.25%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
67,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.26%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
68,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.27%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
69,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.28%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
70,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.29%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
71,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.3%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
72,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.31%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
73,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.32%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
74,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.33%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
75,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.34%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
76,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.35%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
77,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.36%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
78,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.37%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
79,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.38%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
80,16.09,cascade,both,0.9,0.4,1,"4h(0.369%)+2h(0.39%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
81,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.2%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
82,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.21%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
83,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.22%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
84,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.23%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
85,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.24%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
86,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.25%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
87,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.26%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
88,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.27%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
89,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.28%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
90,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.29%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
91,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.3%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
92,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.31%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
93,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.32%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
94,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.33%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
95,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.34%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
96,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.35%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
97,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.36%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
98,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.37%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
99,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.38%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
100,16.09,cascade,both,0.9,0.4,1,"4h(0.37%)+2h(0.39%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
101,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.2%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
102,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.21%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
103,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.22%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
104,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.23%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
105,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.24%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
106,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.25%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
107,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.26%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
108,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.27%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
109,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.28%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
110,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.29%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
111,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.3%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
112,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.31%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
113,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.32%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
114,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.33%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
115,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.34%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
116,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.35%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
117,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.36%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
118,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.37%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
119,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.38%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
120,16.09,cascade,both,0.9,0.4,1,"4h(0.371%)+2h(0.39%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
121,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.2%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
122,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.21%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
123,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.22%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
124,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.23%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
125,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.24%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
126,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.25%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
127,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.26%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
128,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.27%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
129,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.28%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
130,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.29%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
131,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.3%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
132,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.31%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
133,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.32%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
134,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.33%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
135,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.34%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
136,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.35%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
137,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.36%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
138,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.37%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
139,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.38%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
140,16.09,cascade,both,0.9,0.4,1,"4h(0.372%)+2h(0.39%)",54,25.9,-11.10,-0.21,11.9,0.49,-0.35,88.90
141,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.2%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
142,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.21%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
143,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.22%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
144,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.23%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
145,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.24%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
146,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.25%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
147,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.26%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
148,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.27%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
149,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.28%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
150,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.29%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
151,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.3%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
152,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.31%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
153,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.32%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
154,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.33%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
155,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.34%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
156,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.35%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
157,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.36%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
158,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.37%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
159,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.38%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
160,15.84,cascade,both,0.9,0.4,1,"4h(0.391%)+2h(0.39%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
161,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.2%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
162,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.21%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
163,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.22%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
164,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.23%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
165,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.24%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
166,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.25%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
167,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.26%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
168,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.27%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
169,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.28%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
170,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.29%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
171,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.3%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
172,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.31%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
173,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.32%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
174,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.33%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
175,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.34%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
176,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.35%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
177,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.36%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
178,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.37%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
179,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.38%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
180,15.84,cascade,both,0.9,0.4,1,"4h(0.392%)+2h(0.39%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
181,15.84,cascade,both,0.9,0.4,1,"4h(0.393%)+2h(0.2%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
182,15.84,cascade,both,0.9,0.4,1,"4h(0.393%)+2h(0.21%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
183,15.84,cascade,both,0.9,0.4,1,"4h(0.393%)+2h(0.22%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
184,15.84,cascade,both,0.9,0.4,1,"4h(0.393%)+2h(0.23%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
185,15.84,cascade,both,0.9,0.4,1,"4h(0.393%)+2h(0.24%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
186,15.84,cascade,both,0.9,0.4,1,"4h(0.393%)+2h(0.25%)",51,25.5,-10.93,-0.21,12.2,0.48,-0.37,89.07
