Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,51.00,cascade,both,0.9,0.4,1,"2h(0.1%,L4,B5,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.1%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,62.5,2.55,0.32,0.7,2.43,0.45,102.55
2,51.00,cascade,both,0.9,0.4,1,"2h(0.2%,L4,B5,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.2%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,62.5,2.55,0.32,0.7,2.43,0.45,102.55
3,51.00,cascade,both,0.9,0.4,1,"2h(0.3%,L4,B5,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.3%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,62.5,2.55,0.32,0.7,2.43,0.45,102.55
4,51.00,cascade,both,0.9,0.4,1,"2h(0.4%,L4,B5,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.4%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,62.5,2.55,0.32,0.7,2.43,0.45,102.55
5,51.00,cascade,both,0.9,0.4,1,"2h(0.5%,L4,B5,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.5%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,62.5,2.55,0.32,0.7,2.43,0.45,102.55
6,51.00,cascade,both,0.9,0.4,1,"2h(0.6%,L4,B5,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.6%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,62.5,2.55,0.32,0.7,2.43,0.45,102.55
7,49.83,cascade,both,0.9,0.4,1,"2h(0.6%,L2,B5,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.6%, lookback=2, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,62.5,2.46,0.31,1.2,2.34,0.43,102.46
8,49.20,cascade,both,0.9,0.4,1,"2h(0.7%,L4,B5,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.7%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",8,62.5,2.33,0.29,0.7,2.31,0.42,102.33
9,38.96,cascade,both,0.9,0.4,1,"2h(0.7%,L4,B2,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.7%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",25,48.0,2.55,0.10,2.2,1.33,0.14,102.55
10,36.69,cascade,both,0.9,0.4,1,"2h(0.6%,L3,B2,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.6%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",28,46.4,2.23,0.08,2.2,1.26,0.11,102.23
11,36.14,cascade,both,0.9,0.4,1,"2h(0.1%,L3,B2,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.1%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",28,46.4,2.13,0.08,2.2,1.24,0.11,102.13
12,36.14,cascade,both,0.9,0.4,1,"2h(0.2%,L3,B2,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.2%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",28,46.4,2.13,0.08,2.2,1.24,0.11,102.13
13,35.69,cascade,both,0.9,0.4,1,"2h(0.6%,L3,B4,OF)+1h(0.4%,L4,B4,OF)","2h: swing=0.6%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false",14,50.0,1.52,0.11,1.1,1.36,0.15,101.52
