Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,76358.10,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",21,71.4,19083.60,908.74,80.8,1.33,0.11,19183.60
2,72920.73,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.2%,L2,B4,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.2%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",21,71.4,18224.51,867.83,80.8,1.21,0.07,18324.51
3,60000.26,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.3%,L1,B2,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.3%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",24,66.7,14994.92,624.79,90.9,1.07,0.02,15094.92
4,58665.54,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L2,B2,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",28,64.3,14661.28,523.62,81.3,1.11,0.03,14761.28
5,51813.63,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.7%,L1,B2,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",16,75.0,12945.72,809.11,57.1,2.18,0.25,13045.72
6,51813.63,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.7%,L1,B3,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",16,75.0,12945.72,809.11,57.1,2.18,0.25,13045.72
7,45282.76,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.7%,L1,B5,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.7%, lookback=1, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",14,78.6,11311.15,807.94,57.1,5.34,0.49,11411.15
8,33572.03,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.6%,L1,B2,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",17,70.6,8386.14,493.30,71.3,1.85,0.21,8486.14
9,32362.51,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.1%,L4,B2,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",34,58.8,8085.91,237.82,92.2,1.05,0.02,8185.91
10,32362.51,cascade,both,0.9,0.4,80,"1m(0.7%,L3,B1,OF)+30m(0.2%,L4,B2,OF)+1h(0.4%,L2,B4,OF)","1m: swing=0.7%, lookback=3, minLegBars=1, opposite=false | 30m: swing=0.2%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",34,58.8,8085.91,237.82,92.2,1.05,0.02,8185.91
