Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,10.74,cascade,both,0.9,0.4,80,"1h(0.5%,L2,B4,OF)+4h(0.4%,L3,B4,OF)","1h: swing=0.5%, lookback=2, minLegBars=4, opposite=false | 4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",6,33.3,-44.79,-7.46,55.2,0.61,-0.25,55.21
2,10.65,cascade,both,0.9,0.4,80,"1h(0.1%,L3,B4,OF)+4h(0.4%,L3,B4,OF)","1h: swing=0.1%, lookback=3, minLegBars=4, opposite=false | 4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",6,33.3,-50.30,-8.38,57.2,0.60,-0.25,49.70
3,10.45,cascade,both,0.9,0.4,80,"1h(0.4%,L1,B2,OF)+4h(0.4%,L3,B4,OF)","1h: swing=0.4%, lookback=1, minLegBars=2, opposite=false | 4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",6,33.3,-47.55,-7.92,61.1,0.57,-0.28,52.45
4,10.25,cascade,both,0.9,0.4,80,"1h(0.5%,L2,B3,OF)+4h(0.4%,L3,B4,OF)","1h: swing=0.5%, lookback=2, minLegBars=3, opposite=false | 4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",6,33.3,-64.49,-10.75,73.3,0.54,-0.30,35.51
5,8.84,cascade,both,0.9,0.4,80,"1h(0.6%,L1,B2,OF)+4h(0.4%,L3,B4,OF)","1h: swing=0.6%, lookback=1, minLegBars=2, opposite=false | 4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",7,28.6,-70.51,-10.07,70.5,0.47,-0.37,29.49
6,8.28,cascade,both,0.9,0.4,80,"1h(0.6%,L2,B4,OF)+4h(0.4%,L3,B4,OF)","1h: swing=0.6%, lookback=2, minLegBars=4, opposite=false | 4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",4,25.0,-50.35,-12.59,56.8,0.49,-0.35,49.65
7,8.06,cascade,both,0.9,0.4,80,"1h(0.2%,L3,B3,OF)+4h(0.4%,L3,B4,OF)","1h: swing=0.2%, lookback=3, minLegBars=3, opposite=false | 4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",7,28.6,-82.65,-11.81,90.0,0.35,-0.45,17.35
8,7.66,cascade,both,0.9,0.4,80,"1h(0.5%,L1,B2,OF)+4h(0.4%,L3,B4,OF)","1h: swing=0.5%, lookback=1, minLegBars=2, opposite=false | 4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",7,28.6,-74.19,-10.60,80.9,0.29,-0.51,25.81
9,7.16,cascade,both,0.9,0.4,80,"1h(0.1%,L2,B2,OF)+4h(0.4%,L3,B4,OF)","1h: swing=0.1%, lookback=2, minLegBars=2, opposite=false | 4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",4,25.0,-58.35,-14.59,65.2,0.32,-0.56,41.65
10,6.82,cascade,both,0.9,0.4,80,"1h(0.1%,L1,B4,OF)+4h(0.4%,L3,B4,OF)","1h: swing=0.1%, lookback=1, minLegBars=4, opposite=false | 4h: swing=0.4%, lookback=3, minLegBars=4, opposite=false",4,25.0,-62.36,-15.59,67.4,0.27,-0.59,37.64
