Rank,TotalReturn%,WinRate%,TotalTrades,FinalCapital,MaxDrawdown%,AvgTradeReturn%,PivotCount,TimeframeMinutes,Lookback,MinSwingPct,MinLegBars,TakeProfit%,StopLoss%,Leverage,TradeDirection
1,-4.26,36.8,76,95.74,6.37,0.06,76,240,1,0.1,1,0.9,0.4,1,both
2,-4.26,36.8,76,95.74,6.37,0.06,76,120,1,0.1,1,0.9,0.4,1,both
