Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
64,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.222%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
65,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.223%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
66,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.224%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
67,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.225%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
68,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.226%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
69,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.227%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
70,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.228%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
71,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.229%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
72,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.23%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
73,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.231%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
74,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.232%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
75,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.233%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
76,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.234%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
77,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.235%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
78,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.236%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
79,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.237%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
80,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.238%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
81,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.239%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
82,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.24%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
83,16.77,cascade,both,0.9,0.4,1,"4h(0.33%)+2h(0.241%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
84,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.201%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
85,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.202%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
86,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.203%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
87,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.204%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
88,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.205%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
89,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.206%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
90,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.207%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
91,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.208%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
92,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.209%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
93,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.21%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
94,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.211%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
95,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.212%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
96,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.213%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
97,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.214%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
98,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.215%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
99,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.216%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
100,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.217%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
101,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.218%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
102,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.219%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
103,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.22%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
104,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.221%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
105,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.222%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
106,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.223%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
107,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.224%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
108,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.225%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
109,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.226%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
110,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.227%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
111,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.228%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
112,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.229%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
113,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.23%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
114,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.231%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
115,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.232%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
116,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.233%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
117,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.234%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
118,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.235%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
119,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.236%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
120,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.237%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
121,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.238%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
122,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.239%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
123,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.24%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
124,16.77,cascade,both,0.9,0.4,1,"4h(0.34%)+2h(0.241%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
125,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.201%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
126,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.202%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
127,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.203%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
128,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.204%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
129,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.205%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
130,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.206%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
131,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.207%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
132,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.208%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
133,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.209%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
134,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.21%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
135,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.211%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
136,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.212%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
137,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.213%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
138,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.214%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
139,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.215%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
140,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.216%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
141,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.217%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
142,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.218%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
143,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.219%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
144,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.22%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
145,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.221%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
146,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.222%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
147,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.223%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
148,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.224%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
149,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.225%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
150,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.226%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
151,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.227%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
152,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.228%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
153,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.229%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
154,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.23%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
155,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.231%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
156,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.232%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
157,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.233%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
158,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.234%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
159,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.235%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
160,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.236%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
161,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.237%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
162,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.238%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
163,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.239%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
164,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.24%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
165,16.77,cascade,both,0.9,0.4,1,"4h(0.35%)+2h(0.241%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
166,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.201%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
167,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.202%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
168,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.203%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
169,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.204%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
170,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.205%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
171,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.206%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
172,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.207%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
173,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.208%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
174,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.209%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
175,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.21%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
176,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.211%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
177,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.212%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
178,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.213%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
179,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.214%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
180,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.215%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
181,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.216%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
182,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.217%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
183,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.218%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
184,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.219%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
185,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.22%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
186,16.77,cascade,both,0.9,0.4,1,"4h(0.36%)+2h(0.221%)",35,25.7,-7.65,-0.22,7.7,0.47,-0.37,92.35
