Rank,TotalReturn%,WinRate%,TotalTrades,FinalCapital,MaxDrawdown%,AvgTradeReturn%,PivotCount,TimeframeMinutes,Lookback,MinSwingPct,MinLegBars,TakeProfit%,StopLoss%,Leverage,TradeDirection
275,-5.15,29.2,24,94.85,5.15,-0.03,25,15,2,0.2,3,0.9,0.4,1,both
276,-5.15,29.2,24,94.85,5.15,-0.03,25,5,2,0.2,3,0.9,0.4,1,both
277,-5.23,32.1,28,94.77,5.23,0.00,51,240,2,0.4,1,0.9,0.4,1,short
278,-5.23,32.1,28,94.77,5.23,0.00,51,60,2,0.4,1,0.9,0.4,1,short
279,-5.23,32.1,28,94.77,5.23,0.00,51,15,2,0.4,1,0.9,0.4,1,short
280,-5.23,32.1,28,94.77,5.23,0.00,51,5,2,0.4,1,0.9,0.4,1,short
281,-5.33,27.3,22,94.67,5.33,-0.06,22,240,2,0.4,3,0.9,0.4,1,both
282,-5.33,27.3,22,94.67,5.33,-0.06,22,60,2,0.4,3,0.9,0.4,1,both
283,-5.33,27.3,22,94.67,5.33,-0.06,22,15,2,0.4,3,0.9,0.4,1,both
284,-5.33,27.3,22,94.67,5.33,-0.06,22,5,2,0.4,3,0.9,0.4,1,both
285,-5.39,27.3,22,94.61,5.39,-0.06,22,240,0,0.3,3,0.9,0.4,1,both
286,-5.39,27.3,22,94.61,5.39,-0.06,22,240,1,0.3,3,0.9,0.4,1,both
287,-5.39,27.3,22,94.61,5.39,-0.06,22,60,0,0.3,3,0.9,0.4,1,both
288,-5.39,27.3,22,94.61,5.39,-0.06,22,60,1,0.3,3,0.9,0.4,1,both
289,-5.39,27.3,22,94.61,5.39,-0.06,22,15,0,0.3,3,0.9,0.4,1,both
290,-5.39,27.3,22,94.61,5.39,-0.06,22,15,1,0.3,3,0.9,0.4,1,both
291,-5.39,27.3,22,94.61,5.39,-0.06,22,5,0,0.3,3,0.9,0.4,1,both
292,-5.39,27.3,22,94.61,5.39,-0.06,22,5,1,0.3,3,0.9,0.4,1,both
293,-5.57,32.3,31,94.43,6.41,0.01,56,240,2,0.2,1,0.9,0.4,1,short
294,-5.57,32.3,31,94.43,6.41,0.01,56,60,2,0.2,1,0.9,0.4,1,short
295,-5.57,32.3,31,94.43,6.41,0.01,56,15,2,0.2,1,0.9,0.4,1,short
296,-5.57,32.3,31,94.43,6.41,0.01,56,5,2,0.2,1,0.9,0.4,1,short
297,-5.81,26.1,23,94.19,5.81,-0.07,23,240,2,0.3,3,0.9,0.4,1,both
298,-5.81,26.1,23,94.19,5.81,-0.07,23,60,2,0.3,3,0.9,0.4,1,both
299,-5.81,26.1,23,94.19,5.81,-0.07,23,15,2,0.3,3,0.9,0.4,1,both
300,-5.81,26.1,23,94.19,5.81,-0.07,23,5,2,0.3,3,0.9,0.4,1,both
301,-5.85,31.0,29,94.15,5.85,-0.02,52,240,2,0.3,1,0.9,0.4,1,short
302,-5.85,31.0,29,94.15,5.85,-0.02,52,60,2,0.3,1,0.9,0.4,1,short
303,-5.85,31.0,29,94.15,5.85,-0.02,52,15,2,0.3,1,0.9,0.4,1,short
304,-5.85,31.0,29,94.15,5.85,-0.02,52,5,2,0.3,1,0.9,0.4,1,short
305,-6.17,33.3,39,93.83,6.17,0.03,39,240,0,0.1,2,0.9,0.4,1,both
306,-6.17,33.3,39,93.83,6.17,0.03,39,240,1,0.1,2,0.9,0.4,1,both
307,-6.17,33.3,39,93.83,6.17,0.03,39,60,0,0.1,2,0.9,0.4,1,both
308,-6.17,33.3,39,93.83,6.17,0.03,39,60,1,0.1,2,0.9,0.4,1,both
309,-6.17,33.3,39,93.83,6.17,0.03,39,15,0,0.1,2,0.9,0.4,1,both
310,-6.17,33.3,39,93.83,6.17,0.03,39,15,1,0.1,2,0.9,0.4,1,both
311,-6.17,33.3,39,93.83,6.17,0.03,39,5,0,0.1,2,0.9,0.4,1,both
312,-6.17,33.3,39,93.83,6.17,0.03,39,5,1,0.1,2,0.9,0.4,1,both
313,-6.90,30.6,36,93.10,6.90,-0.01,36,240,0,0.2,2,0.9,0.4,1,both
314,-6.90,30.6,36,93.10,6.90,-0.01,36,240,1,0.2,2,0.9,0.4,1,both
315,-6.90,30.6,36,93.10,6.90,-0.01,36,60,0,0.2,2,0.9,0.4,1,both
316,-6.90,30.6,36,93.10,6.90,-0.01,36,60,1,0.2,2,0.9,0.4,1,both
317,-6.90,30.6,36,93.10,6.90,-0.01,36,15,0,0.2,2,0.9,0.4,1,both
318,-6.90,30.6,36,93.10,6.90,-0.01,36,15,1,0.2,2,0.9,0.4,1,both
319,-6.90,30.6,36,93.10,6.90,-0.01,36,5,0,0.2,2,0.9,0.4,1,both
320,-6.90,30.6,36,93.10,6.90,-0.01,36,5,1,0.2,2,0.9,0.4,1,both
321,-6.98,23.1,26,93.02,7.72,-0.09,58,240,0,0.3,1,0.9,0.4,1,long
322,-6.98,23.1,26,93.02,7.72,-0.09,58,240,1,0.3,1,0.9,0.4,1,long
323,-6.98,23.1,26,93.02,7.72,-0.09,58,60,0,0.3,1,0.9,0.4,1,long
324,-6.98,23.1,26,93.02,7.72,-0.09,58,60,1,0.3,1,0.9,0.4,1,long
325,-6.98,23.1,26,93.02,7.72,-0.09,58,15,0,0.3,1,0.9,0.4,1,long
326,-6.98,23.1,26,93.02,7.72,-0.09,58,15,1,0.3,1,0.9,0.4,1,long
327,-6.98,23.1,26,93.02,7.72,-0.09,58,5,0,0.3,1,0.9,0.4,1,long
328,-6.98,23.1,26,93.02,7.72,-0.09,58,5,1,0.3,1,0.9,0.4,1,long
329,-7.04,20.8,24,92.96,8.43,-0.12,53,240,0,0.4,1,0.9,0.4,1,long
330,-7.04,20.8,24,92.96,8.43,-0.12,53,240,1,0.4,1,0.9,0.4,1,long
331,-7.04,20.8,24,92.96,8.43,-0.12,53,60,0,0.4,1,0.9,0.4,1,long
332,-7.04,20.8,24,92.96,8.43,-0.12,53,60,1,0.4,1,0.9,0.4,1,long
333,-7.04,20.8,24,92.96,8.43,-0.12,53,15,0,0.4,1,0.9,0.4,1,long
334,-7.04,20.8,24,92.96,8.43,-0.12,53,15,1,0.4,1,0.9,0.4,1,long
335,-7.04,20.8,24,92.96,8.43,-0.12,53,5,0,0.4,1,0.9,0.4,1,long
336,-7.04,20.8,24,92.96,8.43,-0.12,53,5,1,0.4,1,0.9,0.4,1,long
337,-7.72,28.1,32,92.28,7.72,-0.06,32,240,2,0.4,2,0.9,0.4,1,both
338,-7.72,28.1,32,92.28,7.72,-0.06,32,60,2,0.4,2,0.9,0.4,1,both
339,-7.72,28.1,32,92.28,7.72,-0.06,32,15,2,0.4,2,0.9,0.4,1,both
340,-7.72,28.1,32,92.28,7.72,-0.06,32,5,2,0.4,2,0.9,0.4,1,both
341,-7.82,28.6,35,92.18,8.90,-0.04,35,240,2,0.1,2,0.9,0.4,1,both
342,-7.82,28.6,35,92.18,8.90,-0.04,35,60,2,0.1,2,0.9,0.4,1,both
343,-7.82,28.6,35,92.18,8.90,-0.04,35,15,2,0.1,2,0.9,0.4,1,both
344,-7.82,28.6,35,92.18,8.90,-0.04,35,5,2,0.1,2,0.9,0.4,1,both
345,-8.02,18.2,22,91.98,9.13,-0.20,52,240,2,0.3,1,0.9,0.4,1,long
346,-8.02,18.2,22,91.98,9.13,-0.20,51,240,2,0.4,1,0.9,0.4,1,long
347,-8.02,18.2,22,91.98,9.13,-0.20,52,60,2,0.3,1,0.9,0.4,1,long
348,-8.02,18.2,22,91.98,9.13,-0.20,51,60,2,0.4,1,0.9,0.4,1,long
349,-8.02,18.2,22,91.98,9.13,-0.20,52,15,2,0.3,1,0.9,0.4,1,long
350,-8.02,18.2,22,91.98,9.13,-0.20,51,15,2,0.4,1,0.9,0.4,1,long
351,-8.02,18.2,22,91.98,9.13,-0.20,52,5,2,0.3,1,0.9,0.4,1,long
352,-8.02,18.2,22,91.98,9.13,-0.20,51,5,2,0.4,1,0.9,0.4,1,long
353,-8.63,20.7,29,91.37,8.63,-0.12,65,240,0,0.2,1,0.9,0.4,1,long
354,-8.63,20.7,29,91.37,8.63,-0.12,65,240,1,0.2,1,0.9,0.4,1,long
355,-8.63,20.7,29,91.37,8.63,-0.12,65,60,0,0.2,1,0.9,0.4,1,long
356,-8.63,20.7,29,91.37,8.63,-0.12,65,60,1,0.2,1,0.9,0.4,1,long
357,-8.63,20.7,29,91.37,8.63,-0.12,65,15,0,0.2,1,0.9,0.4,1,long
358,-8.63,20.7,29,91.37,8.63,-0.12,65,15,1,0.2,1,0.9,0.4,1,long
359,-8.63,20.7,29,91.37,8.63,-0.12,65,5,0,0.2,1,0.9,0.4,1,long
360,-8.63,20.7,29,91.37,8.63,-0.12,65,5,1,0.2,1,0.9,0.4,1,long
361,-8.93,25.0,32,91.07,8.93,-0.11,32,240,2,0.3,2,0.9,0.4,1,both
362,-8.93,25.0,32,91.07,8.93,-0.11,32,60,2,0.3,2,0.9,0.4,1,both
363,-8.93,25.0,32,91.07,8.93,-0.11,32,15,2,0.3,2,0.9,0.4,1,both
364,-8.93,25.0,32,91.07,8.93,-0.11,32,5,2,0.3,2,0.9,0.4,1,both
365,-9.13,21.9,32,90.87,9.75,-0.11,76,240,0,0.1,1,0.9,0.4,1,long
366,-9.13,21.9,32,90.87,9.75,-0.11,76,240,1,0.1,1,0.9,0.4,1,long
367,-9.13,16.7,24,90.87,10.23,-0.22,57,240,2,0.1,1,0.9,0.4,1,long
368,-9.13,16.7,24,90.87,10.23,-0.22,56,240,2,0.2,1,0.9,0.4,1,long
369,-9.13,21.9,32,90.87,9.75,-0.11,76,60,0,0.1,1,0.9,0.4,1,long
370,-9.13,21.9,32,90.87,9.75,-0.11,76,60,1,0.1,1,0.9,0.4,1,long
371,-9.13,16.7,24,90.87,10.23,-0.22,57,60,2,0.1,1,0.9,0.4,1,long
372,-9.13,16.7,24,90.87,10.23,-0.22,56,60,2,0.2,1,0.9,0.4,1,long
373,-9.13,21.9,32,90.87,9.75,-0.11,76,15,0,0.1,1,0.9,0.4,1,long
374,-9.13,21.9,32,90.87,9.75,-0.11,76,15,1,0.1,1,0.9,0.4,1,long
375,-9.13,16.7,24,90.87,10.23,-0.22,57,15,2,0.1,1,0.9,0.4,1,long
376,-9.13,16.7,24,90.87,10.23,-0.22,56,15,2,0.2,1,0.9,0.4,1,long
377,-9.13,21.9,32,90.87,9.75,-0.11,76,5,0,0.1,1,0.9,0.4,1,long
378,-9.13,21.9,32,90.87,9.75,-0.11,76,5,1,0.1,1,0.9,0.4,1,long
379,-9.13,16.7,24,90.87,10.23,-0.22,57,5,2,0.1,1,0.9,0.4,1,long
380,-9.13,16.7,24,90.87,10.23,-0.22,56,5,2,0.2,1,0.9,0.4,1,long
381,-9.18,25.7,35,90.82,9.47,-0.09,35,240,2,0.2,2,0.9,0.4,1,both
382,-9.18,25.7,35,90.82,9.47,-0.09,35,60,2,0.2,2,0.9,0.4,1,both
383,-9.18,25.7,35,90.82,9.47,-0.09,35,15,2,0.2,2,0.9,0.4,1,both
384,-9.18,25.7,35,90.82,9.47,-0.09,35,5,2,0.2,2,0.9,0.4,1,both
385,-9.85,30.2,53,90.15,10.20,-0.00,53,240,0,0.4,1,0.9,0.4,1,both
386,-9.85,30.2,53,90.15,10.20,-0.00,53,240,1,0.4,1,0.9,0.4,1,both
387,-9.85,30.2,53,90.15,10.20,-0.00,53,60,0,0.4,1,0.9,0.4,1,both
388,-9.85,30.2,53,90.15,10.20,-0.00,53,60,1,0.4,1,0.9,0.4,1,both
389,-9.85,30.2,53,90.15,10.20,-0.00,53,15,0,0.4,1,0.9,0.4,1,both
390,-9.85,30.2,53,90.15,10.20,-0.00,53,15,1,0.4,1,0.9,0.4,1,both
391,-9.85,30.2,53,90.15,10.20,-0.00,53,5,0,0.4,1,0.9,0.4,1,both
392,-9.85,30.2,53,90.15,10.20,-0.00,53,5,1,0.4,1,0.9,0.4,1,both
393,-11.43,29.3,58,88.57,11.56,-0.02,58,240,0,0.3,1,0.9,0.4,1,both
394,-11.43,29.3,58,88.57,11.56,-0.02,58,240,1,0.3,1,0.9,0.4,1,both
395,-11.43,29.3,58,88.57,11.56,-0.02,58,60,0,0.3,1,0.9,0.4,1,both
396,-11.43,29.3,58,88.57,11.56,-0.02,58,60,1,0.3,1,0.9,0.4,1,both
397,-11.43,29.3,58,88.57,11.56,-0.02,58,15,0,0.3,1,0.9,0.4,1,both
398,-11.43,29.3,58,88.57,11.56,-0.02,58,15,1,0.3,1,0.9,0.4,1,both
399,-11.43,29.3,58,88.57,11.56,-0.02,58,5,0,0.3,1,0.9,0.4,1,both
400,-11.43,29.3,58,88.57,11.56,-0.02,58,5,1,0.3,1,0.9,0.4,1,both
401,-12.19,32.0,75,87.81,12.19,0.02,76,240,0,0.1,1,0.9,0.4,1,both
402,-12.19,32.0,75,87.81,12.19,0.02,76,240,1,0.1,1,0.9,0.4,1,both
403,-12.19,32.0,75,87.81,12.19,0.02,76,60,0,0.1,1,0.9,0.4,1,both
404,-12.19,32.0,75,87.81,12.19,0.02,76,60,1,0.1,1,0.9,0.4,1,both
405,-12.19,32.0,75,87.81,12.19,0.02,76,15,0,0.1,1,0.9,0.4,1,both
406,-12.19,32.0,75,87.81,12.19,0.02,76,15,1,0.1,1,0.9,0.4,1,both
407,-12.19,32.0,75,87.81,12.19,0.02,76,5,0,0.1,1,0.9,0.4,1,both
408,-12.19,32.0,75,87.81,12.19,0.02,76,5,1,0.1,1,0.9,0.4,1,both
409,-12.83,29.2,65,87.17,12.83,-0.02,65,240,0,0.2,1,0.9,0.4,1,both
410,-12.83,29.2,65,87.17,12.83,-0.02,65,240,1,0.2,1,0.9,0.4,1,both
411,-12.83,26.0,50,87.17,12.83,-0.09,51,240,2,0.4,1,0.9,0.4,1,both
412,-12.83,29.2,65,87.17,12.83,-0.02,65,60,0,0.2,1,0.9,0.4,1,both
413,-12.83,29.2,65,87.17,12.83,-0.02,65,60,1,0.2,1,0.9,0.4,1,both
414,-12.83,26.0,50,87.17,12.83,-0.09,51,60,2,0.4,1,0.9,0.4,1,both
415,-12.83,29.2,65,87.17,12.83,-0.02,65,15,0,0.2,1,0.9,0.4,1,both
416,-12.83,29.2,65,87.17,12.83,-0.02,65,15,1,0.2,1,0.9,0.4,1,both
417,-12.83,26.0,50,87.17,12.83,-0.09,51,15,2,0.4,1,0.9,0.4,1,both
418,-12.83,29.2,65,87.17,12.83,-0.02,65,5,0,0.2,1,0.9,0.4,1,both
419,-12.83,29.2,65,87.17,12.83,-0.02,65,5,1,0.2,1,0.9,0.4,1,both
420,-12.83,26.0,50,87.17,12.83,-0.09,51,5,2,0.4,1,0.9,0.4,1,both
421,-13.40,25.5,51,86.60,13.40,-0.09,52,240,2,0.3,1,0.9,0.4,1,both
422,-13.40,25.5,51,86.60,13.40,-0.09,52,60,2,0.3,1,0.9,0.4,1,both
423,-13.40,25.5,51,86.60,13.40,-0.09,52,15,2,0.3,1,0.9,0.4,1,both
424,-13.40,25.5,51,86.60,13.40,-0.09,52,5,2,0.3,1,0.9,0.4,1,both
425,-13.46,26.8,56,86.54,13.46,-0.07,57,240,2,0.1,1,0.9,0.4,1,both
426,-13.46,26.8,56,86.54,13.46,-0.07,57,60,2,0.1,1,0.9,0.4,1,both
427,-13.46,26.8,56,86.54,13.46,-0.07,57,15,2,0.1,1,0.9,0.4,1,both
428,-13.46,26.8,56,86.54,13.46,-0.07,57,5,2,0.1,1,0.9,0.4,1,both
429,-14.19,25.5,55,85.81,14.19,-0.09,56,240,2,0.2,1,0.9,0.4,1,both
430,-14.19,25.5,55,85.81,14.19,-0.09,56,60,2,0.2,1,0.9,0.4,1,both
431,-14.19,25.5,55,85.81,14.19,-0.09,56,15,2,0.2,1,0.9,0.4,1,both
432,-14.19,25.5,55,85.81,14.19,-0.09,56,5,2,0.2,1,0.9,0.4,1,both
