Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,529.02,cascade,both,0.9,0.4,80,"1h(0.3%,L4,B4,OF)+4h(0.7%,L1,B4,OF)","1h: swing=0.3%, lookback=4, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",3,66.7,122.20,40.73,34.2,4.58,0.75,222.20
2,529.02,cascade,both,0.9,0.4,80,"1h(0.4%,L4,B4,OF)+4h(0.7%,L1,B4,OF)","1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",3,66.7,122.20,40.73,34.2,4.58,0.75,222.20
3,523.40,cascade,both,0.9,0.4,80,"1h(0.1%,L2,B4,OF)+4h(0.7%,L1,B4,OF)","1h: swing=0.1%, lookback=2, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",3,66.7,120.86,40.29,34.2,4.54,0.69,220.86
4,427.97,cascade,both,0.9,0.4,80,"1h(0.2%,L2,B4,OF)+4h(0.7%,L1,B4,OF)","1h: swing=0.2%, lookback=2, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",3,66.7,97.05,32.35,34.2,3.84,0.66,197.05
5,201.22,cascade,both,0.9,0.4,80,"1h(0.5%,L4,B4,OF)+4h(0.7%,L1,B4,OF)","1h: swing=0.5%, lookback=4, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",4,50.0,44.52,11.13,35.0,1.40,0.16,144.52
6,134.73,cascade,both,0.9,0.4,80,"1h(0.2%,L1,B4,OF)+4h(0.7%,L1,B4,OF)","1h: swing=0.2%, lookback=1, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",4,50.0,28.16,7.04,35.0,1.27,0.12,128.16
7,80.43,cascade,both,0.9,0.4,80,"1h(0.1%,L4,B4,OF)+4h(0.7%,L1,B4,OF)","1h: swing=0.1%, lookback=4, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",2,50.0,14.24,7.12,34.2,1.42,0.17,114.24
8,80.43,cascade,both,0.9,0.4,80,"1h(0.1%,L5,B4,OF)+4h(0.7%,L1,B4,OF)","1h: swing=0.1%, lookback=5, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",2,50.0,14.24,7.12,34.2,1.42,0.17,114.24
9,80.43,cascade,both,0.9,0.4,80,"1h(0.2%,L4,B4,OF)+4h(0.7%,L1,B4,OF)","1h: swing=0.2%, lookback=4, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",2,50.0,14.24,7.12,34.2,1.42,0.17,114.24
10,80.43,cascade,both,0.9,0.4,80,"1h(0.2%,L5,B4,OF)+4h(0.7%,L1,B4,OF)","1h: swing=0.2%, lookback=5, minLegBars=4, opposite=false | 4h: swing=0.7%, lookback=1, minLegBars=4, opposite=false",2,50.0,14.24,7.12,34.2,1.42,0.17,114.24
