Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
27,14.75,cascade,both,0.9,0.4,1,"4h(0.112%)",63,23.8,-14.17,-0.22,15.0,0.45,-0.40,85.83
28,14.75,cascade,both,0.9,0.4,1,"4h(0.113%)",63,23.8,-14.17,-0.22,15.0,0.45,-0.40,85.83
29,14.75,cascade,both,0.9,0.4,1,"4h(0.114%)",63,23.8,-14.17,-0.22,15.0,0.45,-0.40,85.83
30,14.75,cascade,both,0.9,0.4,1,"4h(0.115%)",63,23.8,-14.17,-0.22,15.0,0.45,-0.40,85.83
31,14.75,cascade,both,0.9,0.4,1,"4h(0.116%)",63,23.8,-14.17,-0.22,15.0,0.45,-0.40,85.83
32,14.75,cascade,both,0.9,0.4,1,"4h(0.117%)",63,23.8,-14.17,-0.22,15.0,0.45,-0.40,85.83
33,14.53,cascade,both,0.9,0.4,1,"4h(0.108%)",64,23.4,-14.62,-0.23,15.4,0.44,-0.41,85.38
34,14.34,cascade,both,0.9,0.4,1,"4h(0.192%)",61,23.0,-14.51,-0.24,15.3,0.42,-0.44,85.49
35,14.34,cascade,both,0.9,0.4,1,"4h(0.193%)",61,23.0,-14.51,-0.24,15.3,0.42,-0.44,85.49
36,14.34,cascade,both,0.9,0.4,1,"4h(0.194%)",61,23.0,-14.51,-0.24,15.3,0.42,-0.44,85.49
37,14.34,cascade,both,0.9,0.4,1,"4h(0.195%)",61,23.0,-14.51,-0.24,15.3,0.42,-0.44,85.49
38,14.34,cascade,both,0.9,0.4,1,"4h(0.196%)",61,23.0,-14.51,-0.24,15.3,0.42,-0.44,85.49
39,14.34,cascade,both,0.9,0.4,1,"4h(0.197%)",61,23.0,-14.51,-0.24,15.3,0.42,-0.44,85.49
40,14.34,cascade,both,0.9,0.4,1,"4h(0.198%)",61,23.0,-14.51,-0.24,15.3,0.42,-0.44,85.49
41,14.34,cascade,both,0.9,0.4,1,"4h(0.199%)",61,23.0,-14.51,-0.24,15.3,0.42,-0.44,85.49
42,14.29,cascade,both,0.9,0.4,1,"4h(0.1%)",65,23.1,-15.14,-0.23,15.9,0.43,-0.43,84.86
43,14.29,cascade,both,0.9,0.4,1,"4h(0.101%)",65,23.1,-15.14,-0.23,15.9,0.43,-0.43,84.86
44,14.29,cascade,both,0.9,0.4,1,"4h(0.102%)",65,23.1,-15.14,-0.23,15.9,0.43,-0.43,84.86
45,14.29,cascade,both,0.9,0.4,1,"4h(0.103%)",65,23.1,-15.14,-0.23,15.9,0.43,-0.43,84.86
46,14.29,cascade,both,0.9,0.4,1,"4h(0.104%)",65,23.1,-15.14,-0.23,15.9,0.43,-0.43,84.86
47,14.29,cascade,both,0.9,0.4,1,"4h(0.105%)",65,23.1,-15.14,-0.23,15.9,0.43,-0.43,84.86
48,14.29,cascade,both,0.9,0.4,1,"4h(0.106%)",65,23.1,-15.14,-0.23,15.9,0.43,-0.43,84.86
49,14.29,cascade,both,0.9,0.4,1,"4h(0.107%)",65,23.1,-15.14,-0.23,15.9,0.43,-0.43,84.86
50,14.12,cascade,both,0.9,0.4,1,"4h(0.16%)",62,22.6,-14.96,-0.24,15.7,0.41,-0.45,85.04
51,14.12,cascade,both,0.9,0.4,1,"4h(0.161%)",62,22.6,-14.96,-0.24,15.7,0.41,-0.45,85.04
52,14.12,cascade,both,0.9,0.4,1,"4h(0.162%)",62,22.6,-14.96,-0.24,15.7,0.41,-0.45,85.04
53,14.12,cascade,both,0.9,0.4,1,"4h(0.163%)",62,22.6,-14.96,-0.24,15.7,0.41,-0.45,85.04
54,14.12,cascade,both,0.9,0.4,1,"4h(0.164%)",62,22.6,-14.96,-0.24,15.7,0.41,-0.45,85.04
55,14.12,cascade,both,0.9,0.4,1,"4h(0.165%)",62,22.6,-14.96,-0.24,15.7,0.41,-0.45,85.04
56,14.12,cascade,both,0.9,0.4,1,"4h(0.166%)",62,22.6,-14.96,-0.24,15.7,0.41,-0.45,85.04
57,14.12,cascade,both,0.9,0.4,1,"4h(0.167%)",62,22.6,-14.96,-0.24,15.7,0.41,-0.45,85.04
58,14.12,cascade,both,0.9,0.4,1,"4h(0.168%)",62,22.6,-14.96,-0.24,15.7,0.41,-0.45,85.04
59,13.91,cascade,both,0.9,0.4,1,"4h(0.118%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
60,13.91,cascade,both,0.9,0.4,1,"4h(0.119%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
61,13.91,cascade,both,0.9,0.4,1,"4h(0.12%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
62,13.91,cascade,both,0.9,0.4,1,"4h(0.121%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
63,13.91,cascade,both,0.9,0.4,1,"4h(0.122%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
64,13.91,cascade,both,0.9,0.4,1,"4h(0.123%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
65,13.91,cascade,both,0.9,0.4,1,"4h(0.124%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
66,13.91,cascade,both,0.9,0.4,1,"4h(0.125%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
67,13.91,cascade,both,0.9,0.4,1,"4h(0.126%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
68,13.91,cascade,both,0.9,0.4,1,"4h(0.127%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
69,13.91,cascade,both,0.9,0.4,1,"4h(0.128%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
70,13.91,cascade,both,0.9,0.4,1,"4h(0.129%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
71,13.91,cascade,both,0.9,0.4,1,"4h(0.13%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
72,13.91,cascade,both,0.9,0.4,1,"4h(0.131%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
73,13.91,cascade,both,0.9,0.4,1,"4h(0.132%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
74,13.91,cascade,both,0.9,0.4,1,"4h(0.133%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
75,13.91,cascade,both,0.9,0.4,1,"4h(0.134%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
76,13.91,cascade,both,0.9,0.4,1,"4h(0.135%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
77,13.91,cascade,both,0.9,0.4,1,"4h(0.136%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
78,13.91,cascade,both,0.9,0.4,1,"4h(0.137%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
79,13.91,cascade,both,0.9,0.4,1,"4h(0.138%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
80,13.91,cascade,both,0.9,0.4,1,"4h(0.139%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
81,13.91,cascade,both,0.9,0.4,1,"4h(0.14%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
82,13.91,cascade,both,0.9,0.4,1,"4h(0.141%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
83,13.91,cascade,both,0.9,0.4,1,"4h(0.142%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
84,13.91,cascade,both,0.9,0.4,1,"4h(0.143%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
85,13.91,cascade,both,0.9,0.4,1,"4h(0.144%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
86,13.91,cascade,both,0.9,0.4,1,"4h(0.145%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
87,13.91,cascade,both,0.9,0.4,1,"4h(0.146%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
88,13.91,cascade,both,0.9,0.4,1,"4h(0.147%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
89,13.91,cascade,both,0.9,0.4,1,"4h(0.148%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
90,13.91,cascade,both,0.9,0.4,1,"4h(0.149%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
91,13.91,cascade,both,0.9,0.4,1,"4h(0.15%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
92,13.91,cascade,both,0.9,0.4,1,"4h(0.151%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
93,13.91,cascade,both,0.9,0.4,1,"4h(0.152%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
94,13.91,cascade,both,0.9,0.4,1,"4h(0.153%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
95,13.91,cascade,both,0.9,0.4,1,"4h(0.154%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
96,13.91,cascade,both,0.9,0.4,1,"4h(0.155%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
97,13.91,cascade,both,0.9,0.4,1,"4h(0.156%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
98,13.91,cascade,both,0.9,0.4,1,"4h(0.157%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
99,13.91,cascade,both,0.9,0.4,1,"4h(0.158%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
100,13.91,cascade,both,0.9,0.4,1,"4h(0.159%)",63,22.2,-15.41,-0.24,16.2,0.41,-0.46,84.59
