Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,16.92,cascade,both,0.9,0.4,80,"2h(0.2%,L2,B4,OF)","2h: swing=0.2%, lookback=2, minLegBars=4, opposite=false",83,57.8,-100.00,-1.20,101.2,0.80,-0.05,-0.00
2,16.31,cascade,both,0.9,0.4,80,"2h(0.1%,L2,B4,OF)","2h: swing=0.1%, lookback=2, minLegBars=4, opposite=false",83,56.6,-100.00,-1.20,100.5,0.75,-0.06,-0.00
3,15.94,cascade,both,0.9,0.4,80,"2h(0.6%,L2,B4,OF)","2h: swing=0.6%, lookback=2, minLegBars=4, opposite=false",76,56.6,-100.00,-1.32,100.2,0.69,-0.08,-0.00
4,15.90,cascade,both,0.9,0.4,80,"2h(0.1%,L2,B2,OF)","2h: swing=0.1%, lookback=2, minLegBars=2, opposite=false",156,50.0,-100.00,-0.64,100.0,0.89,-0.02,-0.00
5,15.73,cascade,both,0.9,0.4,80,"2h(0.5%,L2,B2,OF)","2h: swing=0.5%, lookback=2, minLegBars=2, opposite=false",144,52.1,-100.00,-0.69,100.0,0.80,-0.04,-0.00
6,15.66,cascade,both,0.9,0.4,80,"2h(0.5%,L1,B1,OF)","2h: swing=0.5%, lookback=1, minLegBars=1, opposite=false",206,51.5,-100.00,-0.49,100.0,0.80,-0.03,-0.00
7,15.60,cascade,both,0.9,0.4,80,"2h(0.6%,L2,B2,OF)","2h: swing=0.6%, lookback=2, minLegBars=2, opposite=false",138,50.7,-100.00,-0.72,100.0,0.82,-0.04,-0.00
8,15.34,cascade,both,0.9,0.4,80,"2h(0.4%,L2,B2,OF)","2h: swing=0.4%, lookback=2, minLegBars=2, opposite=false",146,50.7,-100.00,-0.68,100.0,0.78,-0.04,-0.00
9,15.24,cascade,both,0.9,0.4,80,"2h(0.5%,L2,B4,OF)","2h: swing=0.5%, lookback=2, minLegBars=4, opposite=false",77,54.5,-100.00,-1.30,100.1,0.65,-0.08,-0.00
10,15.24,cascade,both,0.9,0.4,80,"2h(0.3%,L2,B2,OF)","2h: swing=0.3%, lookback=2, minLegBars=2, opposite=false",150,50.0,-100.00,-0.67,100.0,0.79,-0.04,-0.00
11,15.18,cascade,both,0.9,0.4,80,"2h(0.5%,L1,B3,OF)","2h: swing=0.5%, lookback=1, minLegBars=3, opposite=false",94,53.2,-100.00,-1.06,100.0,0.68,-0.09,-0.00
12,15.08,cascade,both,0.9,0.4,80,"2h(0.5%,L1,B2,OF)","2h: swing=0.5%, lookback=1, minLegBars=2, opposite=false",135,48.9,-100.00,-0.74,100.0,0.80,-0.04,-0.00
13,15.06,cascade,both,0.9,0.4,80,"2h(0.6%,L1,B2,OF)","2h: swing=0.6%, lookback=1, minLegBars=2, opposite=false",120,48.3,-100.00,-0.83,100.0,0.81,-0.04,-0.00
14,15.02,cascade,both,0.9,0.4,80,"2h(0.2%,L2,B2,OF)","2h: swing=0.2%, lookback=2, minLegBars=2, opposite=false",153,49.0,-100.00,-0.65,100.0,0.78,-0.04,-0.00
15,14.95,cascade,both,0.9,0.4,80,"2h(0.6%,L1,B3,OF)","2h: swing=0.6%, lookback=1, minLegBars=3, opposite=false",88,52.3,-100.00,-1.14,100.0,0.67,-0.09,-0.00
16,14.90,cascade,both,0.9,0.4,80,"2h(0.4%,L2,B4,OF)","2h: swing=0.4%, lookback=2, minLegBars=4, opposite=false",78,53.8,-100.00,-1.28,100.2,0.62,-0.09,-0.00
17,14.89,cascade,both,0.9,0.4,80,"2h(0.3%,L2,B4,OF)","2h: swing=0.3%, lookback=2, minLegBars=4, opposite=false",82,51.2,-100.00,-1.22,100.0,0.70,-0.07,-0.00
18,14.58,cascade,both,0.9,0.4,80,"2h(0.4%,L1,B1,OF)","2h: swing=0.4%, lookback=1, minLegBars=1, opposite=false",231,50.2,-100.00,-0.43,100.0,0.68,-0.04,-0.00
19,14.56,cascade,both,0.9,0.4,80,"2h(0.6%,L1,B1,OF)","2h: swing=0.6%, lookback=1, minLegBars=1, opposite=false",179,50.3,-100.00,-0.56,100.0,0.68,-0.06,-0.00
20,14.32,cascade,both,0.9,0.4,80,"2h(0.3%,L1,B1,OF)","2h: swing=0.3%, lookback=1, minLegBars=1, opposite=false",244,50.0,-100.00,-0.41,100.0,0.65,-0.04,-0.00
21,14.29,cascade,both,0.9,0.4,80,"2h(0.1%,L2,B1,OF)","2h: swing=0.1%, lookback=2, minLegBars=1, opposite=false",247,51.4,-100.00,-0.40,100.0,0.60,-0.05,-0.00
22,14.10,cascade,both,0.9,0.4,80,"2h(0.4%,L1,B4,OF)","2h: swing=0.4%, lookback=1, minLegBars=4, opposite=false",77,46.8,-100.00,-1.30,100.0,0.71,-0.08,-0.00
23,14.08,cascade,both,0.9,0.4,80,"2h(0.2%,L1,B1,OF)","2h: swing=0.2%, lookback=1, minLegBars=1, opposite=false",270,48.5,-100.00,-0.37,100.0,0.66,-0.04,-0.00
24,14.01,cascade,both,0.9,0.4,80,"2h(0.3%,L2,B1,OF)","2h: swing=0.3%, lookback=2, minLegBars=1, opposite=false",239,51.5,-100.00,-0.42,100.0,0.56,-0.06,-0.00
25,14.01,cascade,both,0.9,0.4,80,"2h(0.2%,L2,B1,OF)","2h: swing=0.2%, lookback=2, minLegBars=1, opposite=false",243,51.4,-100.00,-0.41,100.0,0.56,-0.06,-0.00
26,13.97,cascade,both,0.9,0.4,80,"2h(0.1%,L1,B1,OF)","2h: swing=0.1%, lookback=1, minLegBars=1, opposite=false",288,48.3,-100.00,-0.35,100.0,0.65,-0.04,-0.00
27,13.88,cascade,both,0.9,0.4,80,"2h(0.4%,L2,B1,OF)","2h: swing=0.4%, lookback=2, minLegBars=1, opposite=false",234,51.7,-100.00,-0.43,100.0,0.53,-0.06,-0.00
28,13.82,cascade,both,0.9,0.4,80,"2h(0.5%,L4,B3,OF)","2h: swing=0.5%, lookback=4, minLegBars=3, opposite=false",93,48.4,-100.00,-1.08,100.0,0.62,-0.10,-0.00
29,13.81,cascade,both,0.9,0.4,80,"2h(0.5%,L2,B1,OF)","2h: swing=0.5%, lookback=2, minLegBars=1, opposite=false",228,51.3,-100.00,-0.44,100.0,0.53,-0.06,-0.00
30,13.80,cascade,both,0.9,0.4,80,"2h(0.2%,L3,B1,OF)","2h: swing=0.2%, lookback=3, minLegBars=1, opposite=false",214,50.0,-100.00,-0.47,100.0,0.57,-0.06,-0.00
31,13.80,cascade,both,0.9,0.4,80,"2h(0.3%,L3,B1,OF)","2h: swing=0.3%, lookback=3, minLegBars=1, opposite=false",214,50.0,-100.00,-0.47,100.0,0.57,-0.06,-0.00
32,13.78,cascade,both,0.9,0.4,80,"2h(0.4%,L3,B1,OF)","2h: swing=0.4%, lookback=3, minLegBars=1, opposite=false",213,49.8,-100.00,-0.47,100.0,0.57,-0.06,-0.00
33,13.76,cascade,both,0.9,0.4,80,"2h(0.1%,L4,B3,OF)","2h: swing=0.1%, lookback=4, minLegBars=3, opposite=false",93,48.4,-100.00,-1.08,100.0,0.61,-0.10,-0.00
34,13.76,cascade,both,0.9,0.4,80,"2h(0.2%,L4,B3,OF)","2h: swing=0.2%, lookback=4, minLegBars=3, opposite=false",93,48.4,-100.00,-1.08,100.0,0.61,-0.10,-0.00
35,13.76,cascade,both,0.9,0.4,80,"2h(0.3%,L4,B3,OF)","2h: swing=0.3%, lookback=4, minLegBars=3, opposite=false",93,48.4,-100.00,-1.08,100.0,0.61,-0.10,-0.00
36,13.76,cascade,both,0.9,0.4,80,"2h(0.4%,L4,B3,OF)","2h: swing=0.4%, lookback=4, minLegBars=3, opposite=false",93,48.4,-100.00,-1.08,100.0,0.61,-0.10,-0.00
37,13.76,cascade,both,0.9,0.4,80,"2h(0.3%,L1,B2,OF)","2h: swing=0.3%, lookback=1, minLegBars=2, opposite=false",154,46.1,-100.00,-0.65,100.0,0.68,-0.06,-0.00
38,13.75,cascade,both,0.9,0.4,80,"2h(0.1%,L3,B1,OF)","2h: swing=0.1%, lookback=3, minLegBars=1, opposite=false",215,49.8,-100.00,-0.47,100.0,0.57,-0.06,-0.00
39,13.74,cascade,both,0.9,0.4,80,"2h(0.4%,L1,B2,OF)","2h: swing=0.4%, lookback=1, minLegBars=2, opposite=false",146,45.9,-100.00,-0.68,100.0,0.68,-0.06,-0.00
40,13.70,cascade,both,0.9,0.4,80,"2h(0.6%,L2,B1,OF)","2h: swing=0.6%, lookback=2, minLegBars=1, opposite=false",219,50.7,-100.00,-0.46,100.0,0.53,-0.06,-0.00
41,13.65,cascade,both,0.9,0.4,80,"2h(0.6%,L3,B1,OF)","2h: swing=0.6%, lookback=3, minLegBars=1, opposite=false",207,50.2,-100.00,-0.48,100.0,0.54,-0.06,-0.00
42,13.54,cascade,both,0.9,0.4,80,"2h(0.5%,L3,B1,OF)","2h: swing=0.5%, lookback=3, minLegBars=1, opposite=false",209,49.8,-100.00,-0.48,100.0,0.54,-0.06,-0.00
43,13.05,cascade,both,0.9,0.4,80,"2h(0.2%,L1,B2,OF)","2h: swing=0.2%, lookback=1, minLegBars=2, opposite=false",158,43.0,-100.00,-0.63,100.0,0.67,-0.06,-0.00
44,12.93,cascade,both,0.9,0.4,80,"2h(0.2%,L2,B3,OF)","2h: swing=0.2%, lookback=2, minLegBars=3, opposite=false",108,33.3,-100.00,-0.93,100.0,0.94,-0.02,0.00
45,12.83,cascade,both,0.9,0.4,80,"2h(0.6%,L4,B3,OF)","2h: swing=0.6%, lookback=4, minLegBars=3, opposite=false",91,48.4,-100.00,-1.10,100.0,0.47,-0.15,-0.00
46,12.79,cascade,both,0.9,0.4,80,"2h(0.1%,L2,B3,OF)","2h: swing=0.1%, lookback=2, minLegBars=3, opposite=false",109,33.0,-100.00,-0.92,100.0,0.93,-0.02,0.00
47,12.57,cascade,both,0.9,0.4,80,"2h(0.2%,L3,B3,OF)","2h: swing=0.2%, lookback=3, minLegBars=3, opposite=false",101,33.7,-100.00,-0.99,100.0,0.88,-0.03,0.00
48,12.57,cascade,both,0.9,0.4,80,"2h(0.3%,L3,B3,OF)","2h: swing=0.3%, lookback=3, minLegBars=3, opposite=false",101,33.7,-100.00,-0.99,100.0,0.88,-0.03,0.00
49,12.49,cascade,both,0.9,0.4,80,"2h(0.1%,L3,B3,OF)","2h: swing=0.1%, lookback=3, minLegBars=3, opposite=false",102,33.3,-100.00,-0.98,100.0,0.87,-0.03,0.00
50,12.42,cascade,both,0.9,0.4,80,"2h(0.5%,L1,B4,OF)","2h: swing=0.5%, lookback=1, minLegBars=4, opposite=false",75,45.3,-100.00,-1.33,100.0,0.50,-0.12,-0.00
51,12.42,cascade,both,0.9,0.4,80,"2h(0.4%,L3,B3,OF)","2h: swing=0.4%, lookback=3, minLegBars=3, opposite=false",100,33.0,-100.00,-1.00,100.0,0.87,-0.03,0.00
52,12.40,cascade,both,0.9,0.4,80,"2h(0.6%,L2,B3,OF)","2h: swing=0.6%, lookback=2, minLegBars=3, opposite=false",98,33.7,-100.00,-1.02,100.0,0.85,-0.04,0.00
53,12.39,cascade,both,0.9,0.4,80,"2h(0.6%,L1,B4,OF)","2h: swing=0.6%, lookback=1, minLegBars=4, opposite=false",71,42.3,-100.00,-1.41,100.0,0.59,-0.11,-0.00
54,12.38,cascade,both,0.9,0.4,80,"2h(0.3%,L1,B4,OF)","2h: swing=0.3%, lookback=1, minLegBars=4, opposite=false",80,43.8,-100.00,-1.25,100.0,0.54,-0.11,-0.00
55,12.31,cascade,both,0.9,0.4,80,"2h(0.6%,L3,B3,OF)","2h: swing=0.6%, lookback=3, minLegBars=3, opposite=false",97,34.0,-100.00,-1.03,100.0,0.83,-0.04,0.00
56,12.27,cascade,both,0.9,0.4,80,"2h(0.4%,L3,B2,OF)","2h: swing=0.4%, lookback=3, minLegBars=2, opposite=false",134,31.3,-100.00,-0.75,100.0,0.90,-0.02,0.00
