Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,16491.42,cascade,both,0.9,0.4,80,"5m(0.2%,L2,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","5m: swing=0.2%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",10,80.0,4112.16,411.22,33.9,24.11,0.71,4212.16
2,9302.44,cascade,both,0.9,0.4,80,"5m(0.3%,L3,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","5m: swing=0.3%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",9,77.8,2315.00,257.22,33.9,14.01,0.73,2415.00
3,8886.48,cascade,both,0.9,0.4,80,"5m(0.2%,L2,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","5m: swing=0.2%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",9,77.8,2211.01,245.67,33.9,13.42,0.73,2311.01
4,8011.51,cascade,both,0.9,0.4,80,"5m(0.3%,L2,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","5m: swing=0.3%, lookback=2, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",7,85.7,1991.64,284.52,33.9,59.77,0.91,2091.64
5,8011.51,cascade,both,0.9,0.4,80,"5m(0.3%,L2,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","5m: swing=0.3%, lookback=2, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",7,85.7,1991.64,284.52,33.9,59.77,0.91,2091.64
6,8011.51,cascade,both,0.9,0.4,80,"5m(0.3%,L2,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","5m: swing=0.3%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",7,85.7,1991.64,284.52,33.9,59.77,0.91,2091.64
7,8011.51,cascade,both,0.9,0.4,80,"5m(0.3%,L2,B4,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","5m: swing=0.3%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",7,85.7,1991.64,284.52,33.9,59.77,0.91,2091.64
8,7918.06,cascade,both,0.9,0.4,80,"5m(0.3%,L2,B5,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","5m: swing=0.3%, lookback=2, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",7,85.7,1968.28,281.18,33.9,59.08,0.91,2068.28
9,5006.82,cascade,both,0.9,0.4,80,"5m(0.2%,L2,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","5m: swing=0.2%, lookback=2, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",8,75.0,1241.20,155.15,33.9,10.70,0.76,1341.20
10,5006.82,cascade,both,0.9,0.4,80,"5m(0.2%,L2,B4,OF)+1h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","5m: swing=0.2%, lookback=2, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",8,75.0,1241.20,155.15,33.9,10.70,0.76,1341.20
