Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,24064.77,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.4%,L3,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.4%, lookback=3, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",27,59.3,6007.75,222.51,67.1,6.33,0.38,6107.75
2,24064.77,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.5%,L3,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.5%, lookback=3, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",27,59.3,6007.75,222.51,67.1,6.33,0.38,6107.75
3,16144.33,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.6%,L3,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.6%, lookback=3, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",28,57.1,4027.77,143.85,67.1,4.62,0.37,4127.77
4,13769.05,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.3%,L3,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.3%, lookback=3, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",26,57.7,3433.90,132.07,67.1,4.98,0.38,3533.90
5,8453.43,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.1%,L1,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.1%, lookback=1, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",23,56.5,2105.03,91.52,79.4,4.61,0.40,2205.03
6,7690.95,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.1%,L3,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.1%, lookback=3, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",23,56.5,1914.42,83.24,67.1,4.12,0.39,2014.42
7,7690.95,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.2%,L3,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.2%, lookback=3, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",23,56.5,1914.42,83.24,67.1,4.12,0.39,2014.42
8,6131.70,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.1%,L2,B5,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.1%, lookback=2, minLegBars=5, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",15,60.0,1524.46,101.63,57.2,3.08,0.38,1624.46
9,4449.53,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.4%,L2,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.4%, lookback=2, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",23,56.5,1106.36,48.10,72.6,1.79,0.17,1206.36
10,4324.68,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.6%,L2,B3,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.6%, lookback=2, minLegBars=3, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",22,54.5,1074.70,48.85,75.0,2.03,0.29,1174.70
11,4283.69,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.6%,L3,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.6%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",17,58.8,1063.23,62.54,70.4,2.57,0.37,1163.23
12,4181.42,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.6%,L3,B3,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.6%, lookback=3, minLegBars=3, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",20,55.0,1039.11,51.96,64.4,1.89,0.28,1139.11
13,3948.13,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.3%,L2,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.3%, lookback=2, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",21,57.1,981.00,46.71,65.2,1.78,0.17,1081.00
14,3569.20,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.4%,L3,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.4%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",15,60.0,884.55,58.97,70.4,2.56,0.38,984.55
15,3269.17,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.1%,L2,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.1%, lookback=2, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",17,58.8,811.61,47.74,57.3,1.56,0.12,911.61
16,3267.63,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.2%,L2,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.2%, lookback=2, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",19,57.9,811.37,42.70,57.3,1.50,0.11,911.37
17,2759.92,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.5%,L2,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.5%, lookback=2, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",24,54.2,684.38,28.52,76.8,1.63,0.15,784.38
18,2700.39,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.5%,L2,B3,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.5%, lookback=2, minLegBars=3, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",23,52.2,669.25,29.10,77.9,1.76,0.25,769.25
19,2313.10,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.4%,L4,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",16,56.3,571.06,35.69,70.4,2.37,0.36,671.06
20,2214.86,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.5%,L3,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.5%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",16,56.3,547.08,34.19,70.4,2.06,0.32,647.08
21,2089.75,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.4%,L2,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.4%, lookback=2, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",16,56.3,515.45,32.22,70.9,2.25,0.34,615.45
22,1904.05,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.5%,L4,B5,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.5%, lookback=4, minLegBars=5, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",14,57.1,469.09,33.51,62.8,2.18,0.35,569.09
23,1904.05,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.6%,L4,B5,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.6%, lookback=4, minLegBars=5, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",14,57.1,469.09,33.51,62.8,2.18,0.35,569.09
24,1863.09,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.1%,L3,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.1%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",12,58.3,458.30,38.19,70.4,2.44,0.39,558.30
25,1863.09,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.2%,L3,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.2%, lookback=3, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",12,58.3,458.30,38.19,70.4,2.44,0.39,558.30
26,1775.80,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.1%,L5,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.1%, lookback=5, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",16,56.3,437.79,27.36,70.4,1.81,0.26,537.79
27,1775.80,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.2%,L5,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.2%, lookback=5, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",16,56.3,437.79,27.36,70.4,1.81,0.26,537.79
28,1775.80,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.3%,L5,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.3%, lookback=5, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",16,56.3,437.79,27.36,70.4,1.81,0.26,537.79
29,1775.80,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.4%,L5,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.4%, lookback=5, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",16,56.3,437.79,27.36,70.4,1.81,0.26,537.79
30,1523.88,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.6%,L2,B2,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.6%, lookback=2, minLegBars=2, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",25,52.0,376.02,15.04,80.4,1.33,0.11,476.02
31,1479.55,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.5%,L5,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.5%, lookback=5, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",14,57.1,364.15,26.01,70.4,1.58,0.20,464.15
32,1479.55,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+2h(0.6%,L5,B4,OF)+30m(0.2%,L3,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 2h: swing=0.6%, lookback=5, minLegBars=4, opposite=false | 30m: swing=0.2%, lookback=3, minLegBars=2, opposite=false",14,57.1,364.15,26.01,70.4,1.58,0.20,464.15
