Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,13165.32,cascade,both,0.9,0.4,80,"1m(0.2%,L3,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",10,80.0,3283.69,328.37,43.9,1.83,0.24,3383.69
2,13165.32,cascade,both,0.9,0.4,80,"1m(0.2%,L3,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",10,80.0,3283.69,328.37,43.9,1.83,0.24,3383.69
3,13165.32,cascade,both,0.9,0.4,80,"1m(0.2%,L3,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",10,80.0,3283.69,328.37,43.9,1.83,0.24,3383.69
4,13165.32,cascade,both,0.9,0.4,80,"1m(0.2%,L3,B4,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",10,80.0,3283.69,328.37,43.9,1.83,0.24,3383.69
5,7443.89,cascade,both,0.9,0.4,80,"1m(0.2%,L3,B5,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",9,77.8,1853.46,205.94,43.9,1.81,0.24,1953.46
6,6295.76,cascade,both,0.9,0.4,80,"1m(0.3%,L4,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.3%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",7,85.7,1563.74,223.39,43.9,3.17,0.49,1663.74
7,6295.76,cascade,both,0.9,0.4,80,"1m(0.3%,L4,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.3%, lookback=4, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",7,85.7,1563.74,223.39,43.9,3.17,0.49,1663.74
8,6295.76,cascade,both,0.9,0.4,80,"1m(0.3%,L4,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.3%, lookback=4, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",7,85.7,1563.74,223.39,43.9,3.17,0.49,1663.74
9,6295.76,cascade,both,0.9,0.4,80,"1m(0.3%,L4,B4,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.3%, lookback=4, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",7,85.7,1563.74,223.39,43.9,3.17,0.49,1663.74
10,6295.76,cascade,both,0.9,0.4,80,"1m(0.3%,L4,B5,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.3%, lookback=4, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",7,85.7,1563.74,223.39,43.9,3.17,0.49,1663.74
11,6295.76,cascade,both,0.9,0.4,80,"1m(0.3%,L5,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.3%, lookback=5, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",7,85.7,1563.74,223.39,43.9,3.17,0.49,1663.74
12,6295.76,cascade,both,0.9,0.4,80,"1m(0.3%,L5,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.3%, lookback=5, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",7,85.7,1563.74,223.39,43.9,3.17,0.49,1663.74
13,6295.76,cascade,both,0.9,0.4,80,"1m(0.3%,L5,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.3%, lookback=5, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",7,85.7,1563.74,223.39,43.9,3.17,0.49,1663.74
14,6295.76,cascade,both,0.9,0.4,80,"1m(0.3%,L5,B4,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.3%, lookback=5, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",7,85.7,1563.74,223.39,43.9,3.17,0.49,1663.74
15,6295.76,cascade,both,0.9,0.4,80,"1m(0.3%,L5,B5,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.3%, lookback=5, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",7,85.7,1563.74,223.39,43.9,3.17,0.49,1663.74
16,5524.61,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",12,66.7,1373.90,114.49,43.9,1.97,0.26,1473.90
17,5524.61,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",12,66.7,1373.90,114.49,43.9,1.97,0.26,1473.90
18,5524.61,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",12,66.7,1373.90,114.49,43.9,1.97,0.26,1473.90
19,4735.46,cascade,both,0.9,0.4,80,"1m(0.2%,L4,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=4, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",10,70.0,1176.83,117.68,43.9,1.77,0.22,1276.83
