timestamp,open,high,low,close,volume
1720486800000,56517.5,57274.6,56471,56767.7,4411.084
1720488600000,56767.7,56858.9,56409,56539.1,2085.712
1720490400000,56539.1,56746.7,56298.3,56656,2170.58
1720492200000,56656,57340,56635,57247.8,2860.39
1720494000000,57247.8,57258.7,56851.2,56881.2,1779.763
1720495800000,56881.2,57217.6,56864.9,57143.4,1521.906
1720497600000,57143.4,57333.3,57076.2,57212.8,1901.735
1720499400000,57212.8,57363.6,57100.5,57264.7,1836.581
1720501200000,57264.7,57347.7,57100.5,57317.8,1487.769
1720503000000,57317.8,57436,57150,57267.1,1412.178
1720504800000,57267.1,57659.5,57170,57572.3,2654.486
1720506600000,57572.3,57744.2,57427.8,57452.2,1963.776
1720508400000,57452.2,57533.4,57162.7,57254.9,1880.51
1720510200000,57254.9,57331,56974.9,57100,2659.716
1720512000000,57100,57608.7,57005,57482.8,3768.646
1720513800000,57482.8,57888.8,57482.7,57601.4,4674.27
1720515600000,57601.4,57670.5,57465.5,57592.9,1668.506
1720517400000,57592.9,57673.9,57512.6,57560.3,1102.224
1720519200000,57560.3,57641.9,57337.4,57400,2125.36
1720521000000,57400,57489,57265,57406.7,1609.369
1720522800000,57406.7,57540,57195.1,57532,1810.529
1720524600000,57532,57535.8,57390,57409.2,728.732
1720526400000,57409.2,57534.5,57271,57308.4,1327.862
1720528200000,57308.4,57560.2,57248.8,57313.3,1556.672
1720530000000,57313.3,57360,57104.1,57200,2479.439
1720531800000,57200,57394,56900,57310,3810.667
1720533600000,57310,58153.3,57105.6,57569.6,14333.202
1720535400000,57569.6,57689,57000.9,57026.8,5375.234
1720537200000,57026.8,57312.5,56862,57161.3,6794.508
1720539000000,57161.3,57491.2,57000,57450.1,2705.974
1720540800000,57450.1,57861.9,57410.2,57672,3503.868
1720542600000,57672,57716.7,57353.5,57673.9,2791.764
1720544400000,57673.9,57792.2,57421.9,57583.1,1957.2
1720546200000,57583.1,57629.8,57337,57503.9,873.302
1720548000000,57503.9,57950,57417.6,57702.6,2830.606
1720549800000,57702.6,58315.7,57688,57895.6,5525.68
1720551600000,57895.6,57915,57668.2,57850.1,1424.509
