timestamp,open,high,low,close,volume
1728879300000,64196.1,64311.5,64075.9,64160,1821.222
1728880200000,64160,64381.1,64150.1,64272,1754.146
1728881100000,64272,64306.8,64110,64123.7,883.375
1728882000000,64123.7,64141.8,63921.3,63934.5,2507.089
1728882900000,63934.5,63986.1,63862.2,63905.2,1394.686
1728883800000,63905.2,63942.6,63761.8,63930.1,1816.774
1728884700000,63930.1,63934,63824.7,63909.5,523.439
1728885600000,63909.5,63918.6,63770.1,63805.6,644.894
1728886500000,63805.6,64167.8,63805.6,64094.3,2112.253
1728887400000,64094.3,64220,63984.9,64125.2,1321.03
1728888300000,64125.2,64198.1,64059.2,64064.4,631.894
1728889200000,64064.4,64109.5,64000,64086.1,878.63
1728890100000,64086.1,64150,64022.4,64050.2,481.834
1728891000000,64050.2,64388.1,64025.5,64289.9,3498.23
1728891900000,64289.9,64694.8,64201,64597.7,5577.32
1728892800000,64597.7,64855.5,64470,64471.1,3994.448
1728893700000,64471.1,64690,64408,64592,1645.725
1728894600000,64592,64629.9,64386.4,64450.4,1456.105
1728895500000,64450.4,64473.9,64351.8,64403.8,836.546
1728896400000,64403.8,64479.2,64313.3,64448.7,1380.84
1728897300000,64448.7,64709,64441.2,64565.5,1968.26
1728898200000,64565.5,64748.9,64552.8,64720,1159.536
1728899100000,64720,64891,64710,64800,2333.585
1728900000000,64800,64892,64683.3,64878.9,1924.683
1728900900000,64878.9,65000,64800,64801,3432.432
1728901800000,64801,64950,64774.1,64929.4,1124.063
1728902700000,64929.4,64964,64813.5,64837.8,862.668
1728903600000,64837.8,64949.9,64774.3,64875.3,1160.786
1728904500000,64875.3,64979.3,64855.3,64956,894.137
1728905400000,64956,65151.8,64829.6,64894.3,3178.407
1728906300000,64894.3,64953.5,64828.2,64903.5,857.248
1728907200000,64903.5,64999.6,64808.9,64910,1148.335
1728908100000,64910,64910,64723.9,64747.5,1239.966
1728909000000,64747.5,64988,64742.6,64876.1,2064.399
1728909900000,64876.1,64918.5,64834.9,64835,714.931
1728910800000,64835,64856.9,64726.8,64804.2,1317.611
1728911700000,64804.2,64885.2,64611.5,64707.8,1297.603
1728912600000,64707.8,64974,64630,64965.6,2556.899
1728913500000,64965.6,65300,64922.9,65122.6,7643.294
1728914400000,65122.6,65498,65086.2,65432,6115.279
1728915300000,65432,66122,65250.8,66050.3,11831.736
1728916200000,66050.3,66235.4,65818,66140.2,6147.14
1728917100000,66140.2,66283.8,65867.1,65897.2,3968.301
1728918000000,65897.2,66081.6,65817.8,65956.3,2261.718
1728918900000,65956.3,66104.8,65927.2,65997.8,1454.219
1728919800000,65997.8,66072,65821.3,65853.1,1224.254
1728920700000,65853.1,66028.8,65811,65862,1424.333
1728921600000,65862,66006.1,65628.8,65690.4,2673.998
1728922500000,65690.4,65740.1,65606,65653.4,1727.017
1728923400000,65653.4,65914.4,65653.3,65769.8,1756.867
1728924300000,65769.8,65769.8,65633,65686.2,1075.646
1728925200000,65686.2,65769,65610.8,65657.9,1044.856
1728926100000,65657.9,65729.6,65543.9,65560.9,1325.021
1728927000000,65560.9,65805.8,65560.9,65785.1,1409.159
1728927900000,65785.1,65839.2,65625,65625.1,830.391
1728928800000,65625.1,65867.1,65557.8,65793.9,2180.578
1728929700000,65793.9,65896,65734.2,65849.7,877.324
1728930600000,65849.7,65960,65780,65948,745.215
1728931500000,65948,65948,65740.6,65752.5,742.436
1728932400000,65752.5,65999,65697.6,65983.8,788.101
1728933300000,65983.8,66047.6,65742.1,65848.3,2064.588
1728934200000,65848.3,66033.2,65844.4,66025.7,947.472
1728935100000,66025.7,66060.8,65866.8,65905.6,1598.709
1728936000000,65905.6,65968.4,65764.8,65953.9,1162.32
1728936900000,65953.9,66028,65915.4,65989.6,525.619
1728937800000,65989.6,66020,65903.2,65986,427.445
1728938700000,65986,65997,65857.1,65897.5,443.092
1728939600000,65897.5,65983.5,65828.3,65943.9,682.018
1728940500000,65943.9,65944.8,65750.1,65780.2,654.989
1728941400000,65780.2,65859.8,65650,65837.1,710.414
1728942300000,65837.1,65858.3,65737.1,65757.4,240.425
1728943200000,65757.4,65972.8,65741.9,65959,673.896
1728944100000,65959,66234.5,65920,66082.5,3085.568
1728945000000,66082.5,66277.4,65991,66179.2,1442.488
1728945900000,66179.2,67300,66072.9,66449.2,7620.261
1728946800000,66449.2,66525.9,66100.1,66108,3486.372
1728947700000,66108,66192.2,66027.7,66135.6,1142.303
1728948600000,66135.6,66141.9,66030,66043.2,714.582
1728949500000,66043.2,66160,66039.5,66080.1,499.763
