timestamp,open,high,low,close,volume
1594497600000,9206,9247.5,9201,9231,609.486
1594512000000,9231,9289.5,9230.5,9267,1147.184
1594526400000,9267,9279,9241,9249.5,405.644
1594540800000,9249.5,9267,9240,9240,744.609
1594555200000,9240,9335,9186,9213,2836.214
1594569600000,9213,9230,9157,9213,929.36
1594584000000,9213,9317.5,9212.5,9295,1370.57
1594598400000,9295,9312.5,9266.5,9270.5,1007.908
1594612800000,9270.5,9285,9240,9266,651.112
1594627200000,9266,9311,9265.5,9304,647.351
1594641600000,9304,9335.5,9278,9291,1603.966
1594656000000,9291,9316,9199.5,9231,1668.647
1594670400000,9231,9265,9216.5,9237,1685.733
1594684800000,9237,9240,9212,9218,967.473
1594699200000,9218,9218,9147,9181.5,1733.082
1594713600000,9181.5,9235,9116,9234.5,1318.345
1594728000000,9234.5,9248,9185.5,9220,1319.346
1594742400000,9220,9267,9210.5,9264.5,709.922
1594756800000,9264.5,9271.5,9236,9249.5,622.368
1594771200000,9249.5,9265,9230,9232,436.725
1594785600000,9232,9240.5,9220,9226.5,467.23
1594800000000,9226.5,9243,9188.5,9215,844.101
1594814400000,9215,9239,9194,9200.5,1079.501
1594828800000,9200.5,9217,9161.5,9183.5,1455.072
1594843200000,9183.5,9234,9181.5,9196.5,1020.029
1594857600000,9196.5,9219.5,9183,9201,470.622
1594872000000,9201,9212.5,9085,9125.5,2143.304
1594886400000,9125.5,9136,9045.5,9084,3068.428
1594900800000,9084,9124.5,9070,9119,1045.409
1594915200000,9119,9148,9114.5,9121.5,551.536
1594929600000,9121.5,9141,9093,9131.5,616.95
1594944000000,9131.5,9134,9104.5,9107,577.215
1594958400000,9107,9125,9087.5,9110.5,485.703
1594972800000,9110.5,9132,9097,9129.5,453.869
1594987200000,9129.5,9180,9129.5,9144,1572.582
1595001600000,9144,9159,9129,9156.5,518.9
1595016000000,9156.5,9168,9145,9156,497.212
1595030400000,9156,9160,9125.5,9135,453.166
1595044800000,9135,9141.5,9129,9138.5,503.028
1595059200000,9138.5,9214,9128.5,9163.5,1287.634
1595073600000,9163.5,9170.5,9153.5,9167.5,733.553
1595088000000,9167.5,9195,9155,9163,547.147
1595102400000,9163,9173,9160,9168.5,281.852
1595116800000,9168.5,9176,9141.5,9156.5,591.733
1595131200000,9156.5,9156.5,9142,9151.5,371.259
