timestamp,open,high,low,close,volume
1734585300000,101127.1,101358,101127.1,101243,627.345
1734585600000,101243,101305.8,101156.2,101264.3,273.326
1734585900000,101264.3,101268,101000,101041.2,226.938
1734586200000,101041.2,101199.4,101025.6,101172,201.94
1734586500000,101172,101320,101129.4,101306.5,331.249
1734586800000,101306.5,101362.5,101236.5,101271.6,207.69
1734587100000,101271.6,101338.8,101190.6,101335.8,151.422
1734587400000,101335.8,101340.8,101206.8,101233.1,125.584
1734587700000,101233.1,101315.6,101214,101243.8,90.536
1734588000000,101243.8,101308.4,101158.1,101243.6,188.16
1734588300000,101243.6,101252.6,101074.8,101080.8,200.441
1734588600000,101080.8,101152.4,100970.2,101080,329.332
1734588900000,101080,101120,100979,100987.1,187.015
1734589200000,100987.1,101078,100947.4,100986.3,125.306
1734589500000,100986.3,101053.9,100968.2,100983.4,155.321
1734589800000,100983.4,101286,100981,101286,307.826
1734590100000,101286,101363.2,101202.6,101202.6,347.437
1734590400000,101202.6,101286.7,101167.2,101240,115.532
1734590700000,101240,101326.6,101200.1,101209.9,185.858
1734591000000,101209.9,101300,101200,101228.2,104.837
1734591300000,101228.2,101236.9,101129.2,101129.2,92.863
1734591600000,101129.2,101206,101063.4,101200.1,137.89
1734591900000,101200.1,101256,101173.2,101191.9,105.041
1734592200000,101191.9,101209.6,101085.6,101139.4,141.08
1734592500000,101139.4,101318.6,101139.4,101238.4,140.101
1734592800000,101238.4,101378.7,101178.8,101378.7,268.588
1734593100000,101378.7,101525.7,101378.6,101486.4,423.63
1734593400000,101486.4,101541.4,101352.7,101428.8,302.059
1734593700000,101428.8,101580,101409.6,101522,272.055
1734594000000,101522,101630,101522,101551.1,212.782
1734594300000,101551.1,101612.6,101485,101500.1,225.428
1734594600000,101500.1,101645.2,101451.1,101617,262.617
1734594900000,101617,101666,101581.8,101595,194.875
1734595200000,101595,101595.1,101450,101505.3,166.114
1734595500000,101505.3,101610,101441,101441.1,186.13
1734595800000,101441.1,101441.1,101307.8,101324.9,386.765
1734596100000,101324.9,101433.3,101311.4,101384,156.382
1734596400000,101384,101632.6,101357.4,101561.5,263.066
1734596700000,101561.5,101717.3,101512.3,101682,199.361
1734597000000,101682,101737.1,101627.6,101706.1,218.022
1734597300000,101706.1,101713.7,101530.1,101540.3,180.594
1734597600000,101540.3,101572.4,101470.3,101570.7,258.236
1734597900000,101570.7,101779.7,101559.5,101750.8,226.743
1734598200000,101750.8,101752.7,101613.6,101656.2,209.43
1734598500000,101656.2,101668.7,101555,101580.8,160.564
1734598800000,101580.8,101735.8,101555,101706.2,207.222
1734599100000,101706.2,101764.4,101640.8,101697.6,284.048
1734599400000,101697.6,101757.3,101650.9,101750.1,101.803
1734599700000,101750.1,101831,101638.2,101666.6,492.693
1734600000000,101666.6,101666.7,101462.1,101499.9,201.461
1734600300000,101499.9,101620.9,101479.3,101559.5,154.254
1734600600000,101559.5,101769.9,101558.3,101747.9,148.051
1734600900000,101747.9,101800,101672.5,101686.6,139.538
1734601200000,101686.6,101708,101644,101691.1,47.777
1734601500000,101691.1,101757,101645,101746.9,77.668
1734601800000,101746.9,101798,101707.7,101736.9,95.308
1734602100000,101736.9,101780,101719.1,101767.3,88.826
1734602400000,101767.3,101873.2,101740,101839.6,187.958
1734602700000,101839.6,101847.3,101704,101724.1,140.903
1734603000000,101724.1,101816.7,101681,101787.4,138.489
1734603300000,101787.4,102096.1,101787.3,102018.8,475.032
1734603600000,102018.8,102200,102009.4,102103.4,643.123
1734603900000,102103.4,102125,102021.5,102033.9,285.572
1734604200000,102033.9,102448,102030,102326.7,1189.483
1734604500000,102326.7,102411.5,102217.7,102222.8,319.541
1734604800000,102222.8,102450,102222.8,102426.7,308.749
1734605100000,102426.7,102550,102340.6,102535.5,471.267
1734605400000,102535.5,102554.7,102450,102473.9,260.327
1734605700000,102473.9,102474,102357.7,102357.7,190.01
1734606000000,102357.7,102429.7,102287.6,102318.3,261.557
1734606300000,102318.3,102340.3,102240.8,102290.3,170.878
1734606600000,102290.3,102332.3,102229.6,102229.7,132.39
1734606900000,102229.7,102319.8,102229.7,102278.5,130.717
1734607200000,102278.5,102427.2,102250.4,102391.6,280.482
1734607500000,102391.6,102466.8,102391.6,102392.6,174.382
1734607800000,102392.6,102413.7,102254.5,102258.7,149.538
1734608100000,102258.7,102321.3,102145.3,102164.2,253.546
1734608400000,102164.2,102256.9,102131,102168,208.069
1734608700000,102168,102315,102160,102315,138.286
1734609000000,102315,102413,102273.6,102341.6,213.151
1734609300000,102341.6,102421.6,102341.5,102417.8,96.316
1734609600000,102417.8,102426.9,102226,102226,269.178
1734609900000,102226,102541.5,102226,102457.7,476.116
1734610200000,102457.7,102499,102385.2,102434.2,234.757
1734610500000,102434.2,102440.1,102330.1,102399.9,186.417
1734610800000,102399.9,102443.7,102282.6,102321.4,129.05
1734611100000,102321.4,102330.1,102219.6,102319.2,169.19
1734611400000,102319.2,102326.2,102038,102108.1,381.363
1734611700000,102108.1,102169.6,102016.4,102070,337.1
1734612000000,102070,102141.9,102000.1,102023.3,237.771
1734612300000,102023.3,102076.8,101928.3,101948.2,397.717
1734612600000,101948.2,102000,101819.4,101923.9,461.578
1734612900000,101923.9,101959.4,101817.9,101959.4,222.512
1734613200000,101959.4,102080,101878.2,102062.3,304.208
1734613500000,102062.3,102110.9,101917.7,102078.9,153.579
1734613800000,102078.9,102171,102071.1,102100,124.628
1734614100000,102100,102100,101943.2,101972.3,178.543
1734614400000,101972.3,102112.1,101900,102100,1381.581
1734614700000,102100,102175,102056.3,102136,148.279
1734615000000,102136,102179.6,101927.7,101935,251.064
1734615300000,101935,101951.1,101630,101739.9,902.149
1734615600000,101739.9,101822.7,101629.1,101748,394.215
1734615900000,101748,102000,101747.7,102000,275.835
1734616200000,102000,102000,101850.1,101850.1,214.36
1734616500000,101850.1,101915.3,101804.9,101909.5,172.483
1734616800000,101909.5,102133.1,101901.8,102035.6,296.622
1734617100000,102035.6,102418.8,102027.3,102273,545.328
1734617400000,102273,102333.3,102173.1,102238.6,362.604
1734617700000,102238.6,102355.2,102170,102283.9,278.249
1734618000000,102283.9,102377.6,102229.3,102266.5,259.777
1734618300000,102266.5,102389.9,102265.2,102341.8,253.829
1734618600000,102341.8,102739.4,102213.9,102676.1,1488.834
1734618900000,102676.1,102742.4,102147.1,102164,985.522
1734619200000,102164,102317.6,101580,101665.7,1653.215
1734619500000,101665.7,101728.6,100621.9,100999.9,3217.633
1734619800000,100999.9,101425,100834.2,101030.1,1450.925
1734620100000,101030.1,101324.5,100807.6,100902.4,917.217
1734620400000,100902.4,101025.2,100626.7,100670.4,1730.271
1734620700000,100670.4,100813.8,100253.8,100429.1,1448.067
1734621000000,100429.1,100915.4,100302.3,100772,1658.878
1734621300000,100772,100780,100123.3,100232,1809.976
1734621600000,100232,100365.8,99700,99700.1,2038.863
1734621900000,99700.1,100099.5,99544.8,99860.2,1711.974
1734622200000,99860.2,100123.5,99620.5,99750.8,2175.731
1734622500000,99750.8,99866,99460,99631.4,1413.036
1734622800000,99631.4,100246,99362.6,100168,1378.318
1734623100000,100168,100510,99877,100472,1450.872
1734623400000,100472,100710.2,100379.7,100508.4,1394.2
1734623700000,100508.4,100698.3,100264.8,100611.4,915.618
1734624000000,100611.4,100658.4,100304.2,100309.6,506.422
1734624300000,100309.6,100323.9,100015.4,100059.1,665.075
1734624600000,100059.1,100101.2,99810.4,100012,1110.433
1734624900000,100012,100187,99884,100048.1,840.713
1734625200000,100048.1,100532,100002.8,100509.5,582.435
1734625500000,100509.5,100625.3,100416.6,100456.4,548.647
1734625800000,100456.4,100621.3,100320.9,100485.4,371.58
1734626100000,100485.4,101167,100389.8,101041.1,1529.75
1734626400000,101041.1,101122.6,100794.8,101039.9,843.351
1734626700000,101039.9,101050,100716,100774.5,450.206
1734627000000,100774.5,100815.5,100563.5,100576.9,346.14
1734627300000,100576.9,100709,100474.9,100658.8,370.92
1734627600000,100658.8,100698.7,100465.5,100499.9,421.9
1734627900000,100499.9,100540.3,100309.4,100343.8,344.341
1734628200000,100343.8,100429.5,100219.7,100258.3,324.208
1734628500000,100258.3,100300,99700.2,99743.9,1120.654
1734628800000,99743.9,99900.6,99524,99778.1,1243.204
1734629100000,99778.1,99832,99433.5,99488.8,914.975
1734629400000,99488.8,99531.8,99115.5,99243.5,1536.08
1734629700000,99243.5,99323.8,98900,98926.1,1786.213
1734630000000,98926.1,99209.9,98738.7,98760.1,1635.919
1734630300000,98760.1,99100.9,98327.2,98493.3,2694.341
1734630600000,98493.3,98916.3,97255,97759.9,6623.79
1734630900000,97759.9,99055.9,97737.7,98781.4,5168.12
1734631200000,98781.4,98816,98012.5,98299.2,3165.554
1734631500000,98299.2,98491.4,97951.8,98040,1355.942
1734631800000,98040,98081,97664.5,97980.1,1595.693
1734632100000,97980.1,97985,97106.6,97425.3,2678.535
1734632400000,97425.3,97425.3,96808.3,97321,3134.879
1734632700000,97321,98398.5,97321,98384,2364.616
1734633000000,98384,98442.1,97858.2,97953.7,1384.302
1734633300000,97953.7,98723.7,97920,98478.4,1538.48
1734633600000,98478.4,98524.3,98156.3,98177.5,723.116
1734633900000,98177.5,98515.3,98038,98427.6,641.868
1734634200000,98427.6,98628,98160.8,98196.9,728.16
1734634500000,98196.9,98923.9,98196.8,98867.7,760.683
1734634800000,98867.7,98977.9,98650.2,98906.1,628.912
1734635100000,98906.1,99000,98766,98916.1,493.316
1734635400000,98916.1,98916.1,98599.9,98635.2,411.604
1734635700000,98635.2,98635.2,98303.3,98346,678.544
1734636000000,98346,98436.4,98100.8,98263.3,602.992
1734636300000,98263.3,98308.8,98021.5,98080,497.686
1734636600000,98080,98126.8,97568.4,97603.1,976.233
1734636900000,97603.1,97694.8,97220.1,97245.8,1014.055
1734637200000,97245.8,97258.3,96658.8,96861.8,1773.154
1734637500000,96861.8,97124.5,96312.5,96767.2,3069.588
1734637800000,96767.2,96913.3,96200,96500.1,2040.132
1734638100000,96500.1,97233.6,96350,97154.9,1978.483
1734638400000,97154.9,97260,96483,96540,1335.487
