timestamp,open,high,low,close,volume
1585094400000,6500,6745.5,6500,6698.5,1809.52
1585180800000,6698.5,6767,6512,6733.5,3904.964
1585267200000,6733.5,6838,6235,6354,4605.347
1585353600000,6354,6354,6010,6230.5,5750.959
1585440000000,6230.5,6247,5858,5873,5347.238
1585526400000,5873,6577.5,5841.5,6389.5,15103.617
1585612800000,6389.5,6509.5,6323.5,6405,15717.34
1585699200000,6405,6687,6145,6642,17552.87
1585785600000,6642,7230.5,6543.5,6796.5,32569.69
1585872000000,6796.5,7044,6604.5,6727.5,12668.382
1585958400000,6727.5,7012,6646,6863.5,10039.906
1586044800000,6863.5,6889,6680,6771,10478.195
1586131200000,6771,7363,6762,7322.5,17587.456
1586217600000,7322.5,7458.5,7072.5,7198.5,18539.023
1586304000000,7198.5,7417,7150.5,7356.5,15491.07
1586390400000,7356.5,7364,7123,7282,16533.355
1586476800000,7282,7287,6741.5,6857,21525.607
1586563200000,6857,6938,6760,6874.5,8607.234
1586649600000,6874.5,7170,6780,6901,13333.274
1586736000000,6901,6901,6557,6834.5,23116.247
1586822400000,6834.5,6967,6752.5,6864.5,14309.583
1586908800000,6864.5,6924.5,6603,6617.5,14598.789
1586995200000,6617.5,7188,6465.5,7099.5,33866.452
1587081600000,7099.5,7138.5,6982,7022,10038.558
1587168000000,7022,7289,7013.5,7240,9693.835
1587254400000,7240,7255,7047,7118.5,8777.442
1587340800000,7118.5,7211,6750,6827.5,19621.635
1587427200000,6827.5,6937,6759.5,6837.5,11307.232
1587513600000,6837.5,7159.5,6815.5,7123,10919.75
1587600000000,7123,7743.5,7015,7483.5,34335.355
1587686400000,7483.5,7608.5,7400,7499,8723.038
1587772800000,7499,7702.5,7437,7535,16046.689
1587859200000,7535,7698.5,7496,7691.5,9844.165
1587945600000,7691.5,7791.5,7624,7772.5,8929.64
1588032000000,7772.5,7778,7663,7743,5082.865
1588118400000,7743,8951.5,7709.5,8778,45617.393
1588204800000,8778,9458,8402.5,8625,52274.816
1588291200000,8625,9060.5,8619,8820.5,14867.967
1588377600000,8820.5,9010,8757,8972.5,11679.001
1588464000000,8972.5,9191,8725,8895,20851.73
1588550400000,8895,8953,8525,8873,16186.017
1588636800000,8873,9105.5,8771,9023.5,15659.189
1588723200000,9023.5,9393.5,8920,9149.5,23645.378
1588809600000,9149.5,10059.5,9038,9986.5,35202.181
1588896000000,9986.5,10035,9716.5,9805,20871.076
1588982400000,9805,9912,9525.5,9546,16024.389
1589068800000,9546,9569,8153,8725,101828.006
1589155200000,8725,9158.5,8182,8559,52692.837
1589241600000,8559,8973,8531.5,8813,12481.242
1589328000000,8813,9400.5,8794.5,9301.5,11279.548
1589414400000,9301.5,9940,9258.5,9788,27688.885
1589500800000,9788,9840.5,9140.5,9315,21995.281
1589587200000,9315,9583,9220,9382.5,9930.97
1589673600000,9382.5,9886,9323,9675,12084.105
1589760000000,9675,9957.5,9479,9728.5,15272.031
1589846400000,9728.5,9896,9470,9770,15195.118
1589932800000,9770,9848.5,9323.5,9511,15495.024
1590019200000,9511,9573,8813,9067,21825.811
1590105600000,9067,9264.5,8933.5,9168,9493.212
1590192000000,9168,9308.5,9082,9172.5,7723.913
1590278400000,9172.5,9295,8690,8710,17050.058
1590364800000,8710,8974,8640.5,8893.5,10598.736
