timestamp,open,high,low,close,volume
1702486800000,41902.3,42182.7,41843.2,42161.9,6593.984
1702490400000,42161.9,42239.9,42014.6,42167.3,3479.176
1702494000000,42167.3,42949.9,42167.3,42765,21592.109
1702497600000,42765,42916.5,42588,42895.1,7258.635
1702501200000,42895.1,43266.7,42734.6,43025.5,11019.978
1702504800000,43025.5,43600,42967.8,43007.2,13572.229
1702508400000,43007.2,43066,42857.2,42896.9,4768.668
1702512000000,42896.9,42969.5,42701,42815.4,4699.745
1702515600000,42815.4,42892.4,42740.1,42871.6,2153.633
1702519200000,42871.6,42892,42697.6,42793.4,2269.491
1702522800000,42793.4,42839.6,42698.1,42746.5,1584.555
1702526400000,42746.5,42826.7,42710,42740.2,2406.687
1702530000000,42740.2,42849.9,42734,42842,1441.698
1702533600000,42842,43149.7,42803.2,42941.9,6454.352
1702537200000,42941.9,42981.4,42778.9,42937,2999.609
1702540800000,42937,43036.4,42782.1,42784,3153.62
1702544400000,42784,42950.7,42706.8,42916.6,3026.91
1702548000000,42916.6,43067.8,42805.4,42999.9,3247.572
1702551600000,42999.9,43350,42913.6,43298,10270.334
1702555200000,43298,43398.6,43059.8,43131.5,5873.611
1702558800000,43131.5,43139.9,41190,42590.2,51843.075
1702562400000,42590.2,42799.9,42364.7,42675.6,14278.591
1702566000000,42675.6,42728.9,42212,42458.3,8903.145
1702569600000,42458.3,42718.8,42458.3,42613.2,6897.756
1702573200000,42613.2,43475,42587.7,43245.3,17906.17
1702576800000,43245.3,43251.6,42828,42882.3,7866.825
1702580400000,42882.3,43141,42828.9,43125.2,3856.717
1702584000000,43125.2,43138.3,42876.4,42949.2,2991.93
1702587600000,42949.2,43062.5,42911.2,43016.3,2210.85
1702591200000,43016.3,43157.9,42949.7,43101.5,1961.065
1702594800000,43101.5,43211.8,42963.2,43050,2815.566
1702598400000,43050,43112.5,42888.7,42924,2911.398
1702602000000,42924,43074.4,42916.6,43006.6,1724.252
1702605600000,43006.6,43036.6,42851.4,42904.9,2036.799
1702609200000,42904.9,42921.9,42443.1,42827.5,8012.702
1702612800000,42827.5,42838,42725.9,42836.2,1863.337
1702616400000,42836.2,42896.1,42581.7,42625.1,4158.494
1702620000000,42625.1,42673.9,42533.8,42599.4,2064.792
1702623600000,42599.4,42744.7,42582.3,42744.7,2388.087
1702627200000,42744.7,42912.1,42668.9,42901.9,3503.61
1702630800000,42901.9,43070.2,42838.3,42880,4398.302
1702634400000,42880,42937,42772.1,42890,2879.278
1702638000000,42890,42904,42732.5,42812.7,2262.714
